date,value,change,增减
2026-05-11,845431,33018.0,33018.0
2026-05-12,832935,-12496.0,-12496.0
2026-05-13,868167,35232.0,35232.0
2026-05-14,876996,8829.0,8829.0
2026-05-15,898147,21151.0,21151.0
2026-05-18,977133,78986.0,78986.0
2026-05-19,975876,-1257.0,-1257.0
2026-05-20,994727,18851.0,18851.0
2026-05-21,989688,-5039.0,-5039.0
2026-05-22,986791,-2897.0,-2897.0
2026-05-25,987851,1060.0,1060.0
2026-05-26,989206,1355.0,1355.0
2026-05-27,993726,4520.0,4520.0
2026-05-28,987951,-5775.0,-5775.0
2026-05-29,976900,-11051.0,-11051.0
2026-06-01,956517,-20383.0,-20383.0
2026-06-02,958482,1965.0,1965.0
2026-06-03,964427,5945.0,5945.0
2026-06-04,972900,8473.0,8473.0
2026-06-05,972611,-289.0,-289.0
2026-06-08,958805,-13806.0,-13806.0
2026-06-09,929470,-29335.0,-29335.0
2026-06-10,916380,-13090.0,-13090.0
2026-06-11,895265,-21115.0,-21115.0
2026-06-12,886061,-9204.0,-9204.0
2026-06-15,871605,-14456.0,-14456.0
2026-06-16,868329,-3276.0,-3276.0
2026-06-17,851619,-16710.0,-16710.0
2026-06-18,868422,16803.0,16803.0
2026-06-22,876367,7945.0,7945.0
2026-06-23,853956,-22411.0,-22411.0
2026-06-24,852293,-1663.0,-1663.0
2026-06-25,848665,-3628.0,-3628.0
2026-06-26,842985,-5680.0,-5680.0
