排名,会员简称,持仓量,比上交易增减,date,contract,position_type,symbol,成交量
1,中信期货,57100.0,20417.0,20250825,br2510,成交量,BR,
2,中泰期货,31572.0,11097.0,20250825,br2510,成交量,BR,
3,东证期货,27751.0,10728.0,20250825,br2510,成交量,BR,
4,国泰君安,25031.0,11319.0,20250825,br2510,成交量,BR,
5,浙商期货,16306.0,12837.0,20250825,br2510,成交量,BR,
6,新湖期货,13262.0,4256.0,20250825,br2510,成交量,BR,
7,华闻期货,9860.0,4137.0,20250825,br2510,成交量,BR,
8,华泰期货,9566.0,4809.0,20250825,br2510,成交量,BR,
9,申万期货,7400.0,4639.0,20250825,br2510,成交量,BR,
10,银河期货,5300.0,2068.0,20250825,br2510,成交量,BR,
11,海通期货,4861.0,2343.0,20250825,br2510,成交量,BR,
12,徽商期货,4471.0,983.0,20250825,br2510,成交量,BR,
13,方正中期,3958.0,1616.0,20250825,br2510,成交量,BR,
14,中信建投,3954.0,1504.0,20250825,br2510,成交量,BR,
15,宝城期货,2783.0,1535.0,20250825,br2510,成交量,BR,
16,民生期货,2721.0,1511.0,20250825,br2510,成交量,BR,
17,广发期货,2679.0,1378.0,20250825,br2510,成交量,BR,
18,东吴期货,2541.0,1201.0,20250825,br2510,成交量,BR,
19,永安期货,2523.0,1784.0,20250825,br2510,成交量,BR,
20,创元期货,2451.0,1694.0,20250825,br2510,成交量,BR,
1,中信期货,41501.0,-15599.0,20250826,br2510,成交量,BR,
2,东证期货,20158.0,-7593.0,20250826,br2510,成交量,BR,
3,国泰君安,19500.0,-5531.0,20250826,br2510,成交量,BR,
4,中泰期货,16539.0,-15033.0,20250826,br2510,成交量,BR,
5,新湖期货,13808.0,546.0,20250826,br2510,成交量,BR,
6,浙商期货,13799.0,-2507.0,20250826,br2510,成交量,BR,
7,华泰期货,6607.0,-2959.0,20250826,br2510,成交量,BR,
8,华闻期货,6406.0,-3454.0,20250826,br2510,成交量,BR,
9,银河期货,4793.0,-507.0,20250826,br2510,成交量,BR,
10,申万期货,4134.0,-3266.0,20250826,br2510,成交量,BR,
11,徽商期货,3267.0,-1204.0,20250826,br2510,成交量,BR,
12,海通期货,3091.0,-1770.0,20250826,br2510,成交量,BR,
13,广发期货,2955.0,276.0,20250826,br2510,成交量,BR,
14,中信建投,2891.0,-1063.0,20250826,br2510,成交量,BR,
15,方正中期,2100.0,-1858.0,20250826,br2510,成交量,BR,
16,天富期货,1964.0,-471.0,20250826,br2510,成交量,BR,
17,东吴期货,1905.0,-636.0,20250826,br2510,成交量,BR,
18,民生期货,1894.0,-827.0,20250826,br2510,成交量,BR,
19,创元期货,1806.0,-645.0,20250826,br2510,成交量,BR,
20,东方财富,1773.0,-155.0,20250826,br2510,成交量,BR,
1,中信期货,38119.0,-3382.0,20250827,br2510,成交量,BR,
2,国泰君安,18210.0,-1290.0,20250827,br2510,成交量,BR,
3,东证期货,13994.0,-6164.0,20250827,br2510,成交量,BR,
4,中泰期货,13680.0,-2859.0,20250827,br2510,成交量,BR,
5,浙商期货,11288.0,-2511.0,20250827,br2510,成交量,BR,
6,新湖期货,10871.0,-2937.0,20250827,br2510,成交量,BR,
7,华闻期货,8078.0,1672.0,20250827,br2510,成交量,BR,
8,银河期货,4168.0,-625.0,20250827,br2510,成交量,BR,
9,华泰期货,4079.0,-2528.0,20250827,br2510,成交量,BR,
10,申万期货,3989.0,-145.0,20250827,br2510,成交量,BR,
