date,receipt,change
2025-06-03,21918,-78
2025-06-04,21753,-165
2025-06-05,21678,-75
2025-06-06,21519,-131
2025-06-09,21449,-69
2025-06-10,21403,-46
2025-06-11,21362,-41
2025-06-12,21306,-47
2025-06-13,21271,-35
2025-06-16,21218,-53
2025-06-17,21133,-85
2025-06-18,21070,-63
2025-06-19,20982,-88
2025-06-20,20862,-143
2025-06-23,20785,-77
2025-06-24,20640,-145
2025-06-25,20561,-79
2025-06-26,20474,-87
2025-06-27,20411,-63
2025-06-30,20356,-55
2025-07-01,20235,-121
2025-07-02,20195,-40
2025-07-03,20106,-89
2025-07-04,19961,-145
2025-07-07,19906,-55
2025-07-08,19777,-129
2025-07-09,19705,-72
2025-07-10,19622,-83
2025-07-11,19557,-65
2025-07-14,19476,-85
2025-07-15,19297,-179
2025-07-16,19152,-145
2025-07-17,19043,-109
2025-07-18,18942,-101
2025-07-21,18882,-60
2025-07-22,18758,-124
2025-07-23,18657,-101
2025-07-24,18568,-89
2025-07-25,18425,-141
2025-07-28,18349,-76
2025-07-29,18215,-134
2025-07-30,18014,-201
2025-07-31,17787,-226
2025-08-01,17528,-259
2025-08-04,17282,-246
2025-08-05,17043,-239
2025-08-06,16851,-192
2025-08-07,16581,-270
2025-08-08,16427,-154
2025-08-11,16269,-158
2025-08-12,16100,-169
2025-08-13,15933,-160
2025-08-14,15766,-167
2025-08-15,15572,-186
2025-08-18,15445,-127
2025-08-19,15109,-332
2025-08-20,14830,-279
2025-08-21,14595,-235
2025-08-22,14322,-273
2025-08-25,14135,-187
2025-08-26,13874,-251
2025-08-27,13640,-234
2025-08-28,13368,-272
2025-08-29,12955,-413
2025-09-01,18960,-582
2025-09-02,18393,-567
2025-09-03,17988,-405
2025-09-04,17487,-501
2025-09-05,17130,-357
2025-09-08,16713,-417
2025-09-09,16377,-336
2025-09-10,15966,-411
2025-09-11,15477,-489
2025-09-12,15051,-426
2025-09-15,14697,-354
2025-09-16,14277,-420
2025-09-17,13845,-432
2025-09-18,13314,-531
2025-09-19,12696,-618
