时间,开盘,最高,最低,收盘,成交量,持仓量
2015-03-27,101870,102710,100650,101080,14430,7182
2015-03-30,99010,100000,96820,98430,33342,17093
2015-03-31,98000,98200,93840,95040,52800,27444
2015-04-01,93940,94130,91270,92500,79476,35480
2015-04-02,92870,96600,92550,96160,101424,40362
2015-04-03,96000,97800,95660,97300,75141,40499
2015-04-07,97500,97980,95950,96420,37844,41771
2015-04-08,94500,95630,93300,93950,91544,47551
2015-04-09,94450,95260,93880,94300,80487,49542
2015-04-10,94500,94970,93180,94540,68861,52814
2015-04-13,94280,95670,93700,95230,90107,56429
2015-04-14,94780,95070,92810,93100,99575,63845
2015-04-15,92700,95000,92640,94730,110053,66129
2015-04-16,94610,95900,94260,95400,97960,65812
2015-04-17,96280,96660,95010,95850,84351,63642
2015-04-20,95980,96550,95200,95410,74052,58205
2015-04-21,95330,96800,94900,95880,70465,55276
2015-04-22,95910,96720,95750,96330,61951,55258
2015-04-23,96120,96500,95600,95860,50533,55323
2015-04-24,95840,97900,95700,97830,59090,56908
2015-04-27,98000,101490,97990,101490,120952,58145
2015-04-28,102490,104530,101420,102650,142861,55979
2015-04-29,102350,104400,100500,101020,158817,55667
2015-04-30,101190,106980,101160,106010,276375,62985
2015-05-04,106010,108900,105450,107580,139422,64351
2015-05-05,107850,109230,106160,107960,259133,66813
2015-05-06,110000,113380,109690,113380,304512,67091
2015-05-07,114580,115300,111050,112500,484526,61839
2015-05-08,113700,114100,110000,112300,439208,59278
2015-05-11,111810,114430,111060,113880,364027,64027
2015-05-12,113300,115060,111270,111600,435848,63268
2015-05-13,112280,113650,110780,111750,376307,61934
2015-05-14,112100,112100,107060,109400,380271,60692
2015-05-15,108980,110960,108540,110210,304645,65348
2015-05-18,109390,109690,108200,108610,272047,60646
2015-05-19,108300,108890,106160,106430,233539,58181
2015-05-20,105500,105990,102340,102340,159478,53838
2015-05-21,100490,102550,100170,101070,240099,53092
2015-05-22,100960,103370,96710,100070,370931,54904
2015-05-25,98900,100580,98110,99480,305116,57449
2015-05-26,99670,101900,99660,100010,275139,57597
2015-05-27,99990,101180,99200,100670,203024,59782
2015-05-28,97780,100100,97740,99470,105845,72099
2015-05-29,99140,99670,96250,97600,98157,72244
2015-06-01,97500,97800,96360,96810,85913,78436
2015-06-02,97190,100500,97020,100280,214294,89682
2015-06-03,100380,101100,99040,99060,204626,95888
2015-06-04,99200,99940,97690,98530,186579,96593
2015-06-05,98650,99480,98060,98390,174835,101748
2015-06-08,98750,100600,98330,100570,246860,108723
2015-06-09,100850,102180,100660,100910,301278,107297
2015-06-10,101360,101770,100570,101330,199220,105190
2015-06-11,101850,102200,101300,101500,161881,100759
2015-06-12,101600,101640,97800,98070,242634,99932
2015-06-15,98400,98880,97400,97580,157375,103321
2015-06-16,97400,98050,95340,95700,193031,106969
2015-06-17,96000,96360,94700,95280,199986,106482
2015-06-18,96300,96810,95830,96300,163707,101577
2015-06-19,96020,96180,94440,94610,157320,107638
