date,value,change,增减
2025-05-06,71569,0.0,
2025-05-07,70460,-1109.0,
2025-05-08,69251,-1209.0,
2025-05-09,74692,5441.0,
2025-05-12,77818,3126.0,
2025-05-13,78826,1008.0,
2025-05-14,75398,-3428.0,
2025-05-15,75196,-202.0,
2025-05-16,70257,-4939.0,
2025-05-19,67233,-3024.0,
2025-05-20,62596,-4637.0,
2025-05-21,59674,-2922.0,
2025-05-22,47678,-11996.0,
2025-05-23,43544,-4134.0,
2025-05-26,32055,-11489.0,
2025-05-27,30744,-1311.0,
2025-05-28,20261,-10483.0,
2025-05-29,16733,-3528.0,
2025-05-30,17641,908.0,
2025-06-03,17742,101.0,
2025-06-04,18851,1109.0,
2025-06-05,19455,604.0,
2025-06-06,21873,2418.0,
2025-06-09,25905,4032.0,
2025-06-10,30138,4233.0,
2025-06-11,34372,4234.0,
2025-06-12,34372,0.0,
2025-06-13,34876,504.0,
2025-06-16,33666,-1210.0,
2025-06-17,33465,-201.0,
2025-06-18,33062,-403.0,
2025-06-19,32659,-403.0,
2025-06-20,32256,-403.0,
2025-06-23,31852,-404.0,
2025-06-24,31349,-503.0,
2025-06-25,29030,-2319.0,
2025-06-26,28525,-505.0,
2025-06-27,27618,-907.0,
2025-06-30,26914,-704.0,
2025-07-01,27217,303.0,
2025-07-02,27418,201.0,
2025-07-03,28023,605.0,
2025-07-04,29736,1713.0,
2025-07-07,32760,3024.0,
2025-07-08,34272,1512.0,
2025-07-09,35583,1311.0,
2025-07-10,36893,1310.0,
2025-07-11,36994,101.0,
2025-07-14,37195,201.0,
2025-07-15,36792,-403.0,
2025-07-16,36389,-403.0,
2025-07-17,36691,302.0,
2025-07-18,36691,0.0,
2025-07-21,38003,1312.0,
2025-07-22,38405,402.0,
2025-07-23,37398,-1007.0,
2025-07-24,37398,0.0,
2025-07-25,37398,0.0,
2025-07-28,37599,201.0,
2025-07-29,38808,1209.0,
2025-07-30,39716,908.0,
2025-07-31,39716,0.0,
2025-08-01,39716,0.0,
2025-08-04,39816,100.0,
2025-08-05,41731,1915.0,
2025-08-06,42034,303.0,
2025-08-07,42437,403.0,
2025-08-08,42235,-202.0,
2025-08-11,42840,605.0,
2025-08-12,46166,3326.0,
2025-08-13,46771,605.0,
2025-08-14,46569,-202.0,
2025-08-15,46469,-100.0,
2025-08-18,46469,0.0,
2025-08-19,46469,0.0,
2025-08-20,45663,-806.0,
2025-08-21,44857,-806.0,
2025-08-22,44857,0.0,
2025-08-25,44655,-202.0,
2025-08-26,44352,-303.0,
2025-08-27,45662,1310.0,
2025-08-28,45662,0.0,
2025-08-29,45662,0.0,
2025-09-01,45662,0.0,
2025-09-02,45764,102.0,
2025-09-03,45664,-100.0,
2025-09-04,46368,704.0,
2025-09-05,46569,201.0,
2025-09-08,47074,505.0,
2025-09-09,47074,0.0,
2025-09-10,47678,604.0,
2025-09-11,46771,-907.0,
2025-09-12,45964,-807.0,
2025-09-15,46166,202.0,
2025-09-16,45561,-605.0,
2025-09-17,45157,-404.0,
2025-09-18,44755,-402.0,
2025-09-19,44553,-202.0,
2025-09-22,45259,706.0,
2025-09-23,44856,-403.0,
2025-09-24,44856,0.0,
2025-09-25,44756,-100.0,
2025-09-26,42942,-1814.0,
2025-09-29,42437,-505.0,
2025-09-30,42034,-403.0,
2025-10-09,41632,-402.0,
2025-10-10,41329,-303.0,
2025-10-13,41429,100.0,
2025-10-14,41429,0.0,
2025-10-15,39917,-1512.0,
2025-10-16,40119,202.0,
2025-10-17,40119,0.0,
2025-10-20,41228,1109.0,
2025-10-21,41228,0.0,
2025-10-22,42640,1412.0,
2025-10-23,42640,0.0,
2025-10-24,42640,0.0,
2025-10-27,43849,1209.0,
2025-10-28,44454,605.0,
2025-10-29,44253,-201.0,
2025-10-30,44857,604.0,
2025-10-31,44655,-202.0,
2025-11-03,45765,1110.0,
2025-11-04,46571,806.0,
2025-11-05,48082,1511.0,
2025-11-06,48586,504.0,
2025-11-07,48586,0.0,0.0
2025-11-10,50905,2319.0,2319.0
2025-11-11,51208,303.0,303.0
2025-11-12,50703,-505.0,-505.0
2025-11-13,50602,-101.0,-101.0
2025-11-14,49695,-907.0,-907.0
2026-03-18,48787,-908.0,
2026-03-19,48787,0.0,0.0
2026-03-20,48082,-705.0,-705.0
2026-03-23,45763,-2319.0,-2319.0
2026-03-24,45159,-604.0,-604.0
2026-03-25,44554,-605.0,-605.0
2026-03-26,43949,-605.0,-605.0
2026-03-27,43646,-303.0,-303.0
2026-03-30,43545,-101.0,-101.0
2026-03-31,43545,0.0,0.0
2026-04-01,43545,0.0,0.0
2026-04-02,43545,0.0,0.0
2026-04-03,43545,0.0,0.0
2026-04-07,43545,0.0,0.0
2026-04-08,43746,201.0,201.0
2026-04-09,43746,0.0,0.0
2026-04-10,43746,0.0,0.0
2026-04-13,43746,0.0,0.0
2026-04-14,43746,0.0,0.0
2026-04-15,43746,0.0,0.0
2026-04-16,43746,0.0,0.0
2026-04-17,42939,-807.0,-807.0
2026-04-20,42939,0.0,0.0
2026-04-21,42939,0.0,0.0
2026-04-22,37699,-5240.0,-5240.0
2026-04-23,37699,0.0,0.0
2026-04-24,37699,0.0,0.0
2026-04-27,36490,-1209.0,-1209.0
2026-04-28,36389,-101.0,-101.0
2026-04-29,36389,0.0,0.0
2026-04-30,36389,0.0,0.0
2026-05-06,36389,0.0,0.0
2026-05-07,36389,0.0,0.0
2026-05-08,36389,0.0,0.0
2026-05-11,36187,-202.0,-202.0
2026-05-12,35583,-604.0,-604.0
2026-05-13,35583,0.0,0.0
2026-05-14,35583,0.0,0.0
2026-05-15,35583,0.0,0.0
2026-05-18,35583,0.0,0.0
2026-05-19,35583,0.0,0.0
2026-05-20,35381,-202.0,-202.0
2026-05-21,34070,-1311.0,-1311.0
2026-05-22,29837,-4233.0,-4233.0
2026-05-25,29736,-101.0,-101.0
2026-05-26,29736,0.0,0.0
2026-05-27,29534,-202.0,-202.0
2026-05-28,29534,0.0,0.0
2026-05-29,29333,-201.0,-201.0
2026-06-01,29333,0.0,0.0
2026-06-02,28931,-402.0,-402.0
2026-06-03,28729,-202.0,-202.0
2026-06-04,27721,-1008.0,-1008.0
2026-06-05,27721,0.0,0.0
2026-06-08,27721,0.0,0.0
2026-06-09,27721,0.0,0.0
2026-06-10,27721,0.0,0.0
2026-06-11,27721,0.0,0.0
2026-06-12,27620,-101.0,-101.0
2026-06-15,27620,0.0,0.0
2026-06-16,27620,0.0,0.0
2026-06-17,27620,0.0,0.0
2026-06-18,27620,0.0,0.0
2026-06-22,27620,0.0,0.0
2026-06-23,24191,-3429.0,-3429.0
2026-06-24,23384,-807.0,-807.0
2026-06-25,23183,-201.0,-201.0
2026-06-26,23183,0.0,0.0
