date,value,change,增减
2025-05-13,66494,0.0,
2025-05-14,66531,37.0,
2025-05-15,66433,-98.0,
2025-05-16,66384,-49.0,
2025-05-19,66097,-287.0,
2025-05-20,66249,152.0,
2025-05-21,65653,-596.0,
2025-05-22,65298,-355.0,
2025-05-23,65568,270.0,
2025-05-26,64913,-655.0,
2025-05-27,64626,-287.0,
2025-05-28,64286,-340.0,
2025-05-29,63868,-418.0,
2025-05-30,63253,-615.0,
2025-06-03,62690,-563.0,
2025-06-04,61803,-887.0,
2025-06-05,61309,-494.0,
2025-06-06,60573,-736.0,
2025-06-09,60179,-394.0,
2025-06-10,59252,-927.0,
2025-06-11,58674,-578.0,
2025-06-12,58372,-302.0,
2025-06-13,57920,-452.0,
2025-06-16,56823,-1097.0,
2025-06-17,56068,-755.0,
2025-06-18,55620,-448.0,
2025-06-19,55179,-441.0,
2025-06-20,54623,-556.0,
2025-06-23,54184,-439.0,
2025-06-24,53570,-614.0,
2025-06-25,53263,-307.0,
2025-06-26,53234,-29.0,
2025-06-27,52744,-490.0,
2025-06-30,52473,-271.0,
2025-07-01,52137,-336.0,
2025-07-02,51916,-221.0,
2025-07-03,51854,-62.0,
2025-07-04,51701,-153.0,
2025-07-07,51349,-352.0,
2025-07-08,51077,-272.0,
2025-07-09,50792,-285.0,
2025-07-10,50544,-248.0,
2025-07-11,50229,-315.0,
2025-07-14,50090,-139.0,
2025-07-15,50258,168.0,
2025-07-16,50215,-43.0,
2025-07-17,50357,142.0,
2025-07-18,50393,36.0,
2025-07-21,50141,-252.0,
2025-07-22,50053,-88.0,
2025-07-23,50106,53.0,
2025-07-24,49776,-330.0,
2025-07-25,49710,-66.0,
2025-07-28,50113,403.0,
2025-07-29,50082,-31.0,
2025-07-30,49846,-236.0,
2025-07-31,50644,798.0,
2025-08-01,50516,-128.0,
2025-08-04,50312,-204.0,
2025-08-05,50806,494.0,
2025-08-06,50580,-226.0,
2025-08-07,50475,-105.0,
2025-08-08,50340,-135.0,
2025-08-11,50760,420.0,
2025-08-12,50658,-102.0,
2025-08-13,50701,43.0,
2025-08-14,50693,-8.0,
2025-08-15,50599,-94.0,
2025-08-18,50710,111.0,
2025-08-19,50625,-85.0,
2025-08-20,50613,-12.0,
2025-08-21,51166,553.0,
2025-08-22,51049,-117.0,
2025-08-25,50938,-111.0,
2025-08-26,50822,-116.0,
2025-08-27,50709,-113.0,
2025-08-28,50656,-53.0,
2025-08-29,50453,-203.0,
2025-09-01,50400,-53.0,
2025-09-02,50029,-371.0,
2025-09-03,50348,319.0,
2025-09-04,50072,-276.0,
2025-09-05,49972,-100.0,
2025-09-08,49922,-50.0,
2025-09-09,49955,33.0,
2025-09-10,50045,90.0,
2025-09-11,50093,48.0,
2025-09-12,49998,-95.0,
2025-09-15,49905,-93.0,
2025-09-16,49872,-33.0,
2025-09-17,49896,24.0,
2025-09-18,49871,-25.0,
2025-09-19,49874,3.0,
2025-09-22,49802,-72.0,
2025-09-23,49963,161.0,
2025-09-24,49925,-38.0,
2025-09-25,50066,141.0,
2025-09-26,50133,67.0,
2025-09-29,50202,69.0,
2025-09-30,50983,781.0,
2025-10-09,50774,-209.0,
2025-10-10,50281,-493.0,
2025-10-13,50854,573.0,
2025-10-14,51197,343.0,
2025-10-15,50357,-840.0,
2025-10-16,50291,-66.0,
2025-10-17,50114,-177.0,
2025-10-20,49303,-811.0,
2025-10-21,48851,-452.0,
2025-10-22,48738,-113.0,
2025-10-23,48371,-367.0,
2025-10-24,48327,-44.0,
2025-10-27,48185,-142.0,
2025-10-28,48044,-141.0,
2025-10-29,47338,-706.0,
2025-10-30,47410,72.0,
2025-10-31,47253,-157.0,
2025-11-03,46161,-1092.0,
2025-11-04,45823,-338.0,
2025-11-05,46195,372.0,
2025-11-06,46281,86.0,
2025-11-07,46180,-101.0,-101.0
2025-11-10,46255,75.0,75.0
2025-11-11,46079,-176.0,-176.0
2025-11-12,45936,-143.0,-143.0
2025-11-13,45387,-549.0,-549.0
2025-11-14,45345,-42.0,-42.0
2026-03-18,21669,-23676.0,
2026-03-19,21669,0.0,0.0
2026-03-20,21668,-1.0,-1.0
2026-03-23,21648,-20.0,-20.0
2026-03-24,21900,252.0,252.0
2026-03-25,22212,312.0,312.0
2026-03-26,22272,60.0,60.0
2026-03-27,22277,5.0,5.0
2026-03-30,22289,12.0,12.0
2026-03-31,22313,24.0,24.0
2026-04-01,22313,0.0,0.0
2026-04-02,22513,200.0,200.0
2026-04-03,22813,300.0,300.0
2026-04-07,22890,77.0,77.0
2026-04-08,23478,588.0,588.0
2026-04-09,23911,433.0,433.0
2026-04-10,24425,514.0,514.0
2026-04-13,24446,21.0,21.0
2026-04-14,24590,144.0,144.0
2026-04-15,24734,144.0,144.0
2026-04-16,25298,564.0,564.0
2026-04-17,25658,360.0,360.0
2026-04-20,25658,0.0,0.0
2026-04-21,26210,552.0,552.0
2026-04-22,26210,0.0,0.0
2026-04-23,27040,830.0,830.0
2026-04-24,27230,190.0,190.0
2026-04-27,27350,120.0,120.0
2026-04-28,27506,156.0,156.0
2026-04-29,27638,132.0,132.0
2026-04-30,27734,96.0,96.0
2026-05-06,27734,0.0,0.0
2026-05-07,27820,86.0,86.0
2026-05-08,27976,156.0,156.0
2026-05-11,27976,0.0,0.0
2026-05-12,28228,252.0,252.0
2026-05-13,29338,1110.0,1110.0
2026-05-14,29350,12.0,12.0
2026-05-15,29322,-28.0,-28.0
2026-05-18,29418,96.0,96.0
2026-05-19,29406,-12.0,-12.0
2026-05-20,29406,0.0,0.0
2026-05-21,29406,0.0,0.0
2026-05-22,29406,0.0,0.0
2026-05-25,29406,0.0,0.0
2026-05-26,29366,-40.0,-40.0
2026-05-27,29390,24.0,24.0
2026-05-28,29590,200.0,200.0
2026-05-29,30010,420.0,420.0
2026-06-01,30154,144.0,144.0
2026-06-02,30346,192.0,192.0
2026-06-03,30346,0.0,0.0
2026-06-04,30394,48.0,48.0
2026-06-05,30387,-7.0,-7.0
2026-06-08,30387,0.0,0.0
2026-06-09,30459,72.0,72.0
2026-06-10,30459,0.0,0.0
2026-06-11,30459,0.0,0.0
2026-06-12,30459,0.0,0.0
2026-06-15,30483,24.0,24.0
2026-06-16,30639,156.0,156.0
2026-06-17,30839,200.0,200.0
2026-06-18,31122,283.0,283.0
2026-06-22,31506,384.0,384.0
2026-06-23,31590,84.0,84.0
2026-06-24,31854,264.0,264.0
2026-06-25,31854,0.0,0.0
2026-06-26,31830,-24.0,-24.0
