时间,开盘,最高,最低,收盘,成交量,持仓量
2021-02-01,9866,10630,9866,10504,521558,45054
2021-02-02,10504,10754,10352,10414,566353,44592
2021-02-03,10330,10396,10124,10304,365639,39129
2021-02-04,10348,10416,10232,10302,163381,34081
2021-02-05,10340,10400,10266,10288,102226,27237
2021-02-08,10290,10466,10284,10346,92351,25857
2021-02-09,10380,10444,10354,10376,67913,21307
2021-02-10,10398,10424,10290,10354,43182,18297
2021-02-18,10398,10498,10380,10400,29513,18231
2021-02-19,10416,10422,10216,10368,26687,18047
2021-02-22,10408,10732,10404,10650,56427,21270
2021-02-23,10700,10966,10520,10702,91217,21664
2021-02-24,10750,10798,10564,10710,42202,20897
2021-02-25,10732,10920,10732,10862,36914,21839
2021-02-26,10764,10860,10654,10816,27362,19360
2021-03-01,10898,11288,10896,11128,71843,21879
2021-03-02,11050,11210,10830,10922,47500,20169
2021-03-03,10960,11018,10788,10902,30513,19245
2021-03-04,10920,11022,10840,10936,29730,19203
2021-03-05,10910,10940,10602,10786,21467,16699
2021-03-08,11250,11300,10950,11060,36395,19003
2021-03-09,11000,11064,10796,10812,20262,16718
2021-03-10,10856,10980,10772,10898,21550,16936
2021-03-11,10818,10880,10720,10844,17917,16393
2021-03-12,10956,10956,10804,10852,10752,15939
2021-03-15,10864,10890,10800,10868,10809,15810
2021-03-16,10880,10940,10766,10774,15695,15539
2021-03-17,10738,10762,10630,10702,9253,14948
2021-03-18,10662,10702,10560,10596,13815,14242
2021-03-19,10558,10560,10410,10468,12619,12394
2021-03-22,10510,10600,10454,10480,8503,12264
2021-03-23,10630,10638,10506,10570,9629,11929
2021-03-24,10504,10556,10458,10544,5431,11276
2021-03-25,10552,10684,10536,10642,9441,10707
2021-03-26,10550,10582,10462,10510,9028,10014
2021-03-29,10460,10514,10334,10356,9960,10736
2021-03-30,10374,10430,10350,10422,6630,10256
2021-03-31,10378,10426,10310,10400,6516,9686
2021-04-01,10496,10574,10454,10516,10939,9389
2021-04-02,10482,10534,10468,10510,4255,9156
2021-04-06,10482,10530,10350,10508,3611,9188
2021-04-07,10548,10750,10534,10588,16007,9866
2021-04-08,10532,10606,10524,10576,4715,9757
2021-04-09,10622,10630,10426,10432,7173,9171
2021-04-12,10370,10446,10360,10376,6864,9615
2021-04-13,10372,10390,10268,10340,7951,10278
2021-04-14,10390,10416,10322,10344,4420,10311
2021-04-15,10362,10398,10310,10364,6274,10616
2021-04-16,10380,10446,10380,10434,7477,10643
2021-04-19,10450,10628,10250,10374,6255,10424
2021-04-20,10372,10418,10352,10408,3998,10417
2021-04-21,10422,10430,10326,10350,5863,10628
2021-04-22,10366,10520,10358,10494,13002,11528
2021-04-23,10530,10580,10468,10486,8651,11943
2021-04-26,10520,10578,10450,10466,7164,11796
2021-04-27,10514,10548,10476,10514,8284,12569
2021-04-28,10450,10468,10382,10390,9409,11414
2021-04-29,10450,10458,10368,10412,5746,11162
2021-04-30,10376,10446,10334,10418,5233,10595
2021-05-06,10438,10568,10436,10538,11439,12174
2021-05-07,10560,10646,10550,10572,10760,12919
2021-05-10,10600,10650,10540,10578,8992,12828
2021-05-11,10550,10562,10300,10304,14635,11737
2021-05-12,10350,10374,10082,10292,30777,14480
2021-05-13,10252,10520,10228,10264,16475,13697
2021-05-14,10230,10244,10128,10184,13064,13869
2021-05-17,10244,10288,10158,10238,7858,13317
2021-05-18,10224,10260,10186,10210,5915,13248
2021-05-19,10170,10182,10122,10140,8080,13083
2021-05-20,10000,10266,9902,10196,15703,13378
2021-05-21,10162,10458,10162,10346,40500,16007
2021-05-24,10328,10360,10200,10238,16745,14907
2021-05-25,10250,10300,10230,10280,8999,14878
2021-05-26,10206,10252,10050,10056,16468,15189
2021-05-27,10030,10108,9998,10040,15347,16321
2021-05-28,10122,10158,10050,10062,11596,15624
2021-05-31,10062,10078,9960,10024,15941,16320
2021-06-01,10042,10052,9982,10012,10879,16408
2021-06-02,10026,10118,10006,10050,14460,16007
2021-06-03,10094,10120,10030,10066,9055,16192
2021-06-04,10036,10066,9980,9984,10691,16684
2021-06-07,10010,10018,9348,9398,118861,31063
2021-06-08,9380,9428,9152,9218,94603,34926
2021-06-09,9228,9308,9208,9212,44335,34913
2021-06-10,9200,9306,9186,9270,32827,32067
2021-06-11,9260,9400,9058,9348,94013,28330
2021-06-15,9200,9296,9200,9248,28338,28335
2021-06-16,9248,9300,9172,9226,22703,26598
2021-06-17,9216,9240,9124,9132,20076,27722
2021-06-18,9052,9080,8866,8994,54147,26804
2021-06-21,9018,9024,8850,8852,26076,30020
2021-06-22,8896,8988,8880,8968,21151,28017
2021-06-23,8970,9098,8966,9072,28191,27292
2021-06-24,9088,9126,8996,9002,17521,28177
2021-06-25,9020,9076,9008,9048,14081,28198
2021-06-28,8970,9168,8950,9114,28447,27977
2021-06-29,9130,9184,9090,9096,19308,28569
2021-06-30,9108,9162,9082,9122,14083,28602
2021-07-01,9162,9238,9134,9164,27105,29584
2021-07-02,9148,9192,9068,9082,19092,31025
2021-07-05,9082,9136,8960,9062,21061,32733
2021-07-06,9092,9122,9062,9072,17753,32891
2021-07-07,8986,9076,8976,9026,16001,34328
2021-07-08,9012,9036,8960,9018,18058,34747
2021-07-09,9020,9084,8990,9002,23787,36974
2021-07-12,9036,9050,8942,8972,17177,38740
2021-07-13,8998,9028,8922,8926,18100,40750
2021-07-14,8904,9014,8866,8956,29282,41999
2021-07-15,8950,9020,8930,8976,24276,43592
2021-07-16,8978,9100,8976,9058,31428,41251
2021-07-19,9150,9642,9150,9510,169735,43308
2021-07-20,9420,9614,9334,9442,102157,42617
2021-07-21,10000,10000,9478,9488,195014,52871
2021-07-22,9488,9620,9250,9270,138806,56102
2021-07-23,9316,9380,9230,9304,81128,58295
2021-07-26,9304,9516,9258,9324,134994,67030
2021-07-27,9352,9422,9168,9172,116511,73255
2021-07-28,9200,9278,9124,9226,93161,79179
2021-07-29,9270,9296,9212,9242,59343,81863
2021-07-30,9252,9284,9068,9076,89547,82209
2021-08-02,9056,9084,8980,9042,72101,85174
2021-08-03,9048,9124,9030,9050,70771,84792
2021-08-04,9082,9186,9068,9138,60869,83316
2021-08-05,9130,9180,9076,9078,45718,79751
2021-08-06,9092,9146,9052,9064,44557,78332
2021-08-09,9064,9150,9052,9132,39997,75113
2021-08-10,9144,9246,9082,9104,80206,75465
2021-08-11,9138,9158,9102,9116,33283,71570
2021-08-12,9120,9156,9072,9102,34128,68959
2021-08-13,9140,9198,9106,9146,48851,65701
2021-08-16,9180,9284,9162,9200,60875,68567
2021-08-17,9224,9340,9210,9326,64239,66500
2021-08-18,9310,9350,9234,9250,65859,62842
2021-08-19,9220,9258,9026,9080,69659,51817
2021-08-20,9062,9078,8916,8922,50538,53908
2021-08-23,8960,9068,8958,9046,39422,49117
2021-08-24,9072,9094,8862,8892,60454,54816
