date,value,change,增减
2025-08-21,25157,-66.0,
2025-08-22,24148,-1009.0,
2025-08-25,23747,-401.0,
2025-08-26,22917,-830.0,
2025-08-27,21287,-1630.0,
2025-08-28,21232,-55.0,
2025-08-29,21412,180.0,
2025-09-01,20200,-1212.0,
2025-09-02,19501,-699.0,
2025-09-03,19471,-30.0,
2025-09-04,19829,358.0,
2025-09-05,18927,-902.0,
2025-09-08,18926,-1.0,
2025-09-09,19081,155.0,
2025-09-10,19126,45.0,
2025-09-11,20028,902.0,
2025-09-12,25560,5532.0,
2025-09-15,30643,5083.0,
2025-09-16,33692,3049.0,
2025-09-17,33291,-401.0,
2025-09-18,32469,-822.0,
2025-09-19,31838,-631.0,
2025-09-22,29893,-1945.0,
2025-09-23,27727,-2166.0,
2025-09-24,27419,-308.0,
2025-09-25,27662,243.0,
2025-09-26,26557,-1105.0,
2025-09-29,25603,-954.0,
2025-09-30,26823,1220.0,
2025-10-09,29703,2880.0,
2025-10-10,29964,261.0,
2025-10-13,32890,2926.0,
2025-10-14,36295,3405.0,
2025-10-15,44531,8236.0,
2025-10-16,44406,-125.0,
2025-10-17,42849,-1557.0,
2025-10-20,41319,-1530.0,
2025-10-21,37678,-3641.0,
2025-10-22,36553,-1125.0,
2025-10-23,36048,-505.0,
2025-10-24,35071,-977.0,
2025-10-27,35392,321.0,
2025-10-28,35846,454.0,
2025-10-29,35745,-101.0,
2025-10-30,37437,1692.0,
2025-10-31,39710,2273.0,
2025-11-03,40066,356.0,
2025-11-04,41147,1081.0,
2025-11-05,42561,1414.0,
2025-11-06,43893,1332.0,
2025-11-07,43394,-499.0,-499.0
2025-11-10,43789,395.0,395.0
2025-11-11,42964,-825.0,-825.0
2025-11-12,44088,1124.0,1124.0
2025-11-13,43957,-131.0,-131.0
2025-11-14,49830,5873.0,5873.0
2026-03-18,318624,268794.0,
2026-03-19,306380,-12244.0,-12244.0
2026-03-20,287852,-18528.0,-18528.0
2026-03-23,274115,-13737.0,-13737.0
2026-03-24,262710,-11405.0,-11405.0
2026-03-25,252111,-10599.0,-10599.0
2026-03-26,246441,-5670.0,-5670.0
2026-03-27,237076,-9365.0,-9365.0
2026-03-30,230971,-6105.0,-6105.0
2026-03-31,221261,-9710.0,-9710.0
2026-04-01,212893,-8368.0,-8368.0
2026-04-02,205418,-7475.0,-7475.0
2026-04-03,199305,-6113.0,-6113.0
2026-04-07,191225,-8080.0,-8080.0
2026-04-08,186023,-5202.0,-5202.0
2026-04-09,179834,-6189.0,-6189.0
2026-04-10,173576,-6258.0,-6258.0
2026-04-13,165352,-8224.0,-8224.0
2026-04-14,153913,-11439.0,-11439.0
2026-04-15,149416,-4497.0,-4497.0
2026-04-16,145813,-3603.0,-3603.0
2026-04-17,140339,-5474.0,-5474.0
2026-04-20,130577,-9762.0,-9762.0
2026-04-21,127491,-3086.0,-3086.0
2026-04-22,122528,-4963.0,-4963.0
2026-04-23,118497,-4031.0,-4031.0
2026-04-24,112043,-6454.0,-6454.0
2026-04-27,106371,-5672.0,-5672.0
2026-04-28,104062,-2309.0,-2309.0
2026-04-29,100789,-3273.0,-3273.0
2026-04-30,96664,-4125.0,-4125.0
2026-05-06,92999,-3665.0,-3665.0
2026-05-07,92441,-558.0,-558.0
2026-05-08,89928,-2513.0,-2513.0
2026-05-11,88077,-1851.0,-1851.0
2026-05-12,88547,470.0,470.0
2026-05-13,92864,4317.0,4317.0
2026-05-14,97011,4147.0,4147.0
2026-05-15,98899,1888.0,1888.0
2026-05-18,102153,3254.0,3254.0
2026-05-19,102250,97.0,97.0
2026-05-20,101014,-1236.0,-1236.0
2026-05-21,99866,-1148.0,-1148.0
2026-05-22,100664,798.0,798.0
2026-05-25,100265,-399.0,-399.0
2026-05-26,97188,-3077.0,-3077.0
2026-05-27,94930,-2258.0,-2258.0
2026-05-28,94480,-450.0,-450.0
2026-05-29,94496,16.0,16.0
2026-06-01,99543,5047.0,5047.0
2026-06-02,98629,-914.0,-914.0
2026-06-03,96391,-2238.0,-2238.0
2026-06-04,95855,-536.0,-536.0
2026-06-05,95092,-763.0,-763.0
2026-06-08,95044,-48.0,-48.0
2026-06-09,95543,499.0,499.0
2026-06-10,96087,544.0,544.0
2026-06-11,97391,1304.0,1304.0
2026-06-12,92382,-5009.0,-5009.0
2026-06-15,97281,4899.0,4899.0
2026-06-16,96434,-847.0,-847.0
2026-06-17,88114,-8320.0,-8320.0
2026-06-18,82893,-5221.0,-5221.0
2026-06-22,77849,-5044.0,-5044.0
2026-06-23,75080,-2769.0,-2769.0
2026-06-24,74943,-137.0,-137.0
2026-06-25,75065,122.0,122.0
2026-06-26,74528,-537.0,-537.0
