date,value,change,增减
2025-08-12,3823,200.0,
2025-08-13,3823,0.0,
2025-08-14,3823,0.0,
2025-08-15,3573,-250.0,
2025-08-18,3573,0.0,
2025-08-19,3573,0.0,
2025-08-20,3573,0.0,
2025-08-21,3573,0.0,
2025-08-22,4073,500.0,
2025-08-25,5123,1050.0,
2025-08-26,5123,0.0,
2025-08-27,6473,1350.0,
2025-08-28,6473,0.0,
2025-08-29,6473,0.0,
2025-09-01,7205,732.0,
2025-09-02,7205,0.0,
2025-09-03,7205,0.0,
2025-09-04,7928,723.0,
2025-09-05,8299,371.0,
2025-09-08,8767,468.0,
2025-09-09,8843,76.0,
2025-09-10,8897,54.0,
2025-09-11,8897,0.0,
2025-09-12,8847,-50.0,
2025-09-15,8613,-234.0,
2025-09-16,8279,-334.0,
2025-09-17,8268,-11.0,
2025-09-18,8188,-80.0,
2025-09-19,7810,-378.0,
2025-09-22,7535,-275.0,
2025-09-23,7535,0.0,
2025-09-24,7535,0.0,
2025-09-25,7535,0.0,
2025-09-26,7241,-294.0,
2025-09-29,7211,-30.0,
2025-09-30,7169,-42.0,
2025-10-09,7017,-152.0,
2025-10-10,7017,0.0,
2025-10-13,6917,-100.0,
2025-10-14,6570,-347.0,
2025-10-15,6493,-77.0,
2025-10-16,6438,-55.0,
2025-10-17,6294,-144.0,
2025-10-20,6238,-56.0,
2025-10-21,6057,-181.0,
2025-10-22,5556,-501.0,
2025-10-23,5484,-72.0,
2025-10-24,5407,-77.0,
2025-10-27,5288,-119.0,
2025-10-28,2970,-2318.0,
2025-10-29,0,-2970.0,
2025-10-30,0,0.0,
2025-10-31,1455,1455.0,
2025-11-03,1455,0.0,
2025-11-04,3900,2445.0,
2025-11-05,3900,0.0,
2025-11-06,3900,0.0,
2025-11-07,4585,685.0,685.0
2025-11-10,6415,1830.0,1830.0
2025-11-11,6812,397.0,397.0
2025-11-12,6958,146.0,146.0
2025-11-13,6958,0.0,0.0
2025-11-14,7183,225.0,225.0
2026-03-18,8499,1316.0,
2026-03-19,8499,0.0,0.0
2026-03-20,8499,0.0,0.0
2026-03-23,8712,213.0,213.0
2026-03-24,8712,0.0,0.0
2026-03-25,8785,73.0,73.0
2026-03-26,9024,239.0,239.0
2026-03-27,8707,-317.0,-317.0
2026-03-30,8707,0.0,0.0
2026-03-31,8707,0.0,0.0
2026-04-01,9662,955.0,955.0
2026-04-02,9662,0.0,0.0
2026-04-03,10337,675.0,675.0
2026-04-07,10337,0.0,0.0
2026-04-08,10320,-17.0,-17.0
2026-04-09,10270,-50.0,-50.0
2026-04-10,10300,30.0,30.0
2026-04-13,10128,-172.0,-172.0
2026-04-14,10093,-35.0,-35.0
2026-04-15,9688,-405.0,-405.0
2026-04-16,9858,170.0,170.0
2026-04-17,9855,-3.0,-3.0
2026-04-20,10458,603.0,603.0
2026-04-21,10458,0.0,0.0
2026-04-22,10458,0.0,0.0
2026-04-23,10458,0.0,0.0
2026-04-24,10400,-58.0,-58.0
2026-04-27,12100,1700.0,1700.0
2026-04-28,12950,850.0,850.0
2026-04-29,13075,125.0,125.0
2026-04-30,13075,0.0,0.0
2026-05-06,13075,0.0,0.0
2026-05-07,13100,25.0,25.0
2026-05-08,14149,1049.0,1049.0
2026-05-11,14449,300.0,300.0
2026-05-12,14864,415.0,415.0
2026-05-13,14648,-216.0,-216.0
2026-05-14,14279,-369.0,-369.0
2026-05-15,14011,-268.0,-268.0
2026-05-18,13868,-143.0,-143.0
2026-05-19,13579,-289.0,-289.0
2026-05-20,13579,0.0,0.0
2026-05-21,13456,-123.0,-123.0
2026-05-22,13432,-24.0,-24.0
2026-05-25,13606,174.0,174.0
2026-05-26,13592,-14.0,-14.0
2026-05-27,13534,-58.0,-58.0
2026-05-28,13231,-303.0,-303.0
2026-05-29,13191,-40.0,-40.0
2026-06-01,12674,-517.0,-517.0
2026-06-02,12114,-560.0,-560.0
2026-06-03,12083,-31.0,-31.0
2026-06-04,10471,-1612.0,-1612.0
2026-06-05,9400,-1071.0,-1071.0
2026-06-08,8888,-512.0,-512.0
2026-06-09,8409,-479.0,-479.0
2026-06-10,8239,-170.0,-170.0
2026-06-11,7869,-370.0,-370.0
2026-06-12,7103,-766.0,-766.0
2026-06-15,6229,-874.0,-874.0
2026-06-16,6041,-188.0,-188.0
2026-06-17,4222,-1819.0,-1819.0
2026-06-18,3775,-447.0,-447.0
2026-06-22,0,-3775.0,-3775.0
2026-06-23,0,0.0,0.0
2026-06-24,450,450.0,450.0
2026-06-25,1272,822.0,822.0
2026-06-26,1272,0.0,0.0
