date,receipt,change
2025-06-03,0,0
2025-06-04,0,0
2025-06-05,374,374
2025-06-06,506,132
2025-06-09,660,154
2025-06-10,770,110
2025-06-11,968,198
2025-06-12,968,0
2025-06-13,979,11
2025-06-16,979,0
2025-06-17,979,0
2025-06-18,979,0
2025-06-19,1001,22
2025-06-20,1001,0
2025-06-23,1001,0
2025-06-24,1001,0
2025-06-25,1001,0
2025-06-26,1001,0
2025-06-27,1001,0
2025-06-30,1001,0
2025-07-01,1001,0
2025-07-02,1001,0
2025-07-03,1001,0
2025-07-04,1122,121
2025-07-07,1144,22
2025-07-08,1144,0
2025-07-09,1232,88
2025-07-10,1232,0
2025-07-11,1540,308
2025-07-14,1584,44
2025-07-15,1584,0
2025-07-16,1584,0
2025-07-17,1530,-54
2025-07-18,1530,0
2025-07-21,1528,-2
2025-07-22,1528,0
2025-07-23,1498,-30
2025-07-24,1498,0
2025-07-25,1498,0
2025-07-28,1498,0
2025-07-29,1492,-6
2025-07-30,1492,0
2025-07-31,1492,0
2025-08-01,1492,0
2025-08-04,1492,0
2025-08-05,1481,-11
2025-08-06,1481,0
2025-08-07,1481,0
2025-08-08,1481,0
2025-08-11,2064,583
2025-08-12,2152,88
2025-08-13,2152,0
2025-08-14,2152,0
2025-08-15,2142,-10
2025-08-18,2136,-6
2025-08-19,2114,-22
2025-08-20,2114,0
2025-08-21,2083,-31
2025-08-22,2083,0
2025-08-25,2066,-17
2025-08-26,2033,-33
2025-08-27,1912,-121
2025-08-28,1626,-286
2025-08-29,1344,-282
2025-09-01,3096,-936
2025-09-02,2634,-462
2025-09-03,2535,-99
2025-09-04,2535,0
2025-09-05,2370,-165
2025-09-08,2238,-132
2025-09-09,2238,0
2025-09-10,1677,-561
2025-09-11,1578,-99
2025-09-12,1446,-132
2025-09-15,1164,-282
2025-09-16,1152,-12
2025-09-17,198,-954
2025-09-18,33,-165
2025-09-19,0,-33
