排名,会员简称,持仓量,比上交易增减,date,contract,position_type,symbol,成交量
1,国泰君安,45147.0,-65889.0,2025-06-16,AO2509,成交量,AO,
2,东证期货,39065.0,-43614.0,2025-06-16,AO2509,成交量,AO,
3,中信期货,37869.0,-56707.0,2025-06-16,AO2509,成交量,AO,
4,中泰期货,26978.0,-21849.0,2025-06-16,AO2509,成交量,AO,
5,华泰期货,23562.0,-19075.0,2025-06-16,AO2509,成交量,AO,
6,徽商期货,17397.0,-17057.0,2025-06-16,AO2509,成交量,AO,
7,中信建投,15515.0,-15650.0,2025-06-16,AO2509,成交量,AO,
8,东方财富,14673.0,-19671.0,2025-06-16,AO2509,成交量,AO,
9,广发期货,12929.0,-22940.0,2025-06-16,AO2509,成交量,AO,
10,海通期货,11614.0,-9768.0,2025-06-16,AO2509,成交量,AO,
11,银河期货,11467.0,-16704.0,2025-06-16,AO2509,成交量,AO,
12,中辉期货,10805.0,-9382.0,2025-06-16,AO2509,成交量,AO,
13,方正中期,10631.0,-17759.0,2025-06-16,AO2509,成交量,AO,
14,创元期货,9852.0,-2450.0,2025-06-16,AO2509,成交量,AO,
15,东吴期货,8641.0,-6860.0,2025-06-16,AO2509,成交量,AO,
16,民生期货,8235.0,-8760.0,2025-06-16,AO2509,成交量,AO,
17,光大期货,8059.0,-9261.0,2025-06-16,AO2509,成交量,AO,
18,宝城期货,7898.0,-18898.0,2025-06-16,AO2509,成交量,AO,
19,国信期货,7841.0,-9569.0,2025-06-16,AO2509,成交量,AO,
20,华闻期货,7838.0,-14390.0,2025-06-16,AO2509,成交量,AO,
1,东证期货,43252.0,4187.0,2025-06-17,AO2509,成交量,AO,
2,国泰君安,33189.0,-11958.0,2025-06-17,AO2509,成交量,AO,
3,中信期货,29978.0,-7891.0,2025-06-17,AO2509,成交量,AO,
4,华泰期货,18144.0,-5418.0,2025-06-17,AO2509,成交量,AO,
5,中泰期货,17781.0,-9197.0,2025-06-17,AO2509,成交量,AO,
6,东方财富,13288.0,-1385.0,2025-06-17,AO2509,成交量,AO,
7,徽商期货,13089.0,-4308.0,2025-06-17,AO2509,成交量,AO,
8,中信建投,11664.0,-3851.0,2025-06-17,AO2509,成交量,AO,
9,银河期货,8452.0,-3015.0,2025-06-17,AO2509,成交量,AO,
10,海通期货,8285.0,-3329.0,2025-06-17,AO2509,成交量,AO,
11,方正中期,8264.0,-2367.0,2025-06-17,AO2509,成交量,AO,
12,广发期货,8195.0,-4734.0,2025-06-17,AO2509,成交量,AO,
13,宝城期货,8121.0,223.0,2025-06-17,AO2509,成交量,AO,
14,瑞达期货,7393.0,1760.0,2025-06-17,AO2509,成交量,AO,
