排名,会员简称,持仓量,比上交易增减,date,contract,position_type,symbol,成交量
1,东证期货,12513.0,3408.0,2025-06-16,PK2510,成交量,PK,
2,中信期货,9134.0,-998.0,2025-06-16,PK2510,成交量,PK,
3,中信建投,5854.0,3246.0,2025-06-16,PK2510,成交量,PK,
4,国泰君安,5847.0,885.0,2025-06-16,PK2510,成交量,PK,
5,方正中期,5429.0,3541.0,2025-06-16,PK2510,成交量,PK,
6,华泰期货,5243.0,1755.0,2025-06-16,PK2510,成交量,PK,
7,银河期货,4465.0,608.0,2025-06-16,PK2510,成交量,PK,
8,中泰期货,4170.0,944.0,2025-06-16,PK2510,成交量,PK,
9,浙商期货,3471.0,1991.0,2025-06-16,PK2510,成交量,PK,
10,长安期货,2656.0,1971.0,2025-06-16,PK2510,成交量,PK,
11,徽商期货,2552.0,1211.0,2025-06-16,PK2510,成交量,PK,
12,海通期货,2444.0,440.0,2025-06-16,PK2510,成交量,PK,
13,东吴期货,2440.0,1371.0,2025-06-16,PK2510,成交量,PK,
14,永安期货,2134.0,-94.0,2025-06-16,PK2510,成交量,PK,
15,五矿期货,1905.0,-1627.0,2025-06-16,PK2510,成交量,PK,
16,金瑞期货,1743.0,1049.0,2025-06-16,PK2510,成交量,PK,
17,东方财富,1610.0,655.0,2025-06-16,PK2510,成交量,PK,
18,中粮期货,1557.0,632.0,2025-06-16,PK2510,成交量,PK,
19,乾坤期货,1510.0,-228.0,2025-06-16,PK2510,成交量,PK,
20,国信期货,1492.0,771.0,2025-06-16,PK2510,成交量,PK,
1,东证期货,13738.0,1225.0,2025-06-17,PK2510,成交量,PK,
2,中信期货,7868.0,-1266.0,2025-06-17,PK2510,成交量,PK,
3,国泰君安,4504.0,-1343.0,2025-06-17,PK2510,成交量,PK,
4,银河期货,4038.0,-427.0,2025-06-17,PK2510,成交量,PK,
5,海通期货,3217.0,773.0,2025-06-17,PK2510,成交量,PK,
6,中泰期货,2977.0,-1193.0,2025-06-17,PK2510,成交量,PK,
7,华泰期货,2885.0,-2358.0,2025-06-17,PK2510,成交量,PK,
8,中信建投,2702.0,-3152.0,2025-06-17,PK2510,成交量,PK,
9,方正中期,2502.0,-2927.0,2025-06-17,PK2510,成交量,PK,
10,长安期货,2297.0,-359.0,2025-06-17,PK2510,成交量,PK,
11,宝城期货,2285.0,836.0,2025-06-17,PK2510,成交量,PK,
