排名,会员简称,成交量,比上交易增减,date,contract,position_type,symbol
1,东证期货,58840,-29293.0,2026-06-22,fu2609,成交量,FU
2,中信期货,46895,-27055.0,2026-06-22,fu2609,成交量,FU
3,国泰君安,44459,-34338.0,2026-06-22,fu2609,成交量,FU
4,广发期货,16957,-13043.0,2026-06-22,fu2609,成交量,FU
5,浙商期货,13590,-4253.0,2026-06-22,fu2609,成交量,FU
6,银河期货,13492,-13630.0,2026-06-22,fu2609,成交量,FU
7,华泰期货,13392,-7905.0,2026-06-22,fu2609,成交量,FU
8,海通期货,12930,-13215.0,2026-06-22,fu2609,成交量,FU
9,中信建投,12806,-11450.0,2026-06-22,fu2609,成交量,FU
10,中银期货,11709,791.0,2026-06-22,fu2609,成交量,FU
11,方正中期,9288,-13673.0,2026-06-22,fu2609,成交量,FU
12,永安期货,9288,-1624.0,2026-06-22,fu2609,成交量,FU
13,中泰期货,9281,-5763.0,2026-06-22,fu2609,成交量,FU
14,东方财富,8594,-11505.0,2026-06-22,fu2609,成交量,FU
15,南华期货,7395,-6931.0,2026-06-22,fu2609,成交量,FU
16,国信期货,7135,-7659.0,2026-06-22,fu2609,成交量,FU
17,徽商期货,6648,-11801.0,2026-06-22,fu2609,成交量,FU
18,平安期货,6058,-8008.0,2026-06-22,fu2609,成交量,FU
19,宏源期货,5939,-3234.0,2026-06-22,fu2609,成交量,FU
20,华闻期货,5857,-5233.0,2026-06-22,fu2609,成交量,FU
1,东证期货,74771,15931.0,2026-06-23,fu2609,成交量,FU
2,中信期货,66413,19518.0,2026-06-23,fu2609,成交量,FU
3,国泰君安,52676,8217.0,2026-06-23,fu2609,成交量,FU
4,广发期货,24377,7420.0,2026-06-23,fu2609,成交量,FU
5,华泰期货,18769,5377.0,2026-06-23,fu2609,成交量,FU
6,中信建投,17454,4648.0,2026-06-23,fu2609,成交量,FU
7,银河期货,16746,3254.0,2026-06-23,fu2609,成交量,FU
8,海通期货,15923,2993.0,2026-06-23,fu2609,成交量,FU
9,方正中期,15592,6304.0,2026-06-23,fu2609,成交量,FU
10,东方财富,14893,6299.0,2026-06-23,fu2609,成交量,FU
11,浙商期货,14463,873.0,2026-06-23,fu2609,成交量,FU
12,徽商期货,12520,5872.0,2026-06-23,fu2609,成交量,FU
13,中泰期货,10587,1306.0,2026-06-23,fu2609,成交量,FU
14,平安期货,10490,4432.0,2026-06-23,fu2609,成交量,FU
15,国信期货,10474,3339.0,2026-06-23,fu2609,成交量,FU
16,光大期货,9820,4932.0,2026-06-23,fu2609,成交量,FU
17,金瑞期货,9621,3840.0,2026-06-23,fu2609,成交量,FU
18,大地期货,9525,4515.0,2026-06-23,fu2609,成交量,FU
19,南华期货,9187,1792.0,2026-06-23,fu2609,成交量,FU
20,永安期货,9183,-105.0,2026-06-23,fu2609,成交量,FU
1,东证期货,66893,-7878.0,2026-06-24,fu2609,成交量,FU
2,中信期货,52848,-13565.0,2026-06-24,fu2609,成交量,FU
3,国泰君安,52680,4.0,2026-06-24,fu2609,成交量,FU
4,广发期货,22899,-1478.0,2026-06-24,fu2609,成交量,FU
5,海通期货,21588,5665.0,2026-06-24,fu2609,成交量,FU
6,华泰期货,19877,1108.0,2026-06-24,fu2609,成交量,FU
7,银河期货,18672,1926.0,2026-06-24,fu2609,成交量,FU
8,中信建投,17825,371.0,2026-06-24,fu2609,成交量,FU
9,方正中期,14326,-1266.0,2026-06-24,fu2609,成交量,FU
10,中泰期货,14015,3428.0,2026-06-24,fu2609,成交量,FU
11,徽商期货,13625,1105.0,2026-06-24,fu2609,成交量,FU
