时间,开盘,最高,最低,收盘,成交量,持仓量
2011-03-25,19315,19655,18915,19020,36720,0
2011-03-28,19020,19220,18945,19035,12429,0
2011-03-29,18985,19120,18585,18690,8480,0
2011-03-30,18615,18820,18570,18760,5309,0
2011-03-31,18885,18935,18780,18845,4043,0
2011-04-01,18785,18805,18665,18750,1528,0
2011-04-04,18865,18865,18655,18725,1275,0
2011-04-07,18760,19445,18760,19305,7700,0
2011-04-08,19285,19385,19120,19160,5213,0
2011-04-11,19175,19335,19090,19260,4217,0
2011-04-12,19335,19525,19230,19295,6969,0
2011-04-13,19085,19210,18875,18885,4628,0
2011-04-14,18695,18830,18625,18800,2783,0
2011-04-15,18640,18775,18625,18665,1923,0
2011-04-18,18690,18865,18590,18665,4996,0
2011-04-19,18660,18735,18610,18665,1667,0
2011-04-20,18385,18435,18035,18065,4195,0
2011-04-21,18150,18265,18150,18250,1465,0
2011-04-22,18385,18385,18225,18265,1252,0
2011-04-25,18320,18320,17965,18060,1710,0
2011-04-26,18065,18135,17845,17845,1051,0
2011-04-27,17780,17780,17505,17730,1753,0
2011-04-28,17705,17875,17505,17635,1487,0
2011-04-29,17640,17935,17640,17840,1639,0
2011-05-02,17750,17810,17615,17635,774,0
2011-05-04,17635,17735,17545,17615,951,0
2011-05-05,17675,17680,17525,17565,570,0
2011-05-06,17395,17395,16535,16800,2035,0
2011-05-09,16305,16525,16275,16340,3270,0
2011-05-10,16415,16725,16415,16705,1623,0
2011-05-11,16590,16795,16550,16730,1380,0
2011-05-12,16775,17285,16680,16760,1819,0
2011-05-13,16535,16585,16305,16305,2212,0
2011-05-16,16560,16825,16425,16790,1918,0
2011-05-17,16660,16740,16545,16640,1436,0
2011-05-18,16590,16695,16315,16655,1966,0
2011-05-19,16820,16940,16705,16795,2609,0
2011-05-20,17265,17265,17010,17030,2770,0
2011-05-23,17080,17080,16935,17020,1196,0
2011-05-24,17085,17160,16650,16695,1801,0
2011-05-25,16690,16885,16610,16845,1302,0
2011-05-26,16955,17180,16875,17175,1367,0
2011-05-27,17135,17315,17135,17290,1566,0
2011-05-30,17185,17425,17125,17400,1790,0
2011-05-31,17315,17455,17115,17125,1567,0
2011-06-01,17200,17265,16980,17180,2142,0
2011-06-02,17170,17170,16995,17040,1268,0
2011-06-03,16925,16985,16865,16965,992,0
2011-06-06,16795,17065,16760,16975,1767,0
