时间,开盘,最高,最低,收盘,成交量,持仓量,MA5,MA10,MA20,MA60,MACD,MACD_SIGNAL,MACD_HIST,RSI14,ATR14,CCI20,VOL_MA20,OBV,OI_MA20,OI_CHANGE,OI_CHANGE_PCT
2024-11-18,750.0,780.0,750.0,764.0,89550,10593,764.0,764.0,764.0,764.0,0.0,0.0,0.0,0.0,30.0,0.0,89550.0,0,10593.0,0.0,0.0
2024-11-19,765.0,778.0,761.5,772.0,66189,11420,768.0,768.0,768.0,768.0,0.6381766381766738,0.12763532763533478,0.510541310541339,99.9999999975,23.25,35.355339059327726,77869.5,66189,11006.5,827.0,7.807042386481644
2024-11-20,770.0,775.0,764.5,770.0,25015,10048,768.6666666666666,768.6666666666666,768.6666666666666,768.6666666666666,0.9713557519825144,0.29637941250477073,0.6749763394777437,80.0,19.0,23.48980879373406,60251.333333333336,41174,10687.0,-1372.0,-12.014010507880911
2024-11-21,771.5,814.5,768.0,814.5,201745,34955,780.125,780.125,780.125,780.125,4.771181487847571,1.191339827573331,3.57984166027424,96.3302752293578,25.875,73.93894624329273,95624.75,242919,16754.0,24907.0,247.88017515923565
2024-11-22,815.5,827.0,802.0,809.5,282985,27376,786.0,786.0,786.0,786.0,7.295020095857808,2.4120758812302263,4.882944214627582,88.23529411764706,25.7,69.24086096770439,133096.8,-40066,18878.4,-7579.0,-21.682162780718063
2024-11-25,809.5,815.5,790.5,797.5,192107,26222,792.7,787.9166666666666,787.9166666666666,787.9166666666666,8.231987437223552,3.5760581924288917,4.65592924479466,73.42657342657343,25.583333333333332,36.406010068017494,142931.83333333334,-232173,20102.333333333332,-1154.0,-4.2153711279953265
2024-11-26,794.0,806.0,793.0,797.0,91770,27029,797.7,789.2142857142857,789.2142857142857,789.2142857142857,8.832380796558823,4.627322713254879,4.205058083303944,72.91666666666667,23.785714285714285,27.56935207511071,135623.0,-323943,21091.85714285714,807.0,3.077568453969959
2024-11-27,798.0,801.0,792.0,796.5,58989,24904,803.0,790.125,790.125,790.125,9.162234502060073,5.534305071015918,3.627929431044155,72.41379310344828,21.9375,20.431384590164214,126043.75,-382932,21568.375,-2125.0,-7.861926079396209
2024-11-28,795.0,815.0,794.0,797.5,124809,23903,799.6,790.9444444444445,790.9444444444445,790.9444444444445,9.396026043383813,6.306649265489497,3.0893767778943158,72.7891156462585,21.833333333333332,33.28683879296847,125906.55555555556,-258123,21827.777777777777,-1001.0,-4.01943462897526
2024-11-29,797.0,805.0,796.0,801.5,38599,20915,798.0,792.0,792.0,792.0,9.791207153613072,7.003560843114213,2.787646310498859,74.19354838709677,20.55,27.58172778073321,117175.8,-219524,21736.5,-2988.0,-12.500522946910431
2024-12-02,802.0,806.5,797.0,801.0,23717,20372,798.7,795.7,792.8181818181819,792.8181818181819,9.949355235375492,7.5927197215664695,2.3566355138090227,73.71794871794872,19.545454545454547,27.85444849632749,108679.54545454546,-243241,21612.454545454544,-543.0,-2.5962228065981363
2024-12-03,800.5,802.0,796.0,800.5,19275,17436,799.4,798.55,793.4583333333334,793.4583333333334,9.919991422108183,8.058174061674812,1.8618173604333705,73.2484076433121,18.416666666666668,20.641767635263445,101229.16666666667,-262516,21264.416666666668,-2936.0,-14.411937954054588
2024-12-04,800.0,810.0,798.5,800.0,29412,17101,800.1,801.55,793.9615384615385,793.9615384615385,9.744051210322027,8.395349491404255,1.3487017189177717,72.78481012658227,17.884615384615383,29.77359615140745,95704.76923076923,-291928,20944.153846153848,-335.0,-1.9213122275751338
2024-12-05,800.0,803.0,783.5,795.0,18780,15065,799.6,799.6,794.0357142857143,794.0357142857143,9.096302597551244,8.535540112633655,0.5607624849175892,68.45238095238095,18.0,-0.04104966648573608,90210.14285714286,-310708,20524.214285714286,-2036.0,-11.905736506637044
2024-12-06,795.0,796.0,789.0,793.0,13243,13715,797.9,797.95,793.9666666666667,793.9666666666667,8.325601518057965,8.493552393718517,-0.16795087566055145,66.86046511627907,16.357142857142858,-3.9352377868680066,85079.0,-323951,20070.266666666666,-1350.0,-8.961168270826414
2024-12-09,795.0,800.0,794.0,795.5,10050,13541,796.8,797.75,794.0625,794.0625,7.826327435628059,8.360107402100425,-0.5337799664723661,64.59627329192547,15.678571428571429,9.476944382525051,80389.6875,-313901,19662.1875,-174.0,-1.2686839227123548
2024-12-10,808.0,812.0,799.0,804.0,19829,13150,797.5,798.45,794.6470588235294,794.6470588235294,8.024032044144633,8.292892330509266,-0.26886028636463344,69.54022988505747,16.107142857142858,38.95894330534971,76827.29411764706,-294072,19279.117647058825,-391.0,-2.8875267705486984
2024-12-11,806.0,806.0,801.0,803.5,7793,11193,798.2,799.15,795.1388888888889,795.1388888888889,8.047600816695876,8.243834027746589,-0.19623321105071234,37.2093023255814,13.142857142857142,32.04496564235532,72992.05555555556,-301865,18829.88888888889,-1957.0,-14.882129277566536
2024-12-12,803.5,807.0,802.0,804.5,6282,11209,800.1,799.85,795.6315789473684,795.6315789473684,8.054127908390456,8.205892803875363,-0.15176489548490757,43.58974358974359,11.714285714285714,34.459836786127816,69481.0,-295583,18428.78947368421,16.0,0.14294648440988933
2024-12-13,800.0,802.5,798.0,801.0,7307,10903,801.7,799.8,795.9,795.9,7.688254514038363,8.102365145907964,-0.41411063186960106,55.73770491803278,10.392857142857142,18.482857865327244,66372.3,-302890,18052.5,-306.0,-2.729949148006061
2024-12-16,802.0,806.0,801.0,803.0,6200,10705,803.2,800.0,797.85,796.2380952380952,7.473530293232102,7.976598175372791,-0.5030678821406891,59.375,9.821428571428571,26.83782160079663,62204.8,-296690,18058.1,-198.0,-1.8160139411171228
2024-12-17,803.0,819.5,802.0,807.5,20534,12745,803.9,800.7,799.625,796.75,7.579104988689096,7.897099538036052,-0.31799454934695603,65.27777777777777,10.428571428571429,58.55003035151195,59922.05,-276156,18124.35,2040.0,19.056515646893967
2024-12-18,808.0,814.0,806.5,808.5,12072,12298,804.9,801.55,801.55,797.2608695652174,7.6552207188767625,7.848723774204194,-0.19350305532743128,65.27777777777777,9.464285714285714,77.68972350497285,59274.9,-264084,18236.85,-447.0,-3.5072577481365275
2024-12-19,809.0,813.0,808.0,810.5,9166,13191,806.1,803.1,801.35,797.8125,7.787160727213291,7.836411164806013,-0.04925043759272274,63.23529411764706,9.178571428571429,75.55410204361864,49645.95,-254918,17148.65,893.0,7.261343307854928
2024-12-20,812.0,829.5,810.5,829.0,23325,18469,811.7,806.7,802.325,799.06,9.277573432010172,8.124643618246846,1.1529298137633255,76.92307692307693,9.857142857142858,148.93580570426383,36662.95,-231593,16703.3,5278.0,40.012129482222726
