date,receipt,change
2025-06-03,149530,0
2025-06-04,149530,0
2025-06-05,149530,0
2025-06-06,149530,0
2025-06-09,149530,0
2025-06-10,149530,0
2025-06-11,149530,0
2025-06-12,149530,0
2025-06-13,149530,0
2025-06-16,149530,0
2025-06-17,149530,0
2025-06-18,149530,0
2025-06-19,149530,0
2025-06-20,149530,0
2025-06-23,149530,0
2025-06-24,161080,11550
2025-06-25,161080,0
2025-06-26,161080,0
2025-06-27,161080,0
2025-06-30,157080,-4000
2025-07-01,157080,0
2025-07-02,154530,-2550
2025-07-03,154530,0
2025-07-04,154530,0
2025-07-07,148230,-6300
2025-07-08,146990,-1240
2025-07-09,118670,-28320
2025-07-10,118670,0
2025-07-11,118670,0
2025-07-14,118670,0
2025-07-15,118670,0
2025-07-16,118670,0
2025-07-17,118670,0
2025-07-18,118670,0
2025-07-21,118670,0
2025-07-22,118670,0
2025-07-23,118670,0
2025-07-24,118670,0
2025-07-25,118670,0
2025-07-28,118670,0
2025-07-29,118670,0
2025-07-30,115550,-3120
2025-07-31,115550,0
2025-08-01,115550,0
2025-08-04,115550,0
2025-08-05,110540,-5010
2025-08-06,103900,-6640
2025-08-07,103900,0
2025-08-08,102100,-1800
2025-08-11,97600,-4500
2025-08-12,91640,-5960
2025-08-13,91640,0
2025-08-14,91040,-600
2025-08-15,90440,-600
2025-08-18,88940,-1500
2025-08-19,88940,0
2025-08-20,88940,0
2025-08-21,88340,-600
2025-08-22,88340,0
2025-08-25,88340,0
2025-08-26,84890,-3450
2025-08-27,84890,0
2025-08-28,84890,0
2025-08-29,84890,0
2025-09-01,84890,0
2025-09-02,111830,-3000
2025-09-03,84890,0
2025-09-04,82190,-2700
2025-09-05,76190,-6000
2025-09-08,76190,0
2025-09-09,76190,0
2025-09-10,76190,0
2025-09-11,74990,-1200
2025-09-12,74390,-600
2025-09-15,72290,-2100
2025-09-16,66290,-6000
2025-09-17,66290,0
2025-09-18,65240,-1050
2025-09-19,65240,0
