排名,会员简称,成交量,比上交易增减,date,contract,position_type,symbol,持仓量
1,国泰君安,76819.0,-16112.0,2025-08-18,sp2511,成交量,SP,
2,东证期货,35303.0,-11857.0,2025-08-18,sp2511,成交量,SP,
3,中信期货,26708.0,-7671.0,2025-08-18,sp2511,成交量,SP,
4,海通期货,21293.0,-6490.0,2025-08-18,sp2511,成交量,SP,
5,新湖期货,15447.0,-1687.0,2025-08-18,sp2511,成交量,SP,
6,华闻期货,13361.0,-2113.0,2025-08-18,sp2511,成交量,SP,
7,广发期货,13349.0,-254.0,2025-08-18,sp2511,成交量,SP,
8,华泰期货,13257.0,15.0,2025-08-18,sp2511,成交量,SP,
9,申万期货,12577.0,-8618.0,2025-08-18,sp2511,成交量,SP,
10,银河期货,9751.0,-768.0,2025-08-18,sp2511,成交量,SP,
11,浙商期货,9275.0,1219.0,2025-08-18,sp2511,成交量,SP,
12,中泰期货,8923.0,-6450.0,2025-08-18,sp2511,成交量,SP,
13,徽商期货,6920.0,-421.0,2025-08-18,sp2511,成交量,SP,
14,东方财富,5654.0,-2700.0,2025-08-18,sp2511,成交量,SP,
15,兴证期货,4531.0,-1134.0,2025-08-18,sp2511,成交量,SP,
16,中信建投,4529.0,-1745.0,2025-08-18,sp2511,成交量,SP,
17,方正中期,3483.0,-2041.0,2025-08-18,sp2511,成交量,SP,
18,国信期货,3325.0,-1203.0,2025-08-18,sp2511,成交量,SP,
19,平安期货,3113.0,-10.0,2025-08-18,sp2511,成交量,SP,
20,五矿期货,3110.0,1339.0,2025-08-18,sp2511,成交量,SP,
1,国泰君安,109011.0,32192.0,2025-08-19,sp2511,成交量,SP,
2,东证期货,53137.0,17834.0,2025-08-19,sp2511,成交量,SP,
3,中信期货,47647.0,20939.0,2025-08-19,sp2511,成交量,SP,
4,海通期货,29857.0,8564.0,2025-08-19,sp2511,成交量,SP,
5,中泰期货,23926.0,15003.0,2025-08-19,sp2511,成交量,SP,
6,华闻期货,22939.0,9578.0,2025-08-19,sp2511,成交量,SP,
7,新湖期货,17634.0,2187.0,2025-08-19,sp2511,成交量,SP,
8,申万期货,17547.0,4970.0,2025-08-19,sp2511,成交量,SP,
9,银河期货,16903.0,7152.0,2025-08-19,sp2511,成交量,SP,
10,浙商期货,16407.0,7132.0,2025-08-19,sp2511,成交量,SP,
11,广发期货,15733.0,2384.0,2025-08-19,sp2511,成交量,SP,
12,华泰期货,15065.0,1808.0,2025-08-19,sp2511,成交量,SP,
13,徽商期货,8889.0,1969.0,2025-08-19,sp2511,成交量,SP,
14,兴证期货,8574.0,4043.0,2025-08-19,sp2511,成交量,SP,
15,中信建投,8046.0,3517.0,2025-08-19,sp2511,成交量,SP,
16,南华期货,7250.0,5530.0,2025-08-19,sp2511,成交量,SP,
17,永安期货,6110.0,3465.0,2025-08-19,sp2511,成交量,SP,
18,东方财富,5830.0,176.0,2025-08-19,sp2511,成交量,SP,
19,方正中期,5361.0,1878.0,2025-08-19,sp2511,成交量,SP,
20,国信期货,5056.0,1731.0,2025-08-19,sp2511,成交量,SP,
1,国泰君安,93292.0,-15719.0,2025-08-20,sp2511,成交量,SP,
2,东证期货,48306.0,-4831.0,2025-08-20,sp2511,成交量,SP,
3,中信期货,44310.0,-3337.0,2025-08-20,sp2511,成交量,SP,
4,海通期货,27386.0,-2471.0,2025-08-20,sp2511,成交量,SP,
5,华闻期货,21159.0,-1780.0,2025-08-20,sp2511,成交量,SP,
6,申万期货,20102.0,2555.0,2025-08-20,sp2511,成交量,SP,
7,广发期货,19796.0,4063.0,2025-08-20,sp2511,成交量,SP,
8,华泰期货,18009.0,2944.0,2025-08-20,sp2511,成交量,SP,
9,中泰期货,17338.0,-6588.0,2025-08-20,sp2511,成交量,SP,
10,新湖期货,17143.0,-491.0,2025-08-20,sp2511,成交量,SP,
11,银河期货,15165.0,-1738.0,2025-08-20,sp2511,成交量,SP,
12,浙商期货,14436.0,-1971.0,2025-08-20,sp2511,成交量,SP,
13,徽商期货,7933.0,-956.0,2025-08-20,sp2511,成交量,SP,
14,兴证期货,7378.0,-1196.0,2025-08-20,sp2511,成交量,SP,
15,永安期货,6392.0,282.0,2025-08-20,sp2511,成交量,SP,
16,中信建投,5992.0,-2054.0,2025-08-20,sp2511,成交量,SP,
