date,symbol,close,volume,open_interest,roll_yield
20250526,PB2506,16780.0,7022.0,9634.0,0.0107222643023523
20250526,PB2507,16795.0,36787.0,44332.0,0.0
20250526,PB2508,16795.0,5070.0,11162.0,0.0035719601394857
20250526,PB2509,16800.0,388.0,2470.0,-0.0142942244418374
20250526,PB2510,16780.0,52.0,1112.0,0.0178651216561053
20250526,PB2511,16805.0,3.0,242.0,0.010706320412795
20250526,PB2512,16820.0,3.0,65.0,-0.0035677122308289
20250526,PB2601,16815.0,10.0,55.0,-0.017854489233402
20250526,PB2602,16790.0,3.0,23.0,0.0677061929769789
20250526,PB2603,16885.0,0.0,27.0,0.0
20250526,PB2604,16885.0,0.0,27.0,0.028393979529693
20250526,PB2605,16925.0,0.0,0.0,0.0
20250527,PB2506,16805.0,6626.0,7544.0,0.0142729722446697
20250527,PB2507,16825.0,36820.0,46064.0,-0.0107031373232071
20250527,PB2508,16810.0,8399.0,13378.0,-0.0071407321357314
20250527,PB2509,16800.0,149.0,2468.0,-0.0250260778922564
20250527,PB2510,16765.0,27.0,1124.0,0.017881094055092
20250527,PB2511,16790.0,12.0,251.0,-0.010725458780447
20250527,PB2512,16775.0,1.0,65.0,0.0285799480138481
20250527,PB2601,16815.0,0.0,55.0,0.0178279634633732
20250527,PB2602,16840.0,0.0,23.0,-0.0392565405861888
20250527,PB2603,16785.0,1.0,28.0,0.0712802808663945
20250527,PB2604,16885.0,0.0,27.0,0.028393979529693
20250527,PB2605,16925.0,0.0,0.0,0.0
20250528,PB2506,16700.0,2857.0,6132.0,0.0035922766321246
20250528,PB2507,16705.0,32697.0,49021.0,-0.0035922766321251
20250528,PB2508,16700.0,9072.0,15903.0,-0.0251760919560769
20250528,PB2509,16665.0,309.0,2639.0,0.0143928053236105
20250528,PB2510,16685.0,51.0,1155.0,0.0287339257314584
20250528,PB2511,16725.0,5.0,249.0,-0.0143583624668671
20250528,PB2512,16705.0,1.0,66.0,0.0286995652493765
20250528,PB2601,16745.0,10.0,53.0,0.0678876308161529
20250528,PB2602,16840.0,0.0,23.0,-0.0392565405861888
20250528,PB2603,16785.0,0.0,28.0,0.0712802808663945
20250528,PB2604,16885.0,0.0,27.0,-0.0999113710963567
20250528,PB2605,16745.0,2.0,0.0,0.0
20250529,PB2506,16715.0,2916.0,4926.0,0.0251008607881622
20250529,PB2507,16750.0,37075.0,45996.0,-0.0071663185169539
20250529,PB2508,16740.0,12243.0,16816.0,0.0071663185169544
20250529,PB2509,16750.0,1050.0,3208.0,-0.0143369192681136
20250529,PB2510,16730.0,539.0,1562.0,0.0035858359746886
20250529,PB2511,16735.0,18.0,250.0,0.0214925430588228
20250529,PB2512,16765.0,2.0,67.0,-0.0179077782823508
20250529,PB2601,16740.0,0.0,53.0,0.0714713250342171
20250529,PB2602,16840.0,0.0,23.0,-0.0464079114772226
20250529,PB2603,16775.0,4.0,31.0,0.0784316517574253
20250529,PB2604,16885.0,0.0,27.0,-0.0534204770040818
20250529,PB2605,16810.0,0.0,0.0,0.0
20250530,PB2506,16535.0,2173.0,4029.0,0.0615293159225525
20250530,PB2507,16620.0,52931.0,53330.0,-0.007222389625184
20250530,PB2508,16610.0,19411.0,22326.0,-0.0180750147142533
20250530,PB2509,16585.0,2045.0,4127.0,0.0
20250530,PB2510,16585.0,76.0,1605.0,0.0216867528905012
20250530,PB2511,16615.0,12.0,251.0,-0.0108384773287205
20250530,PB2512,16600.0,7.0,71.0,0.0
