date,symbol,close,volume,open_interest,roll_yield
20250526,RU2506,14355.0,1341.0,859.0,0.012532638214875
20250526,RU2507,14370.0,910.0,1306.0,0.0583132004849597
20250526,RU2508,14440.0,154.0,1189.0,-0.0332871225927024
20250526,RU2509,14400.0,441554.0,174632.0,0.004165943454443
20250526,RU2510,14405.0,110.0,303.0,-0.0375456589969645
20250526,RU2511,14360.0,1509.0,5582.0,0.3252828995648851
20250526,RU2601,15160.0,28171.0,33882.0,0.0039564788772922
20250526,RU2603,15170.0,14.0,47.0,0.0473684825595547
20250526,RU2604,15230.0,4.0,7.0,0.0432574612287287
20250526,RU2605,15285.0,108.0,266.0,0.0
20250527,RU2506,14445.0,738.0,518.0,0.0
20250527,RU2507,14445.0,585.0,1318.0,0.0290406364724606
20250527,RU2508,14480.0,47.0,1179.0,0.0124245049925808
20250527,RU2509,14495.0,305548.0,169229.0,0.0082758623969816
20250527,RU2510,14505.0,100.0,317.0,-0.0455880361791136
20250527,RU2511,14450.0,2394.0,5951.0,0.3331385429953076
20250527,RU2601,15275.0,26537.0,35895.0,-0.0039292732249071
20250527,RU2603,15265.0,5.0,47.0,-0.0157325489594768
20250527,RU2604,15245.0,0.0,7.0,0.0784572915777779
20250527,RU2605,15345.0,34.0,262.0,0.0
20250528,RU2506,13700.0,347.0,472.0,0.0655142664587876
20250528,RU2507,13775.0,1421.0,1173.0,0.0434783084330439
20250528,RU2508,13825.0,766.0,1492.0,-0.0173724243153695
20250528,RU2509,13805.0,627657.0,191713.0,0.013031675488873
20250528,RU2510,13820.0,177.0,310.0,-0.0434940671875243
20250528,RU2511,13770.0,2365.0,6184.0,0.3429504830396917
20250528,RU2601,14580.0,49606.0,38572.0,0.0082248128026717
20250528,RU2603,14600.0,36.0,42.0,-0.0041102928985522
20250528,RU2604,14595.0,29.0,10.0,0.008219178403514
20250528,RU2605,14605.0,536.0,451.0,0.0
20250529,RU2506,13770.0,176.0,369.0,0.078176172254324
20250529,RU2507,13860.0,695.0,1147.0,0.0561455046190858
20250529,RU2508,13925.0,21.0,1493.0,-0.0388419688162715
20250529,RU2509,13880.0,439838.0,181089.0,0.0560647920095266
20250529,RU2510,13945.0,55.0,312.0,-0.0733683278123418
20250529,RU2511,13860.0,1296.0,6078.0,0.3571232451095333
20250529,RU2601,14710.0,36243.0,39145.0,0.0081521751671562
