date,receipt,change
2025-06-03,125616,-10896
2025-06-04,127732,2116
2025-06-05,126748,-984
2025-06-06,129112,2364
2025-06-09,136968,7856
2025-06-10,134984,-1984
2025-06-11,133492,-1492
2025-06-12,131140,-2352
2025-06-13,145076,13936
2025-06-16,188204,43128
2025-06-17,218164,29960
2025-06-18,188056,-30108
2025-06-19,179264,-8792
2025-06-20,135528,-43736
2025-06-23,102112,-33416
2025-06-24,89700,-12412
2025-06-25,85880,-3820
2025-06-26,94784,8904
2025-06-27,101384,6600
2025-06-30,103404,2020
2025-07-01,99092,-4312
2025-07-02,100388,1296
2025-07-03,96412,-3976
2025-07-04,89228,-7184
2025-07-07,86728,-2500
2025-07-08,76436,-10292
2025-07-09,85344,8908
2025-07-10,86916,1572
2025-07-11,93228,6312
2025-07-14,137516,44288
2025-07-15,200532,63016
2025-07-16,200968,436
2025-07-17,168556,-32412
2025-07-18,152956,-15600
2025-07-21,112708,-40248
2025-07-22,102028,-10680
2025-07-23,62140,-39888
2025-07-24,64732,2592
2025-07-25,64532,-200
2025-07-28,71328,6796
2025-07-29,72332,1004
2025-07-30,79892,7560
2025-07-31,78488,-1404
2025-08-01,81396,2908
2025-08-04,81392,-4
2025-08-05,75068,-6324
2025-08-06,81384,6316
2025-08-07,80580,-804
2025-08-08,85088,4508
2025-08-11,93100,8012
2025-08-12,105184,12084
2025-08-13,91200,-13984
2025-08-14,97736,6536
2025-08-15,98240,504
2025-08-18,101992,3752
2025-08-19,101992,0
2025-08-20,100892,-1100
2025-08-21,100628,-264
2025-08-22,96592,-4036
2025-08-25,94988,-1604
2025-08-26,91668,-3320
2025-08-27,85148,-6520
2025-08-28,84928,-220
2025-08-29,85648,720
2025-09-01,80800,-4848
2025-09-02,78004,-2796
2025-09-03,77884,-120
2025-09-04,79316,1432
2025-09-05,75708,-3608
2025-09-08,75704,-4
2025-09-09,76324,620
2025-09-10,76504,180
2025-09-11,80112,3608
2025-09-12,102240,22128
2025-09-15,122572,20332
2025-09-16,134768,12196
2025-09-17,133164,-1604
2025-09-18,129876,-3288
2025-09-19,127352,-2524
