date,value,change,增减
2025-05-06,28629,0.0,
2025-05-07,30301,1672.0,
2025-05-08,30346,45.0,
2025-05-09,30200,-146.0,
2025-05-12,30494,294.0,
2025-05-13,30444,-50.0,
2025-05-14,31574,1130.0,
2025-05-15,31553,-21.0,
2025-05-16,32580,1027.0,
2025-05-19,32836,256.0,
2025-05-20,32836,0.0,
2025-05-21,32484,-352.0,
2025-05-22,32304,-180.0,
2025-05-23,32244,-60.0,
2025-05-26,32244,0.0,
2025-05-27,31881,-363.0,
2025-05-28,31581,-300.0,
2025-05-29,31481,-100.0,
2025-05-30,31020,-461.0,
2025-06-03,30731,-289.0,
2025-06-04,30300,-431.0,
2025-06-05,29893,-407.0,
2025-06-06,29443,-450.0,
2025-06-09,29443,0.0,
2025-06-10,29443,0.0,
2025-06-11,29216,-227.0,
2025-06-12,29116,-100.0,
2025-06-13,28736,-380.0,
2025-06-16,28586,-150.0,
2025-06-17,28586,0.0,
2025-06-18,28399,-187.0,
2025-06-19,28279,-120.0,
2025-06-20,27669,-610.0,
2025-06-23,27334,-335.0,
2025-06-24,24762,-2572.0,
2025-06-25,24612,-150.0,
2025-06-26,24302,-310.0,
2025-06-27,23992,-310.0,
2025-06-30,23749,-243.0,
2025-07-01,23749,0.0,
2025-07-02,23575,-174.0,
2025-07-03,23520,-55.0,
2025-07-04,23424,-96.0,
2025-07-07,23404,-20.0,
2025-07-08,23092,-312.0,
2025-07-09,22987,-105.0,
2025-07-10,22934,-53.0,
2025-07-11,22744,-190.0,
2025-07-14,22716,-28.0,
2025-07-15,22602,-114.0,
2025-07-16,22289,-313.0,
2025-07-17,21857,-432.0,
2025-07-18,21477,-380.0,
2025-07-21,21437,-40.0,
2025-07-22,21359,-78.0,
2025-07-23,21098,-261.0,
2025-07-24,20940,-158.0,
2025-07-25,20642,-298.0,
2025-07-28,20150,-492.0,
2025-07-29,19746,-404.0,
2025-07-30,19520,-226.0,
2025-07-31,19473,-47.0,
2025-08-01,19443,-30.0,
2025-08-04,19373,-70.0,
2025-08-05,19260,-113.0,
2025-08-06,18802,-458.0,
2025-08-07,18615,-187.0,
2025-08-08,18545,-70.0,
2025-08-11,18240,-305.0,
2025-08-12,17853,-387.0,
2025-08-13,17529,-324.0,
2025-08-14,17284,-245.0,
2025-08-15,17104,-180.0,
2025-08-18,16931,-173.0,
2025-08-19,16486,-445.0,
2025-08-20,16244,-242.0,
2025-08-21,15751,-493.0,
2025-08-22,15555,-196.0,
2025-08-25,15385,-170.0,
2025-08-26,15315,-70.0,
2025-08-27,14906,-409.0,
2025-08-28,14539,-367.0,
2025-08-29,13916,-623.0,
2025-09-01,13434,-482.0,
2025-09-02,13202,-232.0,
2025-09-03,12782,-420.0,
2025-09-04,12752,-30.0,
2025-09-05,12476,-276.0,
2025-09-08,12102,-374.0,
2025-09-09,11977,-125.0,
2025-09-10,11772,-205.0,
2025-09-11,11739,-33.0,
2025-09-12,11599,-140.0,
2025-09-15,11325,-274.0,
2025-09-16,11268,-57.0,
2025-09-17,10988,-280.0,
2025-09-18,10629,-359.0,
2025-09-19,10364,-265.0,
2025-09-22,10315,-49.0,
2025-09-23,10022,-293.0,
2025-09-24,9854,-168.0,
2025-09-25,9793,-61.0,
2025-09-26,9464,-329.0,
2025-09-29,8981,-483.0,
2025-09-30,8968,-13.0,
2025-10-09,8898,-70.0,
2025-10-10,8867,-31.0,
2025-10-13,8681,-186.0,
2025-10-14,8488,-193.0,
2025-10-15,8438,-50.0,
2025-10-16,8438,0.0,
2025-10-17,8418,-20.0,
2025-10-20,8407,-11.0,
2025-10-21,8376,-31.0,
2025-10-22,8313,-63.0,
2025-10-23,8196,-117.0,
2025-10-24,8185,-11.0,
2025-10-27,7795,-390.0,
2025-10-28,7695,-100.0,
2025-10-29,7625,-70.0,
2025-10-30,7541,-84.0,
2025-10-31,7530,-11.0,
2025-11-03,7462,-68.0,
2025-11-04,7432,-30.0,
2025-11-05,7422,-10.0,
2025-11-06,7422,0.0,
2025-11-07,7382,-40.0,-40.0
2025-11-10,7663,281.0,281.0
2025-11-11,7721,58.0,58.0
2025-11-12,7721,0.0,0.0
2025-11-13,7721,0.0,0.0
2025-11-14,8622,901.0,901.0
2026-03-18,16342,7720.0,
2026-03-19,16342,0.0,0.0
2026-03-20,16342,0.0,0.0
2026-03-23,16342,0.0,0.0
2026-03-24,16342,0.0,0.0
2026-03-25,16342,0.0,0.0
2026-03-26,16342,0.0,0.0
2026-03-27,16342,0.0,0.0
2026-03-30,16862,520.0,520.0
2026-03-31,16862,0.0,0.0
2026-04-01,16862,0.0,0.0
2026-04-02,16862,0.0,0.0
2026-04-03,16862,0.0,0.0
2026-04-07,16842,-20.0,-20.0
2026-04-08,16842,0.0,0.0
2026-04-09,16842,0.0,0.0
2026-04-10,16782,-60.0,-60.0
2026-04-13,16721,-61.0,-61.0
2026-04-14,16721,0.0,0.0
2026-04-15,16721,0.0,0.0
2026-04-16,16721,0.0,0.0
2026-04-17,17766,1045.0,1045.0
2026-04-20,17766,0.0,0.0
2026-04-21,17766,0.0,0.0
2026-04-22,17766,0.0,0.0
2026-04-23,17766,0.0,0.0
2026-04-24,18066,300.0,300.0
2026-04-27,18066,0.0,0.0
2026-04-28,19883,1817.0,1817.0
2026-04-29,19883,0.0,0.0
2026-04-30,20453,570.0,570.0
2026-05-06,20453,0.0,0.0
2026-05-07,20453,0.0,0.0
2026-05-08,20453,0.0,0.0
2026-05-11,21183,730.0,730.0
2026-05-12,21183,0.0,0.0
2026-05-13,22083,900.0,900.0
2026-05-14,22083,0.0,0.0
2026-05-15,22533,450.0,450.0
2026-05-18,22935,402.0,402.0
2026-05-19,23293,358.0,358.0
2026-05-20,23293,0.0,0.0
2026-05-21,23293,0.0,0.0
2026-05-22,23285,-8.0,-8.0
2026-05-25,23240,-45.0,-45.0
2026-05-26,23040,-200.0,-200.0
2026-05-27,23040,0.0,0.0
2026-05-28,23040,0.0,0.0
2026-05-29,22720,-320.0,-320.0
2026-06-01,22620,-100.0,-100.0
2026-06-02,22620,0.0,0.0
2026-06-03,22620,0.0,0.0
2026-06-04,22620,0.0,0.0
2026-06-05,22557,-63.0,-63.0
2026-06-08,22557,0.0,0.0
2026-06-09,22557,0.0,0.0
2026-06-10,22500,-57.0,-57.0
2026-06-11,22500,0.0,0.0
2026-06-12,23134,634.0,634.0
2026-06-15,23064,-70.0,-70.0
2026-06-16,23064,0.0,0.0
2026-06-17,23034,-30.0,-30.0
2026-06-18,23034,0.0,0.0
2026-06-22,23034,0.0,0.0
2026-06-23,22996,-38.0,-38.0
