排名,会员简称,成交量,比上交易增减,date,contract,position_type,symbol,持仓量
1,国泰君安,47564.0,11116.0,2025-08-18,bu2510,成交量,BU,
2,中信期货,47490.0,1309.0,2025-08-18,bu2510,成交量,BU,
3,中泰期货,26340.0,6216.0,2025-08-18,bu2510,成交量,BU,
4,东证期货,26104.0,6319.0,2025-08-18,bu2510,成交量,BU,
5,浙商期货,21961.0,590.0,2025-08-18,bu2510,成交量,BU,
6,银河期货,13787.0,4258.0,2025-08-18,bu2510,成交量,BU,
7,广发期货,10457.0,247.0,2025-08-18,bu2510,成交量,BU,
8,海通期货,10291.0,2750.0,2025-08-18,bu2510,成交量,BU,
9,国投期货,10212.0,1755.0,2025-08-18,bu2510,成交量,BU,
10,华泰期货,8012.0,-1795.0,2025-08-18,bu2510,成交量,BU,
11,申万期货,6872.0,2014.0,2025-08-18,bu2510,成交量,BU,
12,方正中期,6569.0,531.0,2025-08-18,bu2510,成交量,BU,
13,宏源期货,6138.0,-296.0,2025-08-18,bu2510,成交量,BU,
14,中粮期货,5431.0,2258.0,2025-08-18,bu2510,成交量,BU,
15,盛达期货,5068.0,2314.0,2025-08-18,bu2510,成交量,BU,
16,华闻期货,4602.0,859.0,2025-08-18,bu2510,成交量,BU,
17,国信期货,4506.0,1663.0,2025-08-18,bu2510,成交量,BU,
18,中信建投,4167.0,1384.0,2025-08-18,bu2510,成交量,BU,
19,瑞达期货,4112.0,-1020.0,2025-08-18,bu2510,成交量,BU,
20,国元期货,3415.0,472.0,2025-08-18,bu2510,成交量,BU,
1,中信期货,37275.0,-10215.0,2025-08-19,bu2510,成交量,BU,
2,国泰君安,36300.0,-11264.0,2025-08-19,bu2510,成交量,BU,
3,中泰期货,20885.0,-5455.0,2025-08-19,bu2510,成交量,BU,
4,浙商期货,19599.0,-2362.0,2025-08-19,bu2510,成交量,BU,
5,东证期货,19364.0,-6740.0,2025-08-19,bu2510,成交量,BU,
6,银河期货,11875.0,-1912.0,2025-08-19,bu2510,成交量,BU,
7,海通期货,10142.0,-149.0,2025-08-19,bu2510,成交量,BU,
8,广发期货,7810.0,-2647.0,2025-08-19,bu2510,成交量,BU,
9,方正中期,6477.0,-92.0,2025-08-19,bu2510,成交量,BU,
10,国投期货,6279.0,-3933.0,2025-08-19,bu2510,成交量,BU,
11,申万期货,5824.0,-1048.0,2025-08-19,bu2510,成交量,BU,
12,华泰期货,5750.0,-2262.0,2025-08-19,bu2510,成交量,BU,
13,瑞达期货,4765.0,653.0,2025-08-19,bu2510,成交量,BU,
14,宏源期货,4258.0,-1880.0,2025-08-19,bu2510,成交量,BU,
15,中信建投,3972.0,-195.0,2025-08-19,bu2510,成交量,BU,
16,东海期货,3970.0,1291.0,2025-08-19,bu2510,成交量,BU,
17,华闻期货,3935.0,-667.0,2025-08-19,bu2510,成交量,BU,
18,中粮期货,3872.0,-1559.0,2025-08-19,bu2510,成交量,BU,
19,光大期货,3711.0,393.0,2025-08-19,bu2510,成交量,BU,
20,招商期货,3278.0,-132.0,2025-08-19,bu2510,成交量,BU,
1,国泰君安,36963.0,663.0,2025-08-20,bu2510,成交量,BU,
2,中信期货,36656.0,-619.0,2025-08-20,bu2510,成交量,BU,
3,中泰期货,22604.0,1719.0,2025-08-20,bu2510,成交量,BU,
4,东证期货,20946.0,1582.0,2025-08-20,bu2510,成交量,BU,
5,浙商期货,17319.0,-2280.0,2025-08-20,bu2510,成交量,BU,
6,银河期货,14184.0,2309.0,2025-08-20,bu2510,成交量,BU,
7,海通期货,8892.0,-1250.0,2025-08-20,bu2510,成交量,BU,
8,广发期货,8336.0,526.0,2025-08-20,bu2510,成交量,BU,
9,国投期货,7263.0,984.0,2025-08-20,bu2510,成交量,BU,
10,方正中期,6374.0,-103.0,2025-08-20,bu2510,成交量,BU,
11,申万期货,5022.0,-802.0,2025-08-20,bu2510,成交量,BU,
12,华泰期货,4853.0,-897.0,2025-08-20,bu2510,成交量,BU,
13,福能期货,4767.0,4658.0,2025-08-20,bu2510,成交量,BU,
14,东海期货,3833.0,-137.0,2025-08-20,bu2510,成交量,BU,
15,盛达期货,3772.0,1758.0,2025-08-20,bu2510,成交量,BU,
16,光大期货,3735.0,24.0,2025-08-20,bu2510,成交量,BU,
17,国信期货,3665.0,545.0,2025-08-20,bu2510,成交量,BU,
18,宏源期货,3340.0,-918.0,2025-08-20,bu2510,成交量,BU,
19,国元期货,3174.0,51.0,2025-08-20,bu2510,成交量,BU,
20,五矿期货,3130.0,847.0,2025-08-20,bu2510,成交量,BU,
1,国泰君安,32929.0,-4034.0,2025-08-21,bu2510,成交量,BU,
2,中信期货,32775.0,-3881.0,2025-08-21,bu2510,成交量,BU,
3,东证期货,17760.0,-3186.0,2025-08-21,bu2510,成交量,BU,
4,浙商期货,15381.0,-1938.0,2025-08-21,bu2510,成交量,BU,
5,中泰期货,12087.0,-10517.0,2025-08-21,bu2510,成交量,BU,
6,银河期货,10810.0,-3374.0,2025-08-21,bu2510,成交量,BU,
7,海通期货,7640.0,-1252.0,2025-08-21,bu2510,成交量,BU,
8,方正中期,6691.0,317.0,2025-08-21,bu2510,成交量,BU,
9,申万期货,6633.0,1611.0,2025-08-21,bu2510,成交量,BU,
10,广发期货,6555.0,-1781.0,2025-08-21,bu2510,成交量,BU,
