排名,会员简称,成交量,比上交易增减,date,contract,position_type,symbol
1,东证期货,37911,-11483.0,2026-06-26,SF2609,成交量,SF
2,中信期货,28300,-9160.0,2026-06-26,SF2609,成交量,SF
3,国泰君安,23360,-8909.0,2026-06-26,SF2609,成交量,SF
4,银河期货,9943,-1495.0,2026-06-26,SF2609,成交量,SF
5,中信建投,9852,-2685.0,2026-06-26,SF2609,成交量,SF
6,华闻期货,6780,-1254.0,2026-06-26,SF2609,成交量,SF
7,五矿期货,6101,3574.0,2026-06-26,SF2609,成交量,SF
8,海通期货,5218,-2069.0,2026-06-26,SF2609,成交量,SF
9,光大期货,5058,-801.0,2026-06-26,SF2609,成交量,SF
10,华泰期货,4847,-1805.0,2026-06-26,SF2609,成交量,SF
11,高盛期货,4474,2762.0,2026-06-26,SF2609,成交量,SF
12,国信期货,4450,-1427.0,2026-06-26,SF2609,成交量,SF
13,广发期货,4111,-1006.0,2026-06-26,SF2609,成交量,SF
14,浙商期货,3843,-2177.0,2026-06-26,SF2609,成交量,SF
15,中金财富,3153,387.0,2026-06-26,SF2609,成交量,SF
16,招商期货,2752,282.0,2026-06-26,SF2609,成交量,SF
17,方正中期,2562,-437.0,2026-06-26,SF2609,成交量,SF
18,新湖期货,2490,1539.0,2026-06-26,SF2609,成交量,SF
19,创元期货,2419,-1192.0,2026-06-26,SF2609,成交量,SF
20,永安期货,2274,631.0,2026-06-26,SF2609,成交量,SF
