排名,会员简称,成交量,比上交易增减,date,contract,position_type,symbol
1,国泰君安,91548,-132776.0,2026-06-22,ag2608,成交量,AG
2,中信期货,60373,-86189.0,2026-06-22,ag2608,成交量,AG
3,东证期货,39519,-41802.0,2026-06-22,ag2608,成交量,AG
4,广发期货,39210,-41877.0,2026-06-22,ag2608,成交量,AG
5,华泰期货,33598,-27958.0,2026-06-22,ag2608,成交量,AG
6,中泰期货,29669,-25758.0,2026-06-22,ag2608,成交量,AG
7,银河期货,26843,-37052.0,2026-06-22,ag2608,成交量,AG
8,海通期货,20412,-24415.0,2026-06-22,ag2608,成交量,AG
9,国信期货,14084,-23832.0,2026-06-22,ag2608,成交量,AG
10,方正中期,12036,-21652.0,2026-06-22,ag2608,成交量,AG
11,中信建投,11756,-24370.0,2026-06-22,ag2608,成交量,AG
12,东方财富,9342,-17984.0,2026-06-22,ag2608,成交量,AG
13,华闻期货,8776,-14086.0,2026-06-22,ag2608,成交量,AG
14,徽商期货,7817,-16565.0,2026-06-22,ag2608,成交量,AG
15,东吴期货,7199,-9482.0,2026-06-22,ag2608,成交量,AG
16,浙商期货,7125,-4823.0,2026-06-22,ag2608,成交量,AG
17,平安期货,7064,-10695.0,2026-06-22,ag2608,成交量,AG
18,南华期货,6915,-6851.0,2026-06-22,ag2608,成交量,AG
19,宏源期货,6475,-7716.0,2026-06-22,ag2608,成交量,AG
20,瑞达期货,6308,-9056.0,2026-06-22,ag2608,成交量,AG
1,国泰君安,217257,125709.0,2026-06-23,ag2608,成交量,AG
2,中信期货,134998,74625.0,2026-06-23,ag2608,成交量,AG
3,广发期货,81763,42553.0,2026-06-23,ag2608,成交量,AG
4,东证期货,78496,38977.0,2026-06-23,ag2608,成交量,AG
5,中泰期货,58727,29058.0,2026-06-23,ag2608,成交量,AG
6,华泰期货,57151,23553.0,2026-06-23,ag2608,成交量,AG
7,银河期货,50297,23454.0,2026-06-23,ag2608,成交量,AG
8,国信期货,43154,29070.0,2026-06-23,ag2608,成交量,AG
9,海通期货,37484,17072.0,2026-06-23,ag2608,成交量,AG
10,中信建投,35395,23639.0,2026-06-23,ag2608,成交量,AG
11,方正中期,34169,22133.0,2026-06-23,ag2608,成交量,AG
12,东方财富,26216,16874.0,2026-06-23,ag2608,成交量,AG
13,徽商期货,24504,16687.0,2026-06-23,ag2608,成交量,AG
14,平安期货,22938,15874.0,2026-06-23,ag2608,成交量,AG
15,华闻期货,18262,9486.0,2026-06-23,ag2608,成交量,AG
16,民生期货,16891,11733.0,2026-06-23,ag2608,成交量,AG
17,东吴期货,16825,9626.0,2026-06-23,ag2608,成交量,AG
18,宏源期货,15911,9436.0,2026-06-23,ag2608,成交量,AG
19,华安期货,14988,10531.0,2026-06-23,ag2608,成交量,AG
20,国元期货,14519,9231.0,2026-06-23,ag2608,成交量,AG
1,国泰君安,208655,-8602.0,2026-06-24,ag2608,成交量,AG
2,中信期货,126271,-8727.0,2026-06-24,ag2608,成交量,AG
3,东证期货,75652,-2844.0,2026-06-24,ag2608,成交量,AG
4,广发期货,68359,-13404.0,2026-06-24,ag2608,成交量,AG
5,华泰期货,52766,-4385.0,2026-06-24,ag2608,成交量,AG
6,银河期货,52073,1776.0,2026-06-24,ag2608,成交量,AG
7,中泰期货,49360,-9367.0,2026-06-24,ag2608,成交量,AG
8,国信期货,38813,-4341.0,2026-06-24,ag2608,成交量,AG
9,海通期货,34507,-2977.0,2026-06-24,ag2608,成交量,AG
10,中信建投,30710,-4685.0,2026-06-24,ag2608,成交量,AG
11,方正中期,30319,-3850.0,2026-06-24,ag2608,成交量,AG
12,东方财富,23948,-2268.0,2026-06-24,ag2608,成交量,AG
13,徽商期货,23072,-1432.0,2026-06-24,ag2608,成交量,AG
14,平安期货,18308,-4630.0,2026-06-24,ag2608,成交量,AG
15,东吴期货,15207,-1618.0,2026-06-24,ag2608,成交量,AG
