date,receipt,change
2025-06-03,690559,-180
2025-06-04,690007,-552
2025-06-05,690007,0
2025-06-06,688586,-1421
2025-06-09,686504,-2082
2025-06-10,685691,-813
2025-06-11,700061,14370
2025-06-12,698006,-2055
2025-06-13,697100,-906
2025-06-16,694508,-2592
2025-06-17,696359,1851
2025-06-18,695609,-750
2025-06-19,691991,-3618
2025-06-20,688388,-3603
2025-06-23,684794,-3594
2025-06-24,676289,-8505
2025-06-25,673148,-3141
2025-06-26,670240,-2908
2025-06-27,668126,-2114
2025-06-30,666962,-1164
2025-07-01,665717,-1245
2025-07-02,664544,-1173
2025-07-03,668432,3888
2025-07-04,668129,-303
2025-07-07,666884,-1245
2025-07-08,667076,192
2025-07-09,671930,4854
2025-07-10,671338,-592
2025-07-11,670861,-477
2025-07-14,677503,6642
2025-07-15,694342,16839
2025-07-16,693922,-420
2025-07-17,693733,-189
2025-07-18,693433,-300
2025-07-21,693016,-417
2025-07-22,693016,0
2025-07-23,693016,0
2025-07-24,692653,-363
2025-07-25,692653,0
2025-07-28,691455,-1198
2025-07-29,691455,0
2025-07-30,691089,-366
2025-07-31,690069,-1020
2025-08-01,690069,0
2025-08-04,687858,-2211
2025-08-05,684228,-3630
2025-08-06,683412,-816
2025-08-07,683412,0
2025-08-08,681309,-2103
2025-08-11,680523,-786
2025-08-12,686139,5616
2025-08-13,689640,3501
2025-08-14,689337,-303
2025-08-15,689220,-117
2025-08-18,689220,0
2025-08-19,687714,-1506
2025-08-20,687075,-639
2025-08-21,685352,-1723
2025-08-22,684137,-1215
2025-08-25,682775,-1362
2025-08-26,680156,-2619
2025-08-27,679193,-963
2025-08-28,677225,-1968
2025-08-29,673271,-3954
2025-09-01,54720,0
2025-09-02,54720,0
2025-09-03,672733,-80
2025-09-04,672321,-412
2025-09-05,671987,-334
2025-09-08,666290,-5697
2025-09-09,666210,-80
2025-09-10,666426,216
2025-09-11,666260,-166
2025-09-12,666979,719
2025-09-15,666939,-40
2025-09-16,666442,-497
2025-09-17,665863,-579
2025-09-18,665863,0
2025-09-19,54720,0
