排名,会员简称,成交量,比上交易增减,date,contract,position_type,symbol
20,国贸期货,4592,3719.0,2026-06-25,PF2608,成交量,PF
1,中信期货,94235,-16261.0,2026-06-26,PF2608,成交量,PF
2,东证期货,69816,-1457.0,2026-06-26,PF2608,成交量,PF
3,国泰君安,25680,-10252.0,2026-06-26,PF2608,成交量,PF
4,浙商期货,21478,5660.0,2026-06-26,PF2608,成交量,PF
5,国投期货,19035,-6533.0,2026-06-26,PF2608,成交量,PF
6,广发期货,18278,122.0,2026-06-26,PF2608,成交量,PF
7,中信建投,17637,-3223.0,2026-06-26,PF2608,成交量,PF
8,永安期货,15639,2047.0,2026-06-26,PF2608,成交量,PF
9,银河期货,13523,3327.0,2026-06-26,PF2608,成交量,PF
10,海通期货,12655,2322.0,2026-06-26,PF2608,成交量,PF
11,方正中期,10510,-10539.0,2026-06-26,PF2608,成交量,PF
12,申银万国,10457,77.0,2026-06-26,PF2608,成交量,PF
13,渤海期货,9732,-2777.0,2026-06-26,PF2608,成交量,PF
14,五矿期货,9126,-835.0,2026-06-26,PF2608,成交量,PF
15,华泰期货,8037,-720.0,2026-06-26,PF2608,成交量,PF
16,招商期货,6743,-2114.0,2026-06-26,PF2608,成交量,PF
17,国信期货,4671,1346.0,2026-06-26,PF2608,成交量,PF
18,东方财富,4042,380.0,2026-06-26,PF2608,成交量,PF
19,长江期货,3946,-15330.0,2026-06-26,PF2608,成交量,PF
20,中泰期货,3781,-1215.0,2026-06-26,PF2608,成交量,PF
