date,receipt,change
2025-06-03,0,0
2025-06-04,0,0
2025-06-05,0,0
2025-06-06,0,0
2025-06-09,0,0
2025-06-10,877,877
2025-06-11,877,0
2025-06-12,877,0
2025-06-13,877,0
2025-06-16,877,0
2025-06-17,877,0
2025-06-18,877,0
2025-06-19,877,0
2025-06-20,877,0
2025-06-23,877,0
2025-06-24,877,0
2025-06-25,877,0
2025-06-26,877,0
2025-06-27,877,0
2025-06-30,877,0
2025-07-01,857,-20
2025-07-02,802,-55
2025-07-03,802,0
2025-07-04,802,0
2025-07-07,802,0
2025-07-08,802,0
2025-07-09,799,-3
2025-07-10,799,0
2025-07-11,797,-2
2025-07-14,797,0
2025-07-15,797,0
2025-07-16,797,0
2025-07-17,704,-93
2025-07-18,661,-43
2025-07-21,0,-661
2025-07-22,0,0
2025-07-23,0,0
2025-07-24,0,0
2025-07-25,0,0
2025-07-28,0,0
2025-07-29,0,0
2025-07-30,0,0
2025-07-31,1700,1700
2025-08-01,1700,0
2025-08-04,1700,0
2025-08-05,1700,0
2025-08-06,1700,0
2025-08-07,1943,243
2025-08-08,3518,1575
2025-08-11,3543,25
2025-08-12,3543,0
2025-08-13,3543,0
2025-08-14,3243,-300
2025-08-15,3243,0
2025-08-18,2438,-805
2025-08-19,2438,0
2025-08-20,2388,-50
2025-08-21,2188,-200
2025-08-22,1643,-545
2025-08-25,1643,0
2025-08-26,2099,456
2025-08-27,2099,0
2025-08-28,2341,242
2025-08-29,2341,0
2025-09-01,6393,-630
2025-09-02,6093,-300
2025-09-03,6078,-15
2025-09-04,6396,318
2025-09-05,6288,-108
2025-09-08,6288,0
2025-09-09,6279,-9
2025-09-10,6264,-15
2025-09-11,6264,0
2025-09-12,6192,-72
2025-09-15,4815,-1377
2025-09-16,4815,0
2025-09-17,3120,-1695
2025-09-18,2262,-858
2025-09-19,0,-2262
