时间,开盘,最高,最低,收盘,成交量,持仓量,涨跌,涨跌幅,成交额,MA5,MA10,MA20,MA60,EMA20,ATR14,RSI14,MACD,MACD_SIGNAL,MACD_HIST,BOLL_UP,BOLL_LOW,BOLL_MID,BOLL_WIDTH,KDJ_K,KDJ_D,KDJ_J,WILLIAMS_R14,CCI20,STOCH_RSI,VOL_MA20,OBV,OI_MA20,OI_CHANGE,OI_CHANGE_PCT
1995-04-17,29150,29180,29110,29130,2600,22240,,,,29130.0,29130.0,29130.0,29130.0,29130.0,70.0,0.0,0.0,0.0,0.0,29130.0,29130.0,29130.0,0.0,28.571428571428573,28.571428571428573,28.571428571428577,-71.42857142857143,0.0,0.0,2600.0,0,22240.0,0.0,0.0
1995-04-18,29200,29320,29200,29250,4250,21870,,,,29190.0,29190.0,29190.0,29190.0,29141.428571428572,130.0,99.99999999983334,9.572649572648515,1.9145299145297032,7.658119658118812,29359.70562748477,29020.29437251523,29190.0,339.4112549695419,41.269841269841265,32.804232804232804,58.20105820105819,-33.333333333333336,35.35533905932682,100.00000000000001,3425.0,4250,22055.0,-370.0,-1.6636690647481966
1995-04-19,29230,29230,29080,29100,4340,23230,,,,29160.0,29160.0,29160.0,29160.0,29137.48299319728,143.33333333333334,44.44444444444444,4.997686707087269,2.5311612730412163,2.4665254340460523,29318.745078663876,29001.254921336124,29160.0,317.49015732775297,30.29100529100529,31.966490299823633,26.940035273368608,-91.66666666666667,-30.078318775746798,44.44444444451852,3730.0,-90,22446.666666666668,1360.0,6.218564243255598
1995-04-20,28520,28700,28520,28520,10250,24360,,,,29000.0,29000.0,29000.0,29000.0,29078.675089083255,252.5,14.117647058823522,-44.91144587085,-6.957360155737028,-37.954085715112974,29652.99310869258,28347.00689130742,29000.0,1305.986217385158,20.194003527336864,28.042328042328045,4.497354497354507,-100.0,-73.72621287551223,14.117647058847052,5360.0,-10340,22925.0,1130.0,4.864399483426607
1995-04-21,28510,28550,28050,28200,17700,22170,,,,28840.0,28840.0,28840.0,28840.0,28994.9917472658,302.0,10.256410256410263,-109.02929679806039,-27.371747484201702,-81.65754931385868,29752.03070123763,27927.96929876237,28840.0,1824.0614024752576,17.399676892240326,24.49477765896547,3.209475358790037,-88.18897637795276,-70.76410621567351,10.256410256427356,7828.0,-28040,22774.0,-2190.0,-8.990147783251235
1995-04-24,28400,28680,28400,28670,7730,23150,,,,28748.0,28811.666666666668,28811.666666666668,28811.666666666668,28964.040152288107,331.6666666666667,35.975609756097555,-120.52870368635558,-46.00313872463248,-74.5255649617231,29639.136706406276,27984.19662692706,28811.666666666668,1654.9400794792164,27.872750474091973,25.620768597340973,32.37671422759397,-51.181102362204726,-30.24452469334926,35.97560975615752,7811.666666666667,-20310,22836.666666666668,980.0,4.4203879115922495
1995-04-25,28200,28350,28150,28300,6410,22330,,,,28558.0,28738.571428571428,28738.571428571428,28738.571428571428,28900.798233022575,358.57142857142856,29.35323383084578,-157.68033354257932,-68.33857768822185,-89.34175585435747,29587.211797744658,27889.931059398197,28738.571428571428,1697.2807383464606,25.143513439420893,25.461683544700946,24.50717322886078,-80.31496062992126,-56.56798945709767,29.353233830894702,7611.428571428572,-26720,22764.285714285714,-820.0,-3.542116630669545
1995-04-26,27730,27730,27730,27730,2450,22470,,,,28284.0,28612.5,28612.5,28612.5,28789.293639401378,385.0,22.868217054263567,-230.460894443695,-100.76304103931648,-129.69785340437852,29673.591082666466,27551.408917333534,28612.5,2122.1821653329316,16.762342292947263,22.561903127449717,5.163220623942351,-100.0,-83.51489899736877,22.86821705430168,6966.25,-29170,22727.5,140.0,0.6269592476489061
1995-04-27,27680,27740,27530,27530,12420,19690,,,,28086.0,28492.222222222223,28492.222222222223,28492.222222222223,28669.360911839343,365.55555555555554,21.22302158273382,-300.810782392502,-140.7725893099536,-160.03819308254842,29719.405084626105,27265.03935981834,28492.222222222223,2454.365724807765,11.174894861964843,18.766233705621428,-4.007782825348329,-100.0,-75.13640146344487,21.223021582769192,7572.222222222223,-41590,22390.0,-2780.0,-12.37205162438807
1995-04-28,27600,27700,27580,27660,4430,18330,,,,27978.0,28409.0,28409.0,28409.0,28573.231301187978,346.0,24.74226804123711,-342.1298024960779,-181.04403194717844,-161.08577054889946,29680.095765253136,27137.904234746864,28409.0,2542.191530506272,9.870786518777306,15.801084643340054,-1.9898097303481919,-92.73743016759776,-61.37908549405238,24.742268041278347,7258.0,-37160,21984.0,-1360.0,-6.907059421025896
1995-05-02,27700,27860,27600,27860,4650,19120,,,,27816.0,28282.0,28359.090909090908,28359.090909090908,28505.304510598646,338.1818181818182,29.581993569131825,-354.64892306159527,-215.7650101700618,-138.88391289153347,29609.577359891704,27108.604458290112,28359.090909090908,2500.9729016015917,13.051112581145654,14.884427289275255,9.384483164886454,-81.56424581005587,-46.765229069694364,29.581993569181126,7020.909090909091,-32510,21723.636363636364,790.0,4.309874522640489
1995-05-03,27800,28300,27800,28160,10160,20360,,,,27788.0,28173.0,28342.5,28342.5,28472.41836673211,351.6666666666667,35.77712609970675,-336.48414375467473,-239.90883688698437,-96.57530686769036,29540.319989511252,27144.680010488748,28342.5,2395.639979022504,26.649459669481715,18.806104749344073,42.336169509757,-64.80446927374301,-20.83981132858011,35.77712609976638,7282.5,-22350,21610.0,1240.0,6.485355648535562
1995-05-04,28360,28400,28100,28180,6910,21290,,,,27878.0,28081.0,28330.0,28330.0,28444.568998471907,347.6923076923077,36.15160349854228,-316.82246032327384,-255.29156157424228,-61.530898749031564,29480.3622617825,27179.6377382175,28330.0,2300.724523564997,36.60688615646607,24.73969855171807,60.34126136596207,-63.687150837988824,-8.92679799547148,36.15160349860253,7253.846153846154,-15440,21585.384615384617,930.0,4.567779960707274
1995-05-05,27640,27940,27620,27920,5910,21270,,,,27956.0,28021.0,28300.714285714286,28300.714285714286,28394.610046236485,362.85714285714283,33.60433604336043,-318.54823586479324,-267.9428964323525,-50.60533943244076,29427.464938239966,27173.963633188607,28300.714285714286,2253.501305051359,35.70893859706433,28.396111900166822,50.33459199085935,-78.2122905027933,-40.770827681080185,33.604336043416446,7157.857142857143,-21350,21562.85714285714,-20.0,-0.09394081728510972
1995-05-08,28180,28280,28100,28250,4120,22880,,,,28074.0,28026.0,28297.333333333332,28297.333333333332,28380.83766088063,383.57142857142856,39.05472636815921,-289.94537355840293,-272.34339185756255,-17.601981700840383,29383.413221651652,27211.253445015012,28297.333333333332,2172.1597766366394,51.39216596126128,36.06146325386497,82.0535713760539,-59.77653631284916,-7.112199302365594,32.089552238865565,6955.333333333333,-17230,21650.666666666668,1610.0,7.569346497414209
1995-05-09,28300,28340,28200,28250,3480,22310,,,,28152.0,27984.0,28294.375,28294.375,28368.37693127295,380.0,37.17948717948718,-264.2315028219564,-270.72101405044134,6.489511228484957,29343.894731432752,27244.855268567248,28294.375,2099.039462865505,61.847650870725914,44.65685912615195,96.22923435987384,-57.64705882352941,-2.222428951083987,78.75,6738.125,-17230,21691.875,-570.0,-2.4912587412587395
1995-05-11,28460,28480,28200,28200,3840,22980,,,,28160.0,27974.0,28288.823529411766,28288.823529411766,28352.34103305648,387.85714285714283,38.15789473684211,-245.06272657179215,-265.5893565547115,20.52662998291936,29306.04725979121,27271.599799032323,28288.823529411766,2034.4474607588854,64.74053917697518,51.351419143093025,91.51877924473948,-42.73504273504273,0.5684965692983578,96.8858191991607,6567.64705882353,-21070,21767.647058823528,670.0,3.003137606454498
1995-05-12,28300,28300,28130,28220,6430,24170,,,,28168.0,28023.0,28285.0,28285.0,28339.737125146337,358.57142857142856,45.370370370370374,-225.65627536072498,-257.6027403159142,31.946464955189242,29272.385138517242,27297.614861482758,28285.0,1974.770277034484,66.86406315502049,56.52230048040218,87.5475885042571,-40.0,-6.656023948287541,100.0,6560.0,-14640,21901.11111111111,1190.0,5.178416013925147
1995-05-15,28200,28400,28110,28390,4370,24990,,,,28262.0,28109.0,28290.526315789473,28290.526315789473,28344.52406560859,343.57142857142856,53.07443365695793,-194.31895574680675,-244.94598340209274,50.627027655285985,29251.300857135284,27329.751774443663,28290.526315789473,1921.5490826916212,74.50028452758941,62.51496182946459,98.47092992383905,-25.217391304347824,1.5996145395401034,100.0,6444.736842105263,-10270,22063.684210526317,820.0,3.3926354985519325
1995-05-16,28450,28500,28350,28350,3080,25280,,,,28282.0,28178.0,28293.5,28293.5,28345.045583169678,320.0,43.984962406015036,-170.7433468669915,-230.1054560950725,59.36210922808101,29229.027433562147,27357.972566437853,28293.5,1871.054867124294,77.31837150324142,67.44943172072354,97.05625106827719,-15.463917525773196,11.543373343803745,71.46289392206073,6276.5,-13350,22224.5,290.0,1.1604641856742592
1995-05-17,28400,28450,28380,28420,1990,24800,,,,28316.0,28234.0,28258.0,28299.52380952381,28352.184099058282,290.0,52.54237288135593,-144.74258951822776,-213.03288277970356,68.2902932614758,29110.034098650496,27405.965901349504,28258.0,1704.0681973009923,81.84861130519124,72.24915824887944,101.04751741781484,-8.24742268041237,18.76890344147382,98.32955357093078,6246.0,-11360,22352.5,-480.0,-1.898734177215189
1995-05-18,28320,28340,28230,28270,2260,24470,,,,28330.0,28245.0,28209.0,28298.18181818182,28344.35704200511,262.85714285714283,63.91752577319588,-134.68794954961413,-197.36389613368567,62.67594658407154,28922.240197231884,27495.759802768116,28209.0,1426.4803944637679,79.18695299133961,74.56175649636616,88.43734598128651,-23.711340206185568,10.2831446746727,100.0,6146.5,-13620,22482.5,-330.0,-1.3306451612903225
1995-05-19,28230,28240,28120,28180,3040,24630,,,,28322.0,28245.0,28163.0,28293.043478260868,28328.703990385577,258.57142857142856,67.75956284153006,-132.4549643941573,-184.38210978578002,51.92714539162273,28739.928345455035,27586.071654544965,28163.0,1153.85669091007,59.45796866089307,69.52716055120847,39.31958488026228,-34.78260869565217,3.9021596374639,100.00000000000001,6081.5,-16660,22552.5,160.0,0.6538618716796174
1995-05-22,28000,28020,27920,28020,2620,24600,,,,28248.0,28255.0,28138.0,28281.666666666668,28299.303610348856,265.0,59.67741935483872,-141.9595490798274,-175.8975976445895,33.938048564762084,28692.696692844514,27583.303307155486,28138.0,1109.393385689029,45.38577221071033,61.480031104375755,13.197254423379462,-53.333333333333336,-25.64772547618427,78.83012554040575,5700.0,-19280,22564.5,-30.0,-0.12180267965895553
1995-05-23,27820,28200,27820,28160,1900,24310,,,,28210.0,28246.0,28136.0,28276.8,28286.03659983944,273.57142857142856,58.33333333333334,-136.62029720587088,-168.04213755684577,31.42184035097489,28690.043509596788,27581.956490403212,28136.0,1108.0870191935755,46.92384814047355,56.627970116408356,27.515604188603945,-38.63636363636363,-10.490712159714063,72.40179500520294,4910.0,-17380,22671.5,-290.0,-1.178861788617891
