排名,会员简称,成交量,比上交易增减,date,contract,position_type,symbol,持仓量
1,中信期货,154753.0,-5278.0,2025-08-18,SI2511,成交量,SI,
2,国泰君安期货,90657.0,-878.0,2025-08-18,SI2511,成交量,SI,
3,广发期货,82508.0,5902.0,2025-08-18,SI2511,成交量,SI,
4,华闻期货,51066.0,-256.0,2025-08-18,SI2511,成交量,SI,
5,东证期货,37623.0,-1538.0,2025-08-18,SI2511,成交量,SI,
6,海通期货,30664.0,1599.0,2025-08-18,SI2511,成交量,SI,
7,徽商期货,28778.0,-3208.0,2025-08-18,SI2511,成交量,SI,
8,中泰期货,28617.0,-5792.0,2025-08-18,SI2511,成交量,SI,
9,中信建投,25566.0,3473.0,2025-08-18,SI2511,成交量,SI,
10,银河期货,25417.0,541.0,2025-08-18,SI2511,成交量,SI,
11,东方财富期货,25127.0,29.0,2025-08-18,SI2511,成交量,SI,
12,华泰期货,24348.0,-32.0,2025-08-18,SI2511,成交量,SI,
13,永安期货,16504.0,1298.0,2025-08-18,SI2511,成交量,SI,
14,民生期货,13236.0,-2598.0,2025-08-18,SI2511,成交量,SI,
15,五矿期货,13072.0,-3551.0,2025-08-18,SI2511,成交量,SI,
16,宝城期货,12695.0,-7090.0,2025-08-18,SI2511,成交量,SI,
17,方正中期,12441.0,-2710.0,2025-08-18,SI2511,成交量,SI,
18,创元期货,12349.0,-685.0,2025-08-18,SI2511,成交量,SI,
19,东吴期货,12319.0,-661.0,2025-08-18,SI2511,成交量,SI,
20,国信期货,11823.0,1556.0,2025-08-18,SI2511,成交量,SI,
1,中信期货,152294.0,-2459.0,2025-08-19,SI2511,成交量,SI,
2,广发期货,79335.0,-3173.0,2025-08-19,SI2511,成交量,SI,
3,国泰君安期货,76114.0,-14543.0,2025-08-19,SI2511,成交量,SI,
4,华闻期货,49000.0,-2066.0,2025-08-19,SI2511,成交量,SI,
5,东证期货,33397.0,-4226.0,2025-08-19,SI2511,成交量,SI,
6,中泰期货,26455.0,-2162.0,2025-08-19,SI2511,成交量,SI,
7,徽商期货,25144.0,-3634.0,2025-08-19,SI2511,成交量,SI,
8,海通期货,24246.0,-6418.0,2025-08-19,SI2511,成交量,SI,
9,中信建投,19951.0,-5615.0,2025-08-19,SI2511,成交量,SI,
10,东方财富期货,17895.0,-7232.0,2025-08-19,SI2511,成交量,SI,
11,银河期货,17394.0,-8023.0,2025-08-19,SI2511,成交量,SI,
12,华泰期货,16988.0,-7360.0,2025-08-19,SI2511,成交量,SI,
13,民生期货,13143.0,-93.0,2025-08-19,SI2511,成交量,SI,
14,五矿期货,12635.0,-437.0,2025-08-19,SI2511,成交量,SI,
