时间,开盘,最高,最低,收盘,成交量,持仓量,涨跌,涨跌幅,成交额,MA5,MA10,MA20,MA60,EMA20,ATR14,RSI14,MACD,MACD_SIGNAL,MACD_HIST,BOLL_UP,BOLL_LOW,BOLL_MID,BOLL_WIDTH,KDJ_K,KDJ_D,KDJ_J,WILLIAMS_R14,CCI20,STOCH_RSI,VOL_MA20,OBV,OI_MA20,OI_CHANGE,OI_CHANGE_PCT
2024-12-26,44000,44000,41010,41570,301655,31271,,,,41570.0,41570.0,41570.0,41570.0,41570.0,2990.0,0.0,0.0,0.0,0.0,41570.0,41570.0,41570.0,0.0,18.729096989966557,18.729096989966557,18.729096989966557,-81.27090301003345,0.0,0.0,301655.0,0,31271.0,0.0,0.0
2024-12-27,41600,42160,41225,41950,172813,32846,,,,41760.0,41760.0,41760.0,41760.0,41606.19047619047,1962.5,99.99999999994736,30.313390313385753,6.062678062677151,24.250712250708602,42297.40115370178,41222.59884629822,41760.0,1074.802307403559,22.965440356744704,20.14121144555927,28.613898179115566,-68.56187290969899,-35.35533905932738,100.0,237234.0,172813,32058.5,1575.0,5.036615394454924
2024-12-30,41900,43010,41750,42535,136506,35565,,,,42018.333333333336,42018.333333333336,42018.333333333336,42018.333333333336,41694.64852607709,1728.3333333333333,99.9999999999689,100.38441246419097,24.927024942979916,75.45738752121106,42990.56444440381,41046.10222226286,42018.333333333336,1944.4622221409518,32.31140839836492,24.197943763161156,48.53833766877244,-48.99665551839465,44.94871571776152,100.0,203658.0,309319,33227.333333333336,2719.0,8.278024721427268
2024-12-31,42570,42705,42230,42465,74312,31540,,,,42130.0,42130.0,42130.0,42130.0,41768.01533311737,1415.0,93.23671497584542,148.5553339502585,49.65268674443564,98.90264720582286,43040.86039910991,41219.13960089009,42130.0,1821.720798219816,37.76167471819646,28.71918741483959,55.8466493249102,-51.33779264214047,39.304922900257566,93.23671497587442,171321.5,235007,32805.5,-4025.0,-11.317306340503308
2025-01-02,42315,42680,42315,42570,36858,30447,,,,42218.0,42218.0,42218.0,42218.0,41844.39482520144,1205.0,93.85964912280701,192.9792144997482,78.31799229549816,114.66122220425004,43099.54977170889,41336.45022829111,42218.0,1763.0995434177748,42.56575415995706,33.33470966321208,61.02784315344701,-47.82608695652174,39.7141096695407,93.8596491228362,144428.8,271865,32333.8,-1093.0,-3.4654407102092555
2025-01-03,42570,42780,42365,42560,37079,29242,,,,42416.0,42275.0,42275.0,42275.0,41912.54769899178,1073.3333333333333,93.04347826086956,224.78733499292866,107.61186083498427,117.1754741579444,43111.468768095976,41438.531231904024,42275.0,1672.937536191952,45.65699106761909,37.44213679801442,62.08669960682843,-48.16053511705686,40.48068978127496,93.0434782608985,126537.16666666667,234786,31818.5,-1205.0,-3.957696981640224
2025-01-06,42600,43600,42560,43325,68310,31663,,,,42691.0,42425.0,42425.0,42425.0,42047.066965754464,1068.5714285714287,95.822454308094,308.1721891115958,147.72392649030658,160.44826262128922,43526.3930572991,41323.6069427009,42425.0,2202.7861145982024,56.24624376637259,43.710172454133804,81.31838639085016,-22.5752508361204,85.82580426253959,95.8224543081238,118219.0,303096,31796.285714285714,2421.0,8.279187470077275
2025-01-07,43325,43450,42765,43185,39615,30357,,,,42821.0,42520.0,42520.0,42520.0,42155.44154044452,1020.625,89.29440389294405,358.8221780750973,189.94357680726472,168.8786012678326,43672.63672879682,41367.36327120318,42520.0,2305.273457593634,61.74498748304438,49.721777463770664,85.79140752159182,-27.25752508361204,65.92672615540633,89.29440389297181,108393.5,263481,31616.375,-1306.0,-4.124688121782527
2025-01-08,43185,43390,42650,42700,30253,28183,,,,42868.0,42540.0,42540.0,42540.0,42207.30425087837,989.4444444444445,72.24409448818898,355.72661754137516,223.10018495408684,132.62643258728832,43624.850220076485,41455.149779923515,42540.0,2169.7004401529703,60.00390469884118,53.14915320879417,73.71340767893521,-43.47826086956522,38.07784475731139,72.24409448821145,99711.22222222222,233228,31234.88888888889,-2174.0,-7.161445465625715
2025-01-09,43000,43000,42165,42575,36908,27681,,,,42869.0,42543.5,42543.5,42543.5,42242.32289365186,974.0,68.85553470919325,339.27594626804785,246.33533721687905,92.94060905116879,43566.54610518458,41520.45389481542,42543.5,2046.0922103691555,58.94997155361342,55.082759323733924,66.68439601337244,-47.65886287625418,0.615404146199743,68.85553470921467,93430.9,196320,30879.5,-502.0,-1.781215626441468
2025-01-10,42660,43480,42435,43070,33598,26973,,,,42971.0,42693.5,42591.36363636364,42591.36363636364,42321.14928473264,980.4545454545455,73.73417721518987,362.0080306405798,269.4698759016192,92.5381547389606,43612.520734063015,41570.206538664264,42591.36363636364,2042.3141953987506,63.08376481952607,57.749761155664636,73.75177214724893,-31.103678929765888,45.70093720537788,73.7341772152128,87991.54545454546,229918,30524.363636363636,-708.0,-2.5577110653516866
2025-01-13,43270,43480,42865,43385,22370,26759,,,,42983.0,42837.0,42657.5,42657.5,42422.46840047239,950.0,76.11510791366906,400.8208257399747,295.74006586929033,105.08075987068435,43733.5660675898,41581.4339324102,42657.5,2152.132135179607,70.39498374727987,61.96483535286971,87.25528053610017,-20.568561872909697,65.95157429845082,76.11510791369273,82523.08333333333,252288,30210.583333333332,-214.0,-0.7933859785711594
