date,value,change,增减
2025-05-06,163992,0.0,
2025-05-07,162151,-1841.0,
2025-05-08,159685,-2466.0,
2025-05-09,158856,-829.0,
2025-05-12,160244,1388.0,
2025-05-13,159232,-1012.0,
2025-05-14,158809,-423.0,
2025-05-15,158715,-94.0,
2025-05-16,157878,-837.0,
2025-05-19,156362,-1516.0,
2025-05-20,143780,-12582.0,
2025-05-21,143056,-724.0,
2025-05-22,141742,-1314.0,
2025-05-23,140425,-1317.0,
2025-05-26,139121,-1304.0,
2025-05-27,134611,-4510.0,
2025-05-28,133225,-1386.0,
2025-05-29,131555,-1670.0,
2025-05-30,129990,-1565.0,
2025-06-03,129690,-300.0,
2025-06-04,124391,-5299.0,
2025-06-05,123122,-1269.0,
2025-06-06,122945,-177.0,
2025-06-09,121663,-1282.0,
2025-06-10,120039,-1624.0,
2025-06-11,119305,-734.0,
2025-06-12,118985,-320.0,
2025-06-13,118383,-602.0,
2025-06-16,118022,-361.0,
2025-06-17,117410,-612.0,
2025-06-18,116979,-431.0,
2025-06-19,114869,-2110.0,
2025-06-20,114089,-780.0,
2025-06-23,113903,-186.0,
2025-06-24,113234,-669.0,
2025-06-25,112867,-367.0,
2025-06-26,112446,-421.0,
2025-06-27,112327,-119.0,
2025-06-30,112140,-187.0,
2025-07-01,111956,-184.0,
2025-07-02,111895,-61.0,
2025-07-03,111774,-121.0,
2025-07-04,111595,-179.0,
2025-07-07,111533,-62.0,
2025-07-08,111410,-123.0,
2025-07-09,111290,-120.0,
2025-07-10,111290,0.0,
2025-07-11,111051,-239.0,
2025-07-14,111051,0.0,
2025-07-15,110991,-60.0,
2025-07-16,110872,-119.0,
2025-07-17,110572,-300.0,
2025-07-18,103599,-6973.0,
2025-07-21,103599,0.0,
2025-07-22,103475,-124.0,
2025-07-23,103415,-60.0,
2025-07-24,103354,-61.0,
2025-07-25,103354,0.0,
2025-07-28,103296,-58.0,
2025-07-29,103296,0.0,
2025-07-30,103234,-62.0,
2025-07-31,103234,0.0,
2025-08-01,102986,-248.0,
2025-08-04,102925,-61.0,
2025-08-05,102865,-60.0,
2025-08-06,102803,-62.0,
2025-08-07,103226,423.0,
2025-08-08,102983,-243.0,
2025-08-11,103036,53.0,
2025-08-12,103940,904.0,
2025-08-13,103518,-422.0,
2025-08-14,103521,3.0,
2025-08-15,103277,-244.0,
2025-08-18,103093,-184.0,
2025-08-19,122103,19010.0,
2025-08-20,119769,-2334.0,
2025-08-21,118640,-1129.0,
2025-08-22,101925,-16715.0,
2025-08-25,101687,-238.0,
2025-08-26,101026,-661.0,
2025-08-27,100851,-175.0,
2025-08-28,100431,-420.0,
2025-08-29,99772,-659.0,
2025-09-01,99418,-354.0,
2025-09-02,100156,738.0,
2025-09-03,99616,-540.0,
2025-09-04,99743,127.0,
2025-09-05,99439,-304.0,
2025-09-08,98956,-483.0,
2025-09-09,98534,-422.0,
2025-09-10,98288,-246.0,
2025-09-11,97554,-734.0,
2025-09-12,96949,-605.0,
2025-09-15,96349,-600.0,
2025-09-16,95745,-604.0,
2025-09-17,95265,-480.0,
2025-09-18,90146,-5119.0,
2025-09-19,89732,-414.0,
2025-09-22,89377,-355.0,
2025-09-23,89008,-369.0,
2025-09-24,88233,-775.0,
2025-09-25,87803,-430.0,
2025-09-26,87505,-298.0,
2025-09-29,87148,-357.0,
2025-09-30,86969,-179.0,
2025-10-09,86551,-418.0,
2025-10-10,86254,-297.0,
2025-10-13,85166,-1088.0,
2025-10-14,84497,-669.0,
2025-10-15,84007,-490.0,
2025-10-16,83231,-776.0,
2025-10-17,82748,-483.0,
2025-10-20,74619,-8129.0,
2025-10-21,74497,-122.0,
2025-10-22,74376,-121.0,
2025-10-23,74376,0.0,
2025-10-24,74195,-181.0,
2025-10-27,73896,-299.0,
2025-10-28,73896,0.0,
2025-10-29,73777,-119.0,
2025-10-30,73777,0.0,
2025-10-31,73657,-120.0,
2025-11-03,73482,-175.0,
2025-11-04,73300,-182.0,
2025-11-05,73300,0.0,
2025-11-06,72462,-838.0,
2025-11-07,72091,-371.0,-371.0
2025-11-10,72031,-60.0,-60.0
2025-11-11,71735,-296.0,-296.0
2025-11-12,71436,-299.0,-299.0
2025-11-13,71197,-239.0,-239.0
2025-11-14,70365,-832.0,-832.0
2026-03-18,53481,-16884.0,
2026-03-19,40838,-12643.0,-12643.0
2026-03-20,40838,0.0,0.0
2026-03-23,41665,827.0,827.0
2026-03-24,43599,1934.0,1934.0
2026-03-25,43537,-62.0,-62.0
2026-03-26,45676,2139.0,2139.0
2026-03-27,45676,0.0,0.0
2026-03-30,45676,0.0,0.0
2026-03-31,45676,0.0,0.0
2026-04-01,45985,309.0,309.0
2026-04-02,45985,0.0,0.0
2026-04-03,47174,1189.0,1189.0
2026-04-07,47542,368.0,368.0
2026-04-08,48566,1024.0,1024.0
2026-04-09,48566,0.0,0.0
2026-04-10,48566,0.0,0.0
2026-04-13,49727,1161.0,1161.0
2026-04-14,49727,0.0,0.0
2026-04-15,52258,2531.0,2531.0
2026-04-16,52897,639.0,639.0
2026-04-17,52897,0.0,0.0
2026-04-20,47016,-5881.0,-5881.0
2026-04-21,49646,2630.0,2630.0
2026-04-22,50242,596.0,596.0
2026-04-23,50242,0.0,0.0
2026-04-24,50242,0.0,0.0
2026-04-27,51170,928.0,928.0
2026-04-28,52379,1209.0,1209.0
2026-04-29,52688,309.0,309.0
2026-04-30,55202,2514.0,2514.0
2026-05-06,55202,0.0,0.0
2026-05-07,57637,2435.0,2435.0
2026-05-08,58582,945.0,945.0
2026-05-11,64098,5516.0,5516.0
2026-05-12,65870,1772.0,1772.0
2026-05-13,67887,2017.0,2017.0
2026-05-14,70233,2346.0,2346.0
2026-05-15,70469,236.0,236.0
2026-05-18,70296,-173.0,-173.0
2026-05-19,71936,1640.0,1640.0
2026-05-20,72628,692.0,692.0
2026-05-21,72444,-184.0,-184.0
2026-05-22,72385,-59.0,-59.0
2026-05-25,72328,-57.0,-57.0
2026-05-26,72887,559.0,559.0
2026-05-27,73912,1025.0,1025.0
2026-05-28,74528,616.0,616.0
2026-05-29,77550,3022.0,3022.0
2026-06-01,77195,-355.0,-355.0
2026-06-02,82518,5323.0,5323.0
2026-06-03,82456,-62.0,-62.0
2026-06-04,81729,-727.0,-727.0
2026-06-05,84186,2457.0,2457.0
2026-06-08,93056,8870.0,8870.0
2026-06-09,92660,-396.0,-396.0
2026-06-10,93335,675.0,675.0
2026-06-11,93479,144.0,144.0
2026-06-12,93330,-149.0,-149.0
2026-06-15,93034,-296.0,-296.0
2026-06-16,93225,191.0,191.0
2026-06-17,93100,-125.0,-125.0
2026-06-18,91833,-1267.0,-1267.0
2026-06-22,94396,2563.0,2563.0
2026-06-23,94396,0.0,0.0
2026-06-24,94337,-59.0,-59.0
2026-06-25,94221,-116.0,-116.0
2026-06-26,94144,-77.0,-77.0
