时间,涨跌,涨跌幅,成交额,MA5,MA10,MA20,MA60,EMA20,ATR14,RSI14,MACD,MACD_SIGNAL,MACD_HIST,BOLL_UP,BOLL_LOW,BOLL_MID,BOLL_WIDTH,WILLIAMS_R14,KDJ_K,KDJ_D,KDJ_J,CCI20,PLUS_DI14,MINUS_DI14,ADX14,STOCH_RSI,PSAR,HHV20,LLV20,BREAKOUT_LONG20,BREAKOUT_SHORT20,VOL_MA20,OBV,VWAP20,BUY_PRESSURE,SELL_PRESSURE,PRICE_EFFICIENCY,LIQUIDITY_RATIO,DRAWDOWN_20,MAX_DRAWDOWN_20,SHARPE_RATIO_20,VAR_95_1D,RSI_UPPER_DYNAMIC,RSI_LOWER_DYNAMIC,PANIC_INDEX,MARKET_BREADTH,OI_MA20,OI_CHANGE,OI_CHANGE_PCT,OI_CONCENTRATION,ROLLOVER_PRESSURE,MONEY_FLOW_DIRECTION,PRICE_OI_DIVERGENCE
2020-03-12,,,,307.82000000000005,336.65,369.51,430.1666666666667,357.5752688409003,17.199999999999996,11.559541604384648,-34.928992920538974,-24.945361093073608,-9.983631827465366,460.1660625893839,278.8539374106161,369.51,181.31212517876781,-96.70698924731181,6.784041262925292,12.722382216269736,-5.092640643763595,-120.28332225222323,8.887043189368763,75.41528239202661,44.58802006182169,0.0,422.0,419.6,261.1,0,1,40639.25,1178477,348.7506687910497,0.3024691358024715,0.6975308641975285,0.8580246913580238,6420370.370370375,-37.77407054337463,-37.77407054337463,-9.04276831667367,-9.099858691709848,71.72892653798087,22.373809414254822,7.0,0.0,29859.15,-368.0,-0.8838292864519537,0.2890485986911051,1.5470841331837653,-0.1,0.0
2020-03-13,,,,289.78000000000003,328.01000000000005,362.45500000000004,426.8616666666667,348.9585765703384,17.41428571428571,15.248041775456912,-37.75785623754706,-27.5078601219683,-10.24999611557876,461.9626400134804,262.9473599865197,362.45500000000004,199.01528002696068,-89.05305574210878,8.770804678280665,11.405189703606714,3.502034627628568,-101.3675994119271,8.777686628383913,71.04183757178016,49.92179385911039,9.049682210673867,250.8,419.6,261.1,0,0,44242.25,1275773,337.5629059703488,0.8763440860215076,0.1236559139784924,0.3225806451612909,5230967.741935494,-36.34413727359389,-37.77407054337463,-8.464542491097976,-9.099858691709848,71.72892653798087,20.780201617758124,7.0,0.0,30277.75,-2262.0,-5.481111730354504,0.2929564721501912,1.725806650719763,0.0,-1.0
2020-03-16,,,,271.8,316.65,354.34499999999997,423.225,339.36252165887754,18.435714285714287,13.93794749403341,-41.051605488906205,-30.21660919535588,-10.834996293550326,463.3823663619846,245.30763363801532,354.34499999999997,218.0747327239693,-99.64936886395512,5.977208319061786,9.595862575425071,-1.2601001936647869,-94.45045989317029,8.291359938008513,66.48585819449825,55.20708292788529,10.16258248828802,390.3,419.6,248.2,0,1,47981.75,1177319,327.1205964073146,0.03125,0.96875,1.1812500000000021,6153375.0,-40.84842707340325,-40.84842707340325,-9.773604831460684,-9.099858691709848,71.72892653798087,19.88699999657328,8.0,0.0,30685.4,-132.0,-0.3384007998564309,0.2957921226393355,2.230851352497434,0.0,-1.0
2020-03-17,,,,259.58000000000004,304.23,346.37,419.56333333333333,330.5184719770797,17.95,15.028306742151315,-43.299966235823945,-32.833280603449495,-10.46668563237445,462.5945938281829,230.14540617181711,346.37,232.44918765636578,-96.35568513119533,5.224884911120556,8.1388700206569,-0.6030853079521297,-87.25902115758709,8.515718265021878,65.6983684838838,58.01718586582085,14.821528990687714,390.3,419.6,246.5,0,1,51676.55,1078978,317.55312635357166,0.4950495049504953,0.5049504950495046,0.16831683168316727,9736732.673267331,-41.253574833174454,-41.253574833174454,-9.675450354177904,-9.099858691709848,71.72892653798087,17.462091527203047,8.0,0.0,31080.95,-345.0,-0.8874598070739537,0.29742597543330435,2.734551401072374,0.0,-1.0
2020-03-18,,,,251.94,291.14,337.53499999999997,415.6616666666667,321.5929032173578,17.57857142857143,15.34419337887546,-45.341844698670286,-35.33499342249365,-10.006851276176633,459.01858823530887,216.05141176469107,337.53499999999997,242.9671764706178,-98.61014593467686,3.9890735016979733,6.755604514337257,-1.5439885235805946,-83.23920738900583,8.695652173913034,62.9418935392117,59.936470728912404,16.171266651794443,390.3,419.6,236.8,0,1,53821.5,1002122,308.8841789681323,0.27777777777777823,0.7222222222222218,1.3472222222222228,10674444.44444446,-43.56530028598665,-43.56530028598665,-11.181667647716232,-9.099858691709848,71.72892653798087,15.920244298265054,8.0,0.0,31469.05,-530.0,-1.3755515182974354,0.29772496756052125,2.4244086348333385,0.3,-1.0
2020-03-19,,,,245.66,276.74,328.04,411.64500000000004,312.841198149038,17.842857142857145,16.026344676180017,-46.991272614590684,-37.66624926091306,-9.325023353677622,452.1726692653757,203.90733073462434,328.04,248.26533853075136,-90.68776628119295,6.78226026494227,6.764489764538928,6.817801265748953,-82.55191434910434,8.566853482786218,63.97117694155323,61.70827896252791,19.085999943753293,390.3,415.4,229.7,0,1,57758.55,895647,298.5964262722431,0.7727272727272725,0.22727272727272746,0.35858585858586006,5377525.252525257,-44.703899855560906,-44.703899855560906,-12.537088283273787,-9.099858691709848,71.72892653798087,15.889914416719106,8.0,0.0,31767.3,-2508.0,-6.599999999999994,0.2958684434594245,2.520344263178708,0.3,-1.0
2020-03-20,,,,241.22000000000003,265.5,319.515,407.8333333333333,306.3706078491296,17.79285714285714,19.09042834479112,-46.535510752538755,-39.4401015592382,-7.095409193300554,441.7910857972421,197.23891420275788,319.515,244.5521715944842,-81.43639683505782,15.429947472765516,9.652975667281124,26.983891083734296,-63.18328887040724,11.92292252107586,63.42834203131271,63.11197774771137,32.1783838672875,214.4,400.2,229.7,0,0,60840.0,981804,292.2487576703923,1.0,0.0,2.026666666666669,11487600.0,-38.80559720139929,-44.703899855560906,-9.450984110886198,-9.099858691709848,71.72892653798087,15.889914416719106,9.0,0.0,31976.45,-2113.0,-5.953454299560468,0.2935048575759624,2.537714715153183,0.3,-1.0
2020-03-23,,,,240.16,255.98000000000002,311.65,403.9066666666667,300.3257880539744,18.85,14.92864983534578,-45.807657319278235,-40.713612711246206,-5.0940446080320285,432.29909535726364,191.00090464273632,311.65,241.29819071452732,-81.7455439459127,22.508853870732572,13.93826840176494,39.650024808667844,-64.1185182565023,5.721864342553994,69.04130352406213,66.82468368136395,14.580386880151355,375.9,399.3,229.7,0,0,64224.4,884517,285.24999787204445,0.9867109634551493,0.013289036544850677,0.06644518272425244,3232126.245847174,-39.16854495366891,-44.703899855560906,-8.90233879588822,-9.099858691709848,71.72892653798087,15.340488802717227,8.0,0.0,32241.65,-1296.0,-3.8826807274034536,0.28860947329320574,2.6376696761050473,0.3,-1.0
2020-03-24,,,,241.71999999999997,250.65,304.4,400.14166666666665,295.9423796678816,19.48571428571429,20.251836306400847,-43.805975486162026,-41.33208526622937,-2.473890219932656,420.2012998745323,188.59870012546764,304.4,231.60259974906467,-74.73878303626304,38.14779447238028,22.008110425303386,70.42716256653408,-43.662918948589414,10.483870967741929,66.78885630498532,69.02481104413701,37.61737852972769,213.2,382.4,229.7,0,0,66816.65,965893,280.78363868387095,0.7340425531914895,0.26595744680851047,1.2127659574468084,8657021.27659574,-33.498953974895386,-44.703899855560906,-7.511201778655087,-9.099858691709848,56.10232574394107,15.340488802717227,8.0,0.0,32459.5,-2333.0,-7.271763862481684,0.28302088986419216,2.6742706492635815,0.1,1.0
2020-03-25,,,,246.22000000000003,249.08,298.245,396.51666666666665,292.4526292233214,19.385714285714293,19.831223628691987,-41.33963244897808,-41.33359470277911,-0.00603774619897024,409.59040805411166,186.89959194588835,298.245,222.69081610822332,-69.94784876140808,52.77468623188342,32.2636356941634,93.79678730732346,-34.75812434706747,10.501105379513639,67.13338246131168,71.65521429117031,47.30609537205681,213.2,373.7,229.7,0,0,67473.35,1015788,277.12600989872294,0.6727272727272724,0.32727272727272766,0.9090909090909044,9071818.181818135,-30.61279100883062,-44.703899855560906,-6.334112628482613,-9.099858691709848,51.87904142761667,15.340488802717227,7.0,0.0,32609.15,-2367.0,-7.956302521008407,0.2782043986111759,2.634188568372056,-0.1,1.0
2020-03-26,,,,250.92,248.29000000000002,292.47,392.72999999999996,288.7142835830051,18.61428571428572,20.97044060234245,-39.422815169714454,-40.95143879616618,1.5286236264517257,400.35657006319093,184.58342993680913,292.47,215.7731401263818,-67.97437950360289,61.58576441861535,42.037678602314045,100.68193605121795,-34.11465813129369,10.936300844205686,64.58173445894089,73.42626824120562,65.13848323843114,338.1,373.7,229.7,0,0,67630.4,970079,273.4836271854077,0.19047619047618966,0.8095238095238103,0.7261904761904784,5441547.619047616,-32.24511640353226,-44.703899855560906,-6.142788451727268,-9.099858691709848,51.669655790853284,15.340488802717227,7.0,0.0,32764.8,-1794.0,-6.551510060986743,0.2720705584059804,2.3914492739828703,-0.1,1.0
2020-03-27,,,,251.82000000000002,246.51999999999998,287.265,388.81666666666666,284.9700660989094,17.807142857142864,22.94081757169006,-37.77490630226049,-40.31613229738504,2.541225995124549,392.77250085582494,181.75749914417503,287.265,211.01500171164992,-61.652542372881356,66.24854719069833,50.10796813177547,98.52970530854405,-34.2264972680863,11.432009626955482,62.73565984757319,74.67764892051146,100.00000000000001,338.1,373.7,229.7,0,0,67943.75,920485,270.04357688038516,0.29113924050633033,0.7088607594936697,0.4810126582278456,6277721.518987337,-33.261974846133256,-44.703899855560906,-5.728249857813667,-9.099858691709848,50.37304880171762,15.340488802717227,6.0,0.0,32967.35,-946.0,-3.696901012153664,0.26285852164561613,2.27771421125579,0.1,0.0
2020-03-30,,,,252.37999999999997,246.26999999999998,281.46,384.8316666666667,281.23005980377513,16.52142857142858,27.42523705324581,-36.34848304368819,-39.52260244664567,3.17411940295748,382.3762529291638,180.54374707083616,281.46,201.83250585832764,-59.876543209876544,66.78226040966526,55.66606555773873,89.01465011351831,-36.82594493286567,12.321660181582368,58.8413316039775,74.6924284989402,100.0,338.1,373.7,229.7,0,0,67685.2,868471,265.3028556956814,0.8224299065420554,0.17757009345794464,0.34579439252336647,4861121.495327109,-34.25207385603426,-44.703899855560906,-6.54268287902448,-9.099858691709848,49.96045645819771,15.340488802717227,6.0,0.0,33183.25,-1600.0,-6.49271598425516,0.25132861614009366,2.1226951285787528,0.1,0.0
