时间,MA5,MA10,MA20,MA60,EMA20,ATR14,RSI14,MACD,MACD_SIGNAL,MACD_HIST,BOLL_UP,BOLL_LOW,BOLL_MID,BOLL_WIDTH,STOCH_RSI,VOL_MA20,MAX_DRAWDOWN_20,RSI_UPPER_DYNAMIC,RSI_LOWER_DYNAMIC,MARKET_BREADTH,OI_MA20
2018-05-07,447.98,444.3,432.79499999999996,428.4925925925926,437.55672136111536,9.864285714285712,74.26356589147281,7.166045953384355,4.81712187900157,2.3489240743827846,463.2209913128302,402.3690086871697,432.79499999999996,60.851982625660526,90.2735445863433,38646.75,-6.606187485461734,71.77641750544281,21.972369194591458,0.9,7641.7
2018-05-08,450.96000000000004,446.53999999999996,435.675,429.5857142857143,439.60846218386627,9.72142857142857,77.67145135566184,7.960009625750331,5.445699428351323,2.5143101973990083,464.4900454121673,406.8599545878327,435.675,57.630090824334616,100.0,40314.05,-6.420097697138861,72.4566558918601,22.134038800705515,0.95,7996.2
2018-05-09,455.3,449.09,438.82,430.8137931034483,442.04575149968855,10.814285714285713,78.72340425531911,8.977958262210848,6.152151195123228,2.82580706708762,465.9802340893718,411.6597659106282,438.82,54.32046817874357,100.0,46034.0,-3.8148406606187457,73.25964322405899,22.295708406819568,1.0,8402.6
2018-05-10,461.18,452.0,441.965,432.3333333333333,445.3175846901944,10.985714285714286,81.25836680053543,10.566630746478097,7.035047105394202,3.5315836410838948,471.2631246031748,412.66687539682516,441.965,58.596249206349626,100.0,48628.15,-2.814608048383338,74.30740443731617,22.457378012933624,1.0,8943.3
2018-05-11,466.03999999999996,455.32,444.63500000000005,433.5870967741936,447.78257662446157,10.635714285714284,72.17391304347822,11.276084906556719,7.883254665626707,3.392830240930012,474.3900190370421,414.879980962958,444.63500000000005,59.51003807408415,49.6513916295668,51109.45,-2.0791415157612514,74.26356589147281,22.619047619047677,1.0,9335.15
2018-05-14,467.5,457.74000000000007,446.4799999999999,434.5875,449.47947408879855,10.792857142857144,70.43847241867047,11.256699021643328,8.557943536830031,2.6987554848132973,476.6479230134818,416.31207698651804,446.4799999999999,60.335846026963736,40.0330895604185,52564.0,-2.2670025188916587,73.92892500233486,24.24016563147004,1.0,9585.5
2018-05-15,470.23999999999995,460.6,448.77,435.74545454545455,451.700476556532,10.87857142857143,72.09612817089454,11.687588154299192,9.183872460323864,2.5037156939753284,479.6564882739157,417.88351172608424,448.77,61.77297654783149,37.46990953009666,54737.9,-2.2670025188916587,73.59428411319693,25.861283643892406,1.0,9945.3
2018-05-16,471.82,463.56000000000006,451.20500000000004,436.84411764705885,453.7385264082909,10.200000000000001,69.08284023668641,11.915919091231387,9.730281786505369,2.1856373047260185,481.677937087469,420.7320629125311,451.20500000000004,60.9458741749379,16.904939029509702,57951.7,-2.2670025188916587,73.25964322405899,27.48240165631477,1.0,10255.15
2018-05-17,472.91999999999996,467.05,453.93,438.13142857142856,456.4205715122632,10.378571428571433,82.71236959761552,12.66101120317279,10.316427669838854,2.344583533333937,485.1772045065424,422.6827954934576,453.93,62.494409013084805,100.0,62081.85,-2.2670025188916587,74.30740443731617,29.103519668737135,1.0,10705.45
2018-05-18,475.98,471.01000000000005,456.77,439.475,459.2852789872858,10.100000000000007,83.01610541727676,13.467439368332862,10.946630009537657,2.520809358795205,489.0524443084212,424.4875556915788,456.77,64.56488861684238,100.0,64556.55,-2.2670025188916587,74.48275862068962,30.724637681159493,1.0,11087.75
