date,receipt,change
2025-06-03,62690,0
2025-06-04,61803,12
2025-06-05,61309,0
2025-06-06,60573,0
2025-06-09,60179,0
2025-06-10,59252,24
2025-06-11,58674,0
2025-06-12,58372,24
2025-06-13,57920,0
2025-06-16,56823,0
2025-06-17,56068,0
2025-06-18,55620,0
2025-06-19,55179,96
2025-06-20,54623,0
2025-06-23,54184,0
2025-06-24,53570,108
2025-06-25,53263,0
2025-06-26,53234,0
2025-06-27,52744,0
2025-06-30,52473,24
2025-07-01,52137,0
2025-07-02,51916,0
2025-07-03,51854,0
2025-07-04,51701,60
2025-07-07,51349,0
2025-07-08,51077,0
2025-07-09,50792,0
2025-07-10,50544,0
2025-07-11,50229,0
2025-07-14,50090,0
2025-07-15,50258,504
2025-07-16,50215,0
2025-07-17,50357,204
2025-07-18,50393,156
2025-07-21,50141,0
2025-07-22,50053,0
2025-07-23,50106,96
2025-07-24,49776,0
2025-07-25,49710,0
2025-07-28,50113,420
2025-07-29,50082,168
2025-07-30,49846,0
2025-07-31,50644,900
2025-08-01,50516,0
2025-08-04,50312,0
2025-08-05,50806,1247
2025-08-06,50580,0
2025-08-07,50475,60
2025-08-08,50340,0
2025-08-11,50760,492
2025-08-12,50658,48
2025-08-13,50701,84
2025-08-14,50693,48
2025-08-15,50599,0
2025-08-18,50710,156
2025-08-19,50625,0
2025-08-20,50613,72
2025-08-21,51166,1092
2025-08-22,51049,216
2025-08-25,50938,12
2025-08-26,50822,296
2025-08-27,50709,0
2025-08-28,50656,72
2025-08-29,50453,0
2025-09-01,50400,72
2025-09-02,50029,0
2025-09-03,50348,378
2025-09-04,50072,156
2025-09-05,49972,0
2025-09-08,49922,48
2025-09-09,49955,72
2025-09-10,50045,442
2025-09-11,50093,48
2025-09-12,49998,0
2025-09-15,49905,0
2025-09-16,49872,0
2025-09-17,49896,36
2025-09-18,49871,12
2025-09-19,49874,36
