排名,会员简称,成交量,比上交易增减,date,contract,position_type,symbol
1,东证期货,110158,-18460.0,2026-06-22,rb2610,成交量,RB
2,中信期货,85470,-58324.0,2026-06-22,rb2610,成交量,RB
3,国泰君安,77779,-128647.0,2026-06-22,rb2610,成交量,RB
4,银河期货,45343,-34787.0,2026-06-22,rb2610,成交量,RB
5,海通期货,40221,-57047.0,2026-06-22,rb2610,成交量,RB
6,华闻期货,37790,7127.0,2026-06-22,rb2610,成交量,RB
7,华泰期货,31307,-61109.0,2026-06-22,rb2610,成交量,RB
8,永安期货,30144,-21006.0,2026-06-22,rb2610,成交量,RB
9,广发期货,29805,-22530.0,2026-06-22,rb2610,成交量,RB
10,中信建投,24573,510.0,2026-06-22,rb2610,成交量,RB
11,中泰期货,24448,-14778.0,2026-06-22,rb2610,成交量,RB
12,浙商期货,21018,-14222.0,2026-06-22,rb2610,成交量,RB
13,南华期货,20789,-29156.0,2026-06-22,rb2610,成交量,RB
14,方正中期,18215,-19126.0,2026-06-22,rb2610,成交量,RB
15,瑞达期货,16022,-18979.0,2026-06-22,rb2610,成交量,RB
16,高盛期货,14384,-15842.0,2026-06-22,rb2610,成交量,RB
17,中金财富,10995,-18702.0,2026-06-22,rb2610,成交量,RB
18,徽商期货,10855,-13520.0,2026-06-22,rb2610,成交量,RB
19,国元期货,10244,-12171.0,2026-06-22,rb2610,成交量,RB
20,东方财富,9823,-3948.0,2026-06-22,rb2610,成交量,RB
1,东证期货,110969,811.0,2026-06-23,rb2610,成交量,RB
2,中信期货,98331,12861.0,2026-06-23,rb2610,成交量,RB
3,国泰君安,87089,9310.0,2026-06-23,rb2610,成交量,RB
4,银河期货,46711,1368.0,2026-06-23,rb2610,成交量,RB
5,华泰期货,41953,10646.0,2026-06-23,rb2610,成交量,RB
6,华闻期货,38861,1071.0,2026-06-23,rb2610,成交量,RB
7,广发期货,36199,6394.0,2026-06-23,rb2610,成交量,RB
8,永安期货,29525,-619.0,2026-06-23,rb2610,成交量,RB
9,中泰期货,25499,1051.0,2026-06-23,rb2610,成交量,RB
10,海通期货,23951,-16270.0,2026-06-23,rb2610,成交量,RB
11,南华期货,22040,1251.0,2026-06-23,rb2610,成交量,RB
12,高盛期货,21898,7514.0,2026-06-23,rb2610,成交量,RB
13,瑞达期货,18779,2757.0,2026-06-23,rb2610,成交量,RB
14,方正中期,18486,271.0,2026-06-23,rb2610,成交量,RB
15,中信建投,18175,-6398.0,2026-06-23,rb2610,成交量,RB
16,国元期货,14149,3905.0,2026-06-23,rb2610,成交量,RB
17,中辉期货,12611,3769.0,2026-06-23,rb2610,成交量,RB
18,浙商期货,12173,-8845.0,2026-06-23,rb2610,成交量,RB
19,徽商期货,11737,882.0,2026-06-23,rb2610,成交量,RB
20,创元期货,11132,3520.0,2026-06-23,rb2610,成交量,RB
1,东证期货,123254,12285.0,2026-06-24,rb2610,成交量,RB
2,中信期货,109333,11002.0,2026-06-24,rb2610,成交量,RB
3,国泰君安,98768,11679.0,2026-06-24,rb2610,成交量,RB
4,银河期货,52594,5883.0,2026-06-24,rb2610,成交量,RB
5,华泰期货,39760,-2193.0,2026-06-24,rb2610,成交量,RB
6,永安期货,35122,5597.0,2026-06-24,rb2610,成交量,RB
7,广发期货,29744,-6455.0,2026-06-24,rb2610,成交量,RB
8,中泰期货,29439,3940.0,2026-06-24,rb2610,成交量,RB
