date,value,change,增减
2025-05-06,14950,0.0,
2025-05-07,20125,5175.0,
2025-05-08,20125,0.0,
2025-05-09,27125,7000.0,
2025-05-12,27125,0.0,
2025-05-13,29886,2761.0,
2025-05-14,31786,1900.0,
2025-05-15,31786,0.0,
2025-05-16,36286,4500.0,
2025-05-19,38311,2025.0,
2025-05-20,38311,0.0,
2025-05-21,38311,0.0,
2025-05-22,38311,0.0,
2025-05-23,29265,-9046.0,
2025-05-26,27483,-1782.0,
2025-05-27,26939,-544.0,
2025-05-28,26899,-40.0,
2025-05-29,26789,-110.0,
2025-05-30,26598,-191.0,
2025-06-03,26598,0.0,
2025-06-04,26598,0.0,
2025-06-05,26568,-30.0,
2025-06-06,26548,-20.0,
2025-06-09,26528,-20.0,
2025-06-10,26378,-150.0,
2025-06-11,26357,-21.0,
2025-06-12,26344,-13.0,
2025-06-13,26263,-81.0,
2025-06-16,26091,-172.0,
2025-06-17,26091,0.0,
2025-06-18,26011,-80.0,
2025-06-19,26001,-10.0,
2025-06-20,26001,0.0,
2025-06-23,26001,0.0,
2025-06-24,26001,0.0,
2025-06-25,25951,-50.0,
2025-06-26,25951,0.0,
2025-06-27,35561,9610.0,
2025-06-30,40300,4739.0,
2025-07-01,40300,0.0,
2025-07-02,40300,0.0,
2025-07-03,40300,0.0,
2025-07-04,40280,-20.0,
2025-07-07,40280,0.0,
2025-07-08,42250,1970.0,
2025-07-09,42250,0.0,
2025-07-10,42200,-50.0,
2025-07-11,42150,-50.0,
2025-07-14,42140,-10.0,
2025-07-15,41840,-300.0,
2025-07-16,41840,0.0,
2025-07-17,41840,0.0,
2025-07-18,41839,-1.0,
2025-07-21,41739,-100.0,
2025-07-22,41276,-463.0,
2025-07-23,41446,170.0,
2025-07-24,40714,-732.0,
2025-07-25,40504,-210.0,
2025-07-28,39283,-1221.0,
2025-07-29,35782,-3501.0,
2025-07-30,22562,-13220.0,
2025-07-31,0,-22562.0,
2025-08-01,1000,1000.0,
2025-08-04,5275,4275.0,
2025-08-05,10950,5675.0,
2025-08-06,10950,0.0,
2025-08-07,10950,0.0,
2025-08-08,10950,0.0,
2025-08-11,10850,-100.0,
2025-08-12,10850,0.0,
2025-08-13,8925,-1925.0,
2025-08-14,10925,2000.0,
2025-08-15,10925,0.0,
2025-08-18,10925,0.0,
2025-08-19,10925,0.0,
2025-08-20,10925,0.0,
2025-08-21,10925,0.0,
2025-08-22,10925,0.0,
2025-08-25,10925,0.0,
2025-08-26,10925,0.0,
2025-08-27,10925,0.0,
2025-08-28,10925,0.0,
2025-08-29,12725,1800.0,
2025-09-01,15125,2400.0,
2025-09-02,15125,0.0,
2025-09-03,15625,500.0,
2025-09-04,19375,3750.0,
2025-09-05,19375,0.0,
2025-09-08,25875,6500.0,
2025-09-09,25915,40.0,
2025-09-10,25915,0.0,
2025-09-11,27565,1650.0,
2025-09-12,29065,1500.0,
2025-09-15,29065,0.0,
2025-09-16,29065,0.0,
2025-09-17,29065,0.0,
2025-09-18,29065,0.0,
2025-09-19,39055,9990.0,
2025-09-22,39055,0.0,
2025-09-23,39055,0.0,
2025-09-24,39055,0.0,
2025-09-25,39055,0.0,
2025-09-26,39055,0.0,
2025-09-29,39055,0.0,
2025-09-30,39055,0.0,
2025-10-09,39055,0.0,
2025-10-10,41285,2230.0,
2025-10-13,41285,0.0,
2025-10-14,41198,-87.0,
2025-10-15,43256,2058.0,
2025-10-16,43122,-134.0,
2025-10-17,42882,-240.0,
2025-10-20,42761,-121.0,
2025-10-21,42732,-29.0,
2025-10-22,42582,-150.0,
2025-10-23,42582,0.0,
2025-10-24,42582,0.0,
2025-10-27,42382,-200.0,
2025-10-28,42382,0.0,
2025-10-29,42332,-50.0,
2025-10-30,42332,0.0,
2025-10-31,42332,0.0,
2025-11-03,42332,0.0,
2025-11-04,42152,-180.0,
2025-11-05,42122,-30.0,
2025-11-06,42102,-20.0,
2025-11-07,41646,-456.0,-456.0
2025-11-10,41533,-113.0,-113.0
2025-11-11,41433,-100.0,-100.0
2025-11-12,41426,-7.0,-7.0
2025-11-13,41419,-7.0,-7.0
2025-11-14,41288,-131.0,-131.0
2026-03-18,36952,-4336.0,
2026-03-19,36728,-224.0,-224.0
2026-03-20,36685,-43.0,-43.0
2026-03-23,35370,-1315.0,-1315.0
2026-03-24,35220,-150.0,-150.0
2026-03-25,34913,-307.0,-307.0
2026-03-26,34913,0.0,0.0
2026-03-27,34461,-452.0,-452.0
2026-03-30,22430,-12031.0,-12031.0
2026-03-31,0,-22430.0,-22430.0
2026-04-01,3750,3750.0,3750.0
2026-04-02,3750,0.0,0.0
2026-04-03,19180,15430.0,15430.0
2026-04-07,19180,0.0,0.0
2026-04-08,20580,1400.0,1400.0
2026-04-09,20580,0.0,0.0
2026-04-10,27580,7000.0,7000.0
2026-04-13,27580,0.0,0.0
2026-04-14,27580,0.0,0.0
2026-04-15,27580,0.0,0.0
2026-04-16,27580,0.0,0.0
2026-04-17,27580,0.0,0.0
2026-04-20,27580,0.0,0.0
2026-04-21,27580,0.0,0.0
2026-04-22,27580,0.0,0.0
2026-04-23,27580,0.0,0.0
2026-04-24,27580,0.0,0.0
2026-04-27,27580,0.0,0.0
2026-04-28,27580,0.0,0.0
2026-04-29,32080,4500.0,4500.0
2026-04-30,32080,0.0,0.0
2026-05-06,32080,0.0,0.0
2026-05-07,32080,0.0,0.0
2026-05-08,32080,0.0,0.0
2026-05-11,32080,0.0,0.0
2026-05-12,32080,0.0,0.0
2026-05-13,32080,0.0,0.0
2026-05-14,36580,4500.0,4500.0
2026-05-15,36580,0.0,0.0
2026-05-18,36580,0.0,0.0
2026-05-19,36580,0.0,0.0
2026-05-20,36580,0.0,0.0
2026-05-21,36580,0.0,0.0
2026-05-22,36580,0.0,0.0
2026-05-25,36580,0.0,0.0
2026-05-26,36520,-60.0,-60.0
2026-05-27,36520,0.0,0.0
2026-05-28,36461,-59.0,-59.0
2026-05-29,36237,-224.0,-224.0
2026-06-01,36237,0.0,0.0
2026-06-02,36207,-30.0,-30.0
2026-06-03,36207,0.0,0.0
2026-06-04,36207,0.0,0.0
2026-06-05,36207,0.0,0.0
2026-06-08,36207,0.0,0.0
2026-06-09,40204,3997.0,3997.0
2026-06-10,40204,0.0,0.0
2026-06-11,40204,0.0,0.0
2026-06-12,40204,0.0,0.0
2026-06-15,40204,0.0,0.0
2026-06-16,40204,0.0,0.0
2026-06-17,40204,0.0,0.0
2026-06-18,40204,0.0,0.0
2026-06-22,40204,0.0,0.0
2026-06-23,40204,0.0,0.0
2026-06-24,40204,0.0,0.0
2026-06-25,40204,0.0,0.0
2026-06-26,40204,0.0,0.0
