date,receipt,change
2025-06-03,50553,-307
2025-06-04,50373,-180
2025-06-05,50247,-126
2025-06-06,50123,-124
2025-06-09,49881,-242
2025-06-10,49096,-785
2025-06-11,48633,-463
2025-06-12,48451,-182
2025-06-13,48331,-120
2025-06-16,48185,-146
2025-06-17,47655,-530
2025-06-18,47582,-73
2025-06-19,47572,-10
2025-06-20,47512,-60
2025-06-23,47225,-287
2025-06-24,45349,-1876
2025-06-25,44008,-1341
2025-06-26,41753,-2255
2025-06-27,39931,-1822
2025-06-30,38587,-1344
2025-07-01,37925,-662
2025-07-02,37268,-657
2025-07-03,30720,-6548
2025-07-04,29640,-1080
2025-07-07,27652,-1988
2025-07-08,26944,-708
2025-07-09,26672,-272
2025-07-10,25426,-1246
2025-07-11,22466,-2960
2025-07-14,20298,-2168
2025-07-15,15538,-4760
2025-07-16,13188,-2350
2025-07-17,648,-12540
2025-07-18,434,-214
2025-07-21,0,-434
2025-07-22,0,0
2025-07-23,0,0
2025-07-24,0,0
2025-07-25,0,0
2025-07-28,0,0
2025-07-29,0,0
2025-07-30,0,0
2025-07-31,2400,2400
2025-08-01,2400,0
2025-08-04,2400,0
2025-08-05,2400,0
2025-08-06,2400,0
2025-08-07,7906,5506
2025-08-08,17126,9220
2025-08-11,18184,1058
2025-08-12,18184,0
2025-08-13,18184,0
2025-08-14,18184,0
2025-08-15,18184,0
2025-08-18,18184,0
2025-08-19,16484,-1700
2025-08-20,16331,-153
2025-08-21,16237,-94
2025-08-22,15671,-566
2025-08-25,15357,-314
2025-08-26,15219,-138
2025-08-27,14902,-317
2025-08-28,14124,-778
2025-08-29,12750,-1374
2025-09-01,18123,-1107
2025-09-02,18123,0
2025-09-03,15123,-3000
2025-09-04,14493,-630
2025-09-05,20283,5790
2025-09-08,31209,10926
2025-09-09,34029,2820
2025-09-10,31149,-2880
2025-09-11,31149,0
2025-09-12,31149,0
2025-09-15,30642,-507
2025-09-16,30642,0
2025-09-17,30312,-330
2025-09-18,28512,-1800
2025-09-19,27744,-768
