date,receipt,change
2025-06-03,115800,0
2025-06-04,115800,0
2025-06-05,115800,0
2025-06-06,115800,0
2025-06-09,115800,0
2025-06-10,99000,-16800
2025-06-11,99000,0
2025-06-12,99000,0
2025-06-13,99000,0
2025-06-16,99000,0
2025-06-17,99000,0
2025-06-18,99000,0
2025-06-19,99000,0
2025-06-20,91000,-8000
2025-06-23,91000,0
2025-06-24,91000,0
2025-06-25,106840,15840
2025-06-26,375820,268980
2025-06-27,375820,0
2025-06-30,375820,0
2025-07-01,375820,0
2025-07-02,375820,0
2025-07-03,360820,-15000
2025-07-04,330820,-30000
2025-07-07,330820,0
2025-07-08,330820,0
2025-07-09,330820,0
2025-07-10,330820,0
2025-07-11,301630,-29190
2025-07-14,301630,0
2025-07-15,301630,0
2025-07-16,301630,0
2025-07-17,288130,-13500
2025-07-18,288130,0
2025-07-21,288130,0
2025-07-22,395490,107360
2025-07-23,395490,0
2025-07-24,386490,-9000
2025-07-25,386490,0
2025-07-28,386490,0
2025-07-29,386490,0
2025-07-30,386490,0
2025-07-31,386490,0
2025-08-01,386490,0
2025-08-04,386490,0
2025-08-05,386490,0
2025-08-06,373410,-13080
2025-08-07,328410,-45000
2025-08-08,328410,0
2025-08-11,328410,0
2025-08-12,328410,0
2025-08-13,328410,0
2025-08-14,285410,-43000
2025-08-15,285410,0
2025-08-18,285410,0
2025-08-19,285410,0
2025-08-20,285410,0
2025-08-21,262480,-22930
2025-08-22,262480,0
2025-08-25,262480,0
2025-08-26,368880,106400
2025-08-27,445960,77080
2025-08-28,445960,0
2025-08-29,445960,0
2025-09-01,445960,0
2025-09-02,445960,0
2025-09-03,400840,-45120
2025-09-04,400840,0
2025-09-05,400840,0
2025-09-08,340840,-60000
2025-09-09,373640,32800
2025-09-10,373640,0
2025-09-11,373640,0
2025-09-12,373640,0
2025-09-15,373640,0
2025-09-16,373640,0
2025-09-17,476200,102560
2025-09-18,476200,0
2025-09-19,476200,0
