排名,会员简称,成交量,比上交易增减,date,contract,position_type,symbol,持仓量
1,中信期货,227829.0,20219.0,2025-08-18,LC2511,成交量,LC,
2,国泰君安期货,196618.0,49410.0,2025-08-18,LC2511,成交量,LC,
3,广发期货,140499.0,32710.0,2025-08-18,LC2511,成交量,LC,
4,东证期货,100046.0,15492.0,2025-08-18,LC2511,成交量,LC,
5,银河期货,86198.0,23263.0,2025-08-18,LC2511,成交量,LC,
6,华闻期货,84933.0,15712.0,2025-08-18,LC2511,成交量,LC,
7,徽商期货,65045.0,7944.0,2025-08-18,LC2511,成交量,LC,
8,中信建投,55840.0,10212.0,2025-08-18,LC2511,成交量,LC,
9,中泰期货,46622.0,-2849.0,2025-08-18,LC2511,成交量,LC,
10,海通期货,41995.0,4115.0,2025-08-18,LC2511,成交量,LC,
11,宝城期货,41937.0,3248.0,2025-08-18,LC2511,成交量,LC,
12,华泰期货,38305.0,11236.0,2025-08-18,LC2511,成交量,LC,
13,东吴期货,36853.0,10998.0,2025-08-18,LC2511,成交量,LC,
14,方正中期,36342.0,1242.0,2025-08-18,LC2511,成交量,LC,
15,渤海期货,34320.0,7563.0,2025-08-18,LC2511,成交量,LC,
16,东方财富期货,31234.0,-4307.0,2025-08-18,LC2511,成交量,LC,
17,国信期货,30864.0,5501.0,2025-08-18,LC2511,成交量,LC,
18,中辉期货,29006.0,3287.0,2025-08-18,LC2511,成交量,LC,
19,民生期货,24951.0,-495.0,2025-08-18,LC2511,成交量,LC,
20,创元期货,22814.0,5507.0,2025-08-18,LC2511,成交量,LC,
1,中信期货,185829.0,-42000.0,2025-08-19,LC2511,成交量,LC,
2,国泰君安期货,112483.0,-84135.0,2025-08-19,LC2511,成交量,LC,
3,广发期货,104674.0,-35825.0,2025-08-19,LC2511,成交量,LC,
4,东证期货,68960.0,-31086.0,2025-08-19,LC2511,成交量,LC,
5,华闻期货,57073.0,-27860.0,2025-08-19,LC2511,成交量,LC,
6,银河期货,56760.0,-29438.0,2025-08-19,LC2511,成交量,LC,
7,徽商期货,43484.0,-21561.0,2025-08-19,LC2511,成交量,LC,
8,中信建投,41102.0,-14738.0,2025-08-19,LC2511,成交量,LC,
9,中泰期货,37714.0,-8908.0,2025-08-19,LC2511,成交量,LC,
10,华泰期货,30346.0,-7959.0,2025-08-19,LC2511,成交量,LC,
11,方正中期,29942.0,-6400.0,2025-08-19,LC2511,成交量,LC,
12,宝城期货,28019.0,-13918.0,2025-08-19,LC2511,成交量,LC,
13,海通期货,26716.0,-15279.0,2025-08-19,LC2511,成交量,LC,
14,东方财富期货,26212.0,-5022.0,2025-08-19,LC2511,成交量,LC,
15,东吴期货,25136.0,-11717.0,2025-08-19,LC2511,成交量,LC,
16,五矿期货,21013.0,1604.0,2025-08-19,LC2511,成交量,LC,
17,华安期货,18963.0,-3641.0,2025-08-19,LC2511,成交量,LC,
18,国信期货,18549.0,-12315.0,2025-08-19,LC2511,成交量,LC,
19,中辉期货,17892.0,-11114.0,2025-08-19,LC2511,成交量,LC,
20,渤海期货,17283.0,-17037.0,2025-08-19,LC2511,成交量,LC,
1,中信期货,165484.0,-20345.0,2025-08-20,LC2511,成交量,LC,
2,国泰君安期货,157043.0,44560.0,2025-08-20,LC2511,成交量,LC,
3,广发期货,143188.0,38514.0,2025-08-20,LC2511,成交量,LC,
4,银河期货,77292.0,20532.0,2025-08-20,LC2511,成交量,LC,
5,东证期货,71821.0,2861.0,2025-08-20,LC2511,成交量,LC,
6,华闻期货,48876.0,-8197.0,2025-08-20,LC2511,成交量,LC,
7,华泰期货,42955.0,12609.0,2025-08-20,LC2511,成交量,LC,
8,渤海期货,42649.0,25366.0,2025-08-20,LC2511,成交量,LC,
9,宝城期货,42342.0,14323.0,2025-08-20,LC2511,成交量,LC,
10,中信建投,40753.0,-349.0,2025-08-20,LC2511,成交量,LC,
11,徽商期货,34498.0,-8986.0,2025-08-20,LC2511,成交量,LC,
12,中辉期货,33755.0,15863.0,2025-08-20,LC2511,成交量,LC,
13,中泰期货,30527.0,-7187.0,2025-08-20,LC2511,成交量,LC,
14,申银万国,30333.0,15405.0,2025-08-20,LC2511,成交量,LC,
15,海通期货,28908.0,2192.0,2025-08-20,LC2511,成交量,LC,
16,方正中期,28087.0,-1855.0,2025-08-20,LC2511,成交量,LC,
17,国信期货,24150.0,5601.0,2025-08-20,LC2511,成交量,LC,
18,东吴期货,23369.0,-1767.0,2025-08-20,LC2511,成交量,LC,
19,永安期货,21300.0,5051.0,2025-08-20,LC2511,成交量,LC,
20,国富期货,20627.0,15259.0,2025-08-20,LC2511,成交量,LC,
1,中信期货,202459.0,36975.0,2025-08-21,LC2511,成交量,LC,
2,国泰君安期货,134776.0,-22267.0,2025-08-21,LC2511,成交量,LC,
3,广发期货,113520.0,-29668.0,2025-08-21,LC2511,成交量,LC,
4,东证期货,70632.0,-1189.0,2025-08-21,LC2511,成交量,LC,
5,华闻期货,70161.0,21285.0,2025-08-21,LC2511,成交量,LC,
6,银河期货,58717.0,-18575.0,2025-08-21,LC2511,成交量,LC,
7,徽商期货,45173.0,10675.0,2025-08-21,LC2511,成交量,LC,
8,中泰期货,42277.0,11750.0,2025-08-21,LC2511,成交量,LC,
9,中信建投,40325.0,-428.0,2025-08-21,LC2511,成交量,LC,
10,宝城期货,35121.0,-7221.0,2025-08-21,LC2511,成交量,LC,
11,华泰期货,34184.0,-8771.0,2025-08-21,LC2511,成交量,LC,
12,海通期货,29439.0,531.0,2025-08-21,LC2511,成交量,LC,
13,东方财富期货,27441.0,7056.0,2025-08-21,LC2511,成交量,LC,
14,方正中期,26621.0,-1466.0,2025-08-21,LC2511,成交量,LC,
15,东吴期货,23822.0,453.0,2025-08-21,LC2511,成交量,LC,
16,申银万国,21954.0,-8379.0,2025-08-21,LC2511,成交量,LC,
17,中辉期货,21553.0,-12202.0,2025-08-21,LC2511,成交量,LC,
18,国信期货,19123.0,-5027.0,2025-08-21,LC2511,成交量,LC,
19,渤海期货,18366.0,-24283.0,2025-08-21,LC2511,成交量,LC,
20,民生期货,18217.0,2991.0,2025-08-21,LC2511,成交量,LC,
1,中信期货,,12879.0,20250822,LC2511,成交量,LC,215338.0
2,国泰君安期货,,39389.0,20250822,LC2511,成交量,LC,174165.0
3,广发期货,,17613.0,20250822,LC2511,成交量,LC,131133.0
4,东证期货,,20823.0,20250822,LC2511,成交量,LC,91455.0
5,华闻期货,,13080.0,20250822,LC2511,成交量,LC,83241.0
6,银河期货,,6470.0,20250822,LC2511,成交量,LC,65187.0
7,徽商期货,,9974.0,20250822,LC2511,成交量,LC,55147.0
8,中信建投,,14712.0,20250822,LC2511,成交量,LC,55037.0
9,中泰期货,,8680.0,20250822,LC2511,成交量,LC,50957.0
10,宝城期货,,7309.0,20250822,LC2511,成交量,LC,42430.0
11,华泰期货,,5574.0,20250822,LC2511,成交量,LC,39758.0
12,方正中期,,11084.0,20250822,LC2511,成交量,LC,37705.0
13,海通期货,,6174.0,20250822,LC2511,成交量,LC,35613.0
14,国信期货,,10716.0,20250822,LC2511,成交量,LC,29839.0
15,东吴期货,,5997.0,20250822,LC2511,成交量,LC,29819.0
16,东方财富期货,,373.0,20250822,LC2511,成交量,LC,27814.0
17,中辉期货,,5120.0,20250822,LC2511,成交量,LC,26673.0
18,渤海期货,,6670.0,20250822,LC2511,成交量,LC,25036.0
19,民生期货,,5102.0,20250822,LC2511,成交量,LC,23319.0
20,五矿期货,,5826.0,20250822,LC2511,成交量,LC,23148.0
1,中信期货,,-54312.0,20250825,LC2511,成交量,LC,161026.0
2,国泰君安期货,,-69268.0,20250825,LC2511,成交量,LC,104897.0
3,广发期货,,-37252.0,20250825,LC2511,成交量,LC,93881.0
4,东证期货,,-33801.0,20250825,LC2511,成交量,LC,57654.0
5,华闻期货,,-28935.0,20250825,LC2511,成交量,LC,54306.0
6,银河期货,,-22956.0,20250825,LC2511,成交量,LC,42231.0
7,中泰期货,,-10573.0,20250825,LC2511,成交量,LC,40384.0
8,徽商期货,,-17333.0,20250825,LC2511,成交量,LC,37814.0
9,华泰期货,,-7150.0,20250825,LC2511,成交量,LC,32608.0
10,中信建投,,-23821.0,20250825,LC2511,成交量,LC,31216.0
11,海通期货,,-8358.0,20250825,LC2511,成交量,LC,27255.0
12,方正中期,,-11725.0,20250825,LC2511,成交量,LC,25980.0
13,东方财富期货,,-7566.0,20250825,LC2511,成交量,LC,20248.0
14,宝城期货,,-22368.0,20250825,LC2511,成交量,LC,20062.0
15,国信期货,,-11313.0,20250825,LC2511,成交量,LC,18526.0
16,五矿期货,,-5233.0,20250825,LC2511,成交量,LC,17915.0
17,东吴期货,,-11975.0,20250825,LC2511,成交量,LC,17844.0
18,申银万国,,-4871.0,20250825,LC2511,成交量,LC,15760.0
19,浙商期货,,-3507.0,20250825,LC2511,成交量,LC,14869.0
20,民生期货,,-8586.0,20250825,LC2511,成交量,LC,14733.0
1,中信期货,,-19138.0,20250826,LC2511,成交量,LC,141888.0
2,国泰君安期货,,9668.0,20250826,LC2511,成交量,LC,114565.0
3,广发期货,,-6740.0,20250826,LC2511,成交量,LC,87141.0
4,东证期货,,1333.0,20250826,LC2511,成交量,LC,58987.0
5,银河期货,,379.0,20250826,LC2511,成交量,LC,42610.0
6,华闻期货,,-14048.0,20250826,LC2511,成交量,LC,40258.0
7,徽商期货,,-3907.0,20250826,LC2511,成交量,LC,33907.0
8,中信建投,,-1231.0,20250826,LC2511,成交量,LC,29985.0
9,海通期货,,-217.0,20250826,LC2511,成交量,LC,27038.0
10,中泰期货,,-14284.0,20250826,LC2511,成交量,LC,26100.0
11,华泰期货,,-8502.0,20250826,LC2511,成交量,LC,24106.0
12,东方财富期货,,775.0,20250826,LC2511,成交量,LC,21023.0
13,宝城期货,,-708.0,20250826,LC2511,成交量,LC,19354.0
14,东吴期货,,-2018.0,20250826,LC2511,成交量,LC,15826.0
15,方正中期,,-10331.0,20250826,LC2511,成交量,LC,15649.0
16,五矿期货,,-2692.0,20250826,LC2511,成交量,LC,15223.0
17,华安期货,,284.0,20250826,LC2511,成交量,LC,13939.0
18,国信期货,,-4761.0,20250826,LC2511,成交量,LC,13765.0
19,民生期货,,-2275.0,20250826,LC2511,成交量,LC,12458.0
20,申银万国,,-5353.0,20250826,LC2511,成交量,LC,10407.0
1,中信期货,,34994.0,20250827,LC2511,成交量,LC,176882.0
2,国泰君安期货,,12035.0,20250827,LC2511,成交量,LC,126600.0
3,广发期货,,19571.0,20250827,LC2511,成交量,LC,106712.0
4,东证期货,,16184.0,20250827,LC2511,成交量,LC,75171.0
5,华闻期货,,17254.0,20250827,LC2511,成交量,LC,57512.0
6,银河期货,,4070.0,20250827,LC2511,成交量,LC,46680.0
7,徽商期货,,11975.0,20250827,LC2511,成交量,LC,45882.0
8,中信建投,,14131.0,20250827,LC2511,成交量,LC,44116.0
9,中泰期货,,4446.0,20250827,LC2511,成交量,LC,30546.0
10,海通期货,,2349.0,20250827,LC2511,成交量,LC,29387.0
11,宝城期货,,9551.0,20250827,LC2511,成交量,LC,28905.0
12,华泰期货,,4561.0,20250827,LC2511,成交量,LC,28667.0
13,东方财富期货,,4818.0,20250827,LC2511,成交量,LC,25841.0
14,东吴期货,,8207.0,20250827,LC2511,成交量,LC,24033.0
15,方正中期,,8171.0,20250827,LC2511,成交量,LC,23820.0
16,民生期货,,9629.0,20250827,LC2511,成交量,LC,22087.0
17,五矿期货,,3038.0,20250827,LC2511,成交量,LC,18261.0
18,国信期货,,3589.0,20250827,LC2511,成交量,LC,17354.0
19,创元期货,,7693.0,20250827,LC2511,成交量,LC,17269.0
20,申银万国,,5813.0,20250827,LC2511,成交量,LC,16220.0
1,中信期货,202679.0,25797.0,20250828,LC2511,成交量,LC,
2,国泰君安期货,137013.0,10413.0,20250828,LC2511,成交量,LC,
3,广发期货,129518.0,22806.0,20250828,LC2511,成交量,LC,
4,东证期货,85453.0,10282.0,20250828,LC2511,成交量,LC,
5,华闻期货,73251.0,15739.0,20250828,LC2511,成交量,LC,
6,银河期货,50894.0,4214.0,20250828,LC2511,成交量,LC,
7,徽商期货,45422.0,-460.0,20250828,LC2511,成交量,LC,
8,中信建投,40035.0,-4081.0,20250828,LC2511,成交量,LC,
9,方正中期,37119.0,13299.0,20250828,LC2511,成交量,LC,
10,宝城期货,36421.0,7516.0,20250828,LC2511,成交量,LC,
11,华泰期货,34078.0,5411.0,20250828,LC2511,成交量,LC,
12,中泰期货,32406.0,1860.0,20250828,LC2511,成交量,LC,
13,海通期货,28714.0,-673.0,20250828,LC2511,成交量,LC,
14,申银万国,25970.0,9750.0,20250828,LC2511,成交量,LC,
15,东方财富期货,25556.0,-285.0,20250828,LC2511,成交量,LC,
16,五矿期货,23718.0,5457.0,20250828,LC2511,成交量,LC,
17,东吴期货,20805.0,-3228.0,20250828,LC2511,成交量,LC,
18,国信期货,20261.0,2907.0,20250828,LC2511,成交量,LC,
19,永安期货,19642.0,6698.0,20250828,LC2511,成交量,LC,
20,浙商期货,19053.0,9739.0,20250828,LC2511,成交量,LC,
1,中信期货,,-68034.0,20250829,LC2511,成交量,LC,134645.0
2,国泰君安期货,,-46027.0,20250829,LC2511,成交量,LC,90986.0
3,东证期货,,-31928.0,20250829,LC2511,成交量,LC,53525.0
4,广发期货,,-79278.0,20250829,LC2511,成交量,LC,50240.0
5,华闻期货,,-28492.0,20250829,LC2511,成交量,LC,44759.0
6,徽商期货,,-12583.0,20250829,LC2511,成交量,LC,32839.0
7,中信建投,,-13565.0,20250829,LC2511,成交量,LC,26470.0
8,银河期货,,-24571.0,20250829,LC2511,成交量,LC,26323.0
9,海通期货,,-4404.0,20250829,LC2511,成交量,LC,24310.0
10,中泰期货,,-10407.0,20250829,LC2511,成交量,LC,21999.0
11,方正中期,,-16474.0,20250829,LC2511,成交量,LC,20645.0
12,华泰期货,,-13457.0,20250829,LC2511,成交量,LC,20621.0
13,东方财富期货,,-7997.0,20250829,LC2511,成交量,LC,17559.0
14,宝城期货,,-20089.0,20250829,LC2511,成交量,LC,16332.0
15,东吴期货,,-5297.0,20250829,LC2511,成交量,LC,15508.0
16,五矿期货,,-8423.0,20250829,LC2511,成交量,LC,15295.0
17,民生期货,,-4321.0,20250829,LC2511,成交量,LC,13582.0
18,申银万国,,-14174.0,20250829,LC2511,成交量,LC,11796.0
19,华安期货,,-2897.0,20250829,LC2511,成交量,LC,11369.0
20,国信期货,,-9027.0,20250829,LC2511,成交量,LC,11234.0
1,中信期货,,24877.0,20250901,LC2511,成交量,LC,159522.0
2,国泰君安期货,,19547.0,20250901,LC2511,成交量,LC,110533.0
3,广发期货,,16686.0,20250901,LC2511,成交量,LC,66926.0
4,东证期货,,8822.0,20250901,LC2511,成交量,LC,62347.0
5,华闻期货,,-4921.0,20250901,LC2511,成交量,LC,39838.0
6,银河期货,,12083.0,20250901,LC2511,成交量,LC,38406.0
7,徽商期货,,-1637.0,20250901,LC2511,成交量,LC,31202.0
8,中泰期货,,3164.0,20250901,LC2511,成交量,LC,25163.0
9,中信建投,,-1653.0,20250901,LC2511,成交量,LC,24817.0
10,华泰期货,,3630.0,20250901,LC2511,成交量,LC,24251.0
11,海通期货,,-857.0,20250901,LC2511,成交量,LC,23453.0
12,宝城期货,,3372.0,20250901,LC2511,成交量,LC,19704.0
13,方正中期,,-1997.0,20250901,LC2511,成交量,LC,18648.0
