时间,MA5,MA10,MA20,MA60,EMA20,ATR14,RSI14,MACD,MACD_SIGNAL,MACD_HIST,BOLL_UP,BOLL_LOW,BOLL_MID,BOLL_WIDTH,STOCH_RSI,VOL_MA20,MAX_DRAWDOWN_20,RSI_UPPER_DYNAMIC,RSI_LOWER_DYNAMIC,MARKET_BREADTH,OI_MA20
2015-09-17,3892.0,3911.4,3952.95,4099.083333333333,3958.701950614321,59.57142857142857,37.755102040816325,-67.57495837046599,-66.10940349763447,-1.4655548728315182,4100.845375537125,3805.054624462875,3952.95,295.7907510742498,100.0,63754.4,-11.284486657620995,58.523567962899214,24.64136372926483,0.0,55873.25
2015-09-18,3872.6,3905.6,3938.75,4095.85,3948.635098174862,59.642857142857146,33.935018050541515,-67.74602074775794,-66.43672694765917,-1.3092938000987715,4065.2242536728704,3812.2757463271296,3938.75,252.94850734574084,78.73094174423012,63969.4,-11.284486657620995,58.523567962899214,24.64136372926483,0.0,57497.55
2015-09-21,3858.2,3898.7,3927.8,4091.2,3939.717469777256,52.357142857142854,36.92307692307693,-66.94846539381024,-66.53907463688938,-0.4093907569208568,4042.3271284801085,3813.272871519892,3927.8,229.05425696021666,95.36753884351374,64578.55,-11.284486657620995,58.523567962899214,24.64136372926483,0.0,58872.9
2015-09-22,3848.2,3884.1,3915.1,4086.7,3927.8396155127557,52.285714285714285,32.764505119453915,-68.75153780432083,-66.98156727037568,-1.7699705339451555,4019.5925582845343,3810.6074417154655,3915.1,208.98511656906885,72.21388406073056,67273.25,-11.284486657620995,58.523567962899214,24.64136372926483,0.0,60564.75
2015-09-23,3834.0,3871.4,3904.25,4082.1666666666665,3915.2834616543983,52.0,27.759197324414714,-70.89637758116714,-67.76452933253397,-3.131848248633176,4010.9810934816765,3797.5189065183235,3904.25,213.4621869633529,44.34586248011359,66487.9,-11.284486657620995,58.523567962899214,24.64136372926483,0.0,62341.35
2015-09-24,3820.8,3856.4,3892.55,4079.1,3902.8755129254077,50.57142857142857,28.424657534246577,-72.64636455640357,-68.74089637730789,-3.905468179095678,3997.606325744586,3787.4936742554146,3892.55,210.11265148917118,34.55262490943953,66084.65,-11.284486657620995,58.523567962899214,24.64136372926483,0.0,64275.15
2015-09-25,3810.6,3841.6,3886.5,4075.35,3893.268321218226,50.642857142857146,29.391891891891902,-71.83343281841053,-69.35940366552842,-2.4740291528821103,3997.9167142332403,3775.0832857667597,3886.5,222.83342846648065,35.065623368737356,66760.05,-10.854816824966084,58.523567962899214,24.64136372926483,0.0,65432.8
2015-09-28,3802.4,3830.3,3880.1,4072.1,3885.718957292681,52.42857142857143,22.87822878228782,-69.42064091179554,-69.37165111478184,-0.04898979701370365,3992.791287665883,3767.408712334117,3880.1,225.38257533176602,0.0,66696.3,-9.712313003452266,58.523567962899214,23.953801467765874,0.0,66690.7
2015-09-29,3792.6,3820.4,3872.25,4067.5833333333335,3874.317151836235,51.642857142857146,22.064056939501782,-70.56821829650698,-69.61096455112687,-0.9572537453801147,3993.8773428400095,3750.6226571599905,3872.25,243.25468568001907,0.0,65596.5,-9.09935004642528,58.523567962899214,23.797882139468527,0.0,67463.2
2015-09-30,3783.2,3808.6,3863.9,4062.733333333333,3862.382184994689,50.142857142857146,17.482517482517494,-72.01924652331536,-70.09262094556458,-1.9266255777507837,3995.409295248844,3732.390704751156,3863.9,263.0185904976879,0.0,64689.65,-6.9132221416485,58.523567962899214,23.446475195822458,0.0,68089.5
