时间,开盘,最高,最低,收盘,成交量,持仓量
2019-09-26,8100,8160,7983,8056,56848,8529
2019-09-27,8020,8068,7901,7940,19957,7537
2019-09-30,7905,7999,7905,7976,6869,6732
2019-10-08,7950,7998,7920,7968,2735,7104
2019-10-09,7971,8018,7940,7952,6449,7991
2019-10-10,7950,7968,7835,7843,22385,10555
2019-10-11,7832,7880,7794,7826,14821,11258
2019-10-14,7828,7850,7756,7770,14861,14783
2019-10-15,7760,7760,7592,7649,31746,20841
2019-10-16,7675,7676,7490,7526,36496,24677
2019-10-17,7510,7518,7425,7478,38909,28069
2019-10-18,7490,7574,7467,7546,41809,26395
2019-10-21,7560,7585,7466,7494,25829,25217
2019-10-22,7503,7509,7409,7469,22627,26976
2019-10-23,7502,7515,7442,7447,17925,28872
2019-10-24,7430,7544,7400,7509,34443,29101
2019-10-25,7520,7530,7455,7456,15032,28690
2019-10-28,7450,7502,7411,7430,21911,31211
2019-10-29,7430,7456,7370,7383,24403,34259
2019-10-30,7370,7399,7325,7336,39191,42733
2019-10-31,7320,7354,7316,7325,23373,45431
2019-11-01,7316,7350,7244,7248,45316,50404
2019-11-04,7251,7321,7250,7312,31344,52330
2019-11-05,7313,7372,7305,7331,36829,49901
2019-11-06,7356,7362,7324,7330,20157,51990
2019-11-07,7327,7336,7228,7258,34694,57589
2019-11-08,7293,7294,7070,7087,72468,70810
2019-11-11,7088,7097,6953,6963,79671,73480
2019-11-12,6958,6982,6905,6951,70022,76953
2019-11-13,6950,7068,6941,6964,108179,74240
2019-11-14,6976,6982,6872,6940,75767,75501
2019-11-15,6940,6992,6925,6949,63737,73066
2019-11-18,6950,7019,6935,7004,62110,71899
2019-11-19,6997,7020,6911,6954,60997,73397
2019-11-20,6947,6950,6888,6930,57893,78426
2019-11-21,6932,6992,6912,6974,60115,83937
2019-11-22,6976,7046,6962,6986,70501,86825
2019-11-25,6986,7087,6986,7086,68432,88425
2019-11-26,7085,7156,7036,7150,98041,88873
2019-11-27,7153,7235,7126,7141,136583,94493
2019-11-28,7160,7194,7106,7152,80932,94955
2019-11-29,7164,7164,7070,7125,67557,94743
2019-12-02,7114,7144,7010,7056,76895,96642
2019-12-03,7055,7191,7053,7167,95783,91618
2019-12-04,7170,7264,7156,7176,108851,92594
2019-12-05,7200,7324,7200,7302,110273,90325
2019-12-06,7330,7343,7281,7327,64156,90307
2019-12-09,7326,7494,7268,7276,150994,76707
2019-12-10,7270,7381,7266,7376,125292,75723
2019-12-11,7396,7443,7246,7268,150463,80099
2019-12-12,7270,7331,7220,7326,94930,82904
2019-12-13,7333,7388,7261,7323,108602,81063
2019-12-16,7330,7383,7302,7346,92212,79329
2019-12-17,7330,7447,7330,7430,85903,79305
2019-12-18,7450,7480,7343,7364,82428,75418
2019-12-19,7376,7442,7344,7434,70712,79264
2019-12-20,7430,7466,7394,7404,69838,78939
2019-12-23,7420,7424,7315,7350,84927,79716
2019-12-24,7356,7380,7323,7359,51566,79079
2019-12-25,7370,7392,7346,7351,45637,78574
2019-12-26,7348,7375,7320,7366,39018,79828
2019-12-27,7367,7419,7352,7408,66642,77457
2019-12-30,7408,7426,7373,7375,62676,74565
