排名,会员简称,持仓量,比上交易增减,date,contract,position_type,symbol,成交量
1,中信期货,11081.0,-3497.0,2025-06-16,CJ2509,成交量,CJ,
2,国泰君安,6018.0,152.0,2025-06-16,CJ2509,成交量,CJ,
3,海通期货,5304.0,494.0,2025-06-16,CJ2509,成交量,CJ,
4,东证期货,4631.0,-1962.0,2025-06-16,CJ2509,成交量,CJ,
5,光大期货,3541.0,-100.0,2025-06-16,CJ2509,成交量,CJ,
6,中财期货,3133.0,1208.0,2025-06-16,CJ2509,成交量,CJ,
7,华闻期货,3073.0,356.0,2025-06-16,CJ2509,成交量,CJ,
8,中泰期货,3065.0,-799.0,2025-06-16,CJ2509,成交量,CJ,
9,银河期货,2877.0,-1159.0,2025-06-16,CJ2509,成交量,CJ,
10,五矿期货,2793.0,-2147.0,2025-06-16,CJ2509,成交量,CJ,
11,渤海期货,1912.0,1136.0,2025-06-16,CJ2509,成交量,CJ,
12,广发期货,1751.0,10.0,2025-06-16,CJ2509,成交量,CJ,
13,招商期货,1746.0,610.0,2025-06-16,CJ2509,成交量,CJ,
14,国信期货,1666.0,-305.0,2025-06-16,CJ2509,成交量,CJ,
15,徽商期货,1552.0,-624.0,2025-06-16,CJ2509,成交量,CJ,
16,中粮期货,1448.0,827.0,2025-06-16,CJ2509,成交量,CJ,
17,民生期货,1380.0,160.0,2025-06-16,CJ2509,成交量,CJ,
18,华泰期货,1248.0,150.0,2025-06-16,CJ2509,成交量,CJ,
19,浙商期货,1207.0,155.0,2025-06-16,CJ2509,成交量,CJ,
20,创元期货,1128.0,-455.0,2025-06-16,CJ2509,成交量,CJ,
1,中信期货,7265.0,-3816.0,2025-06-17,CJ2509,成交量,CJ,
2,国泰君安,3630.0,-2388.0,2025-06-17,CJ2509,成交量,CJ,
3,东证期货,3399.0,-1232.0,2025-06-17,CJ2509,成交量,CJ,
4,海通期货,2931.0,-2373.0,2025-06-17,CJ2509,成交量,CJ,
5,银河期货,2197.0,-680.0,2025-06-17,CJ2509,成交量,CJ,
6,中泰期货,1809.0,-1256.0,2025-06-17,CJ2509,成交量,CJ,
7,光大期货,1805.0,-1736.0,2025-06-17,CJ2509,成交量,CJ,
8,华闻期货,1601.0,-1472.0,2025-06-17,CJ2509,成交量,CJ,
9,五矿期货,1442.0,-1351.0,2025-06-17,CJ2509,成交量,CJ,
10,广发期货,1147.0,-604.0,2025-06-17,CJ2509,成交量,CJ,
11,宝城期货,945.0,-123.0,2025-06-17,CJ2509,成交量,CJ,
12,徽商期货,894.0,-658.0,2025-06-17,CJ2509,成交量,CJ,
13,招商期货,867.0,-879.0,2025-06-17,CJ2509,成交量,CJ,
14,方正中期,822.0,-103.0,2025-06-17,CJ2509,成交量,CJ,
15,中信建投,811.0,-248.0,2025-06-17,CJ2509,成交量,CJ,
16,华泰期货,763.0,-485.0,2025-06-17,CJ2509,成交量,CJ,
17,渤海期货,729.0,-1183.0,2025-06-17,CJ2509,成交量,CJ,
18,浙商期货,710.0,-497.0,2025-06-17,CJ2509,成交量,CJ,
19,国信期货,709.0,-957.0,2025-06-17,CJ2509,成交量,CJ,
20,中财期货,677.0,-2456.0,2025-06-17,CJ2509,成交量,CJ,
1,中信期货,14009.0,6744.0,2025-06-18,CJ2509,成交量,CJ,
2,国泰君安,7318.0,3688.0,2025-06-18,CJ2509,成交量,CJ,
3,东证期货,7129.0,3730.0,2025-06-18,CJ2509,成交量,CJ,
4,海通期货,6834.0,3903.0,2025-06-18,CJ2509,成交量,CJ,
5,光大期货,4131.0,2326.0,2025-06-18,CJ2509,成交量,CJ,
6,中泰期货,4093.0,2284.0,2025-06-18,CJ2509,成交量,CJ,
7,银河期货,3620.0,1423.0,2025-06-18,CJ2509,成交量,CJ,
8,中财期货,3080.0,2403.0,2025-06-18,CJ2509,成交量,CJ,
9,广发期货,2784.0,1637.0,2025-06-18,CJ2509,成交量,CJ,
10,华闻期货,2731.0,1130.0,2025-06-18,CJ2509,成交量,CJ,
11,徽商期货,2487.0,1593.0,2025-06-18,CJ2509,成交量,CJ,
12,五矿期货,2200.0,758.0,2025-06-18,CJ2509,成交量,CJ,
13,宝城期货,2017.0,1072.0,2025-06-18,CJ2509,成交量,CJ,
14,招商期货,1972.0,1105.0,2025-06-18,CJ2509,成交量,CJ,
15,国信期货,1916.0,1207.0,2025-06-18,CJ2509,成交量,CJ,
16,华泰期货,1885.0,1122.0,2025-06-18,CJ2509,成交量,CJ,
17,渤海期货,1861.0,1132.0,2025-06-18,CJ2509,成交量,CJ,
18,中信建投,1676.0,865.0,2025-06-18,CJ2509,成交量,CJ,
19,东吴期货,1578.0,1050.0,2025-06-18,CJ2509,成交量,CJ,
