date,value,change,增减
2025-08-27,67498,-610.0,
2025-08-28,66783,-715.0,
2025-08-29,66567,-216.0,
2025-09-01,65760,-807.0,
2025-09-02,64682,-1078.0,
2025-09-03,63870,-812.0,
2025-09-04,63588,-282.0,
2025-09-05,62860,-728.0,
2025-09-08,62584,-276.0,
2025-09-09,62410,-174.0,
2025-09-10,62288,-122.0,
2025-09-11,62170,-118.0,
2025-09-12,61440,-730.0,
2025-09-15,60935,-505.0,
2025-09-16,59992,-943.0,
2025-09-17,61342,1350.0,
2025-09-18,60996,-346.0,
2025-09-19,60676,-320.0,
2025-09-22,60126,-550.0,
2025-09-23,59497,-629.0,
2025-09-24,60014,517.0,
2025-09-25,59475,-539.0,
2025-09-26,56113,-3362.0,
2025-09-29,55212,-901.0,
2025-09-30,54861,-351.0,
2025-10-09,54335,-526.0,
2025-10-10,54041,-294.0,
2025-10-13,52402,-1639.0,
2025-10-14,49917,-2485.0,
2025-10-15,49756,-161.0,
2025-10-16,48976,-780.0,
2025-10-17,47940,-1036.0,
2025-10-20,47636,-304.0,
2025-10-21,46638,-998.0,
2025-10-22,46292,-346.0,
2025-10-23,45836,-456.0,
2025-10-24,44876,-960.0,
2025-10-27,44027,-849.0,
2025-10-28,38603,-5424.0,
2025-10-29,0,-38603.0,
2025-10-30,8100,8100.0,
2025-10-31,9794,1694.0,
2025-11-03,10020,226.0,
2025-11-04,10818,798.0,
2025-11-05,12758,1940.0,
2025-11-06,12758,0.0,
2025-11-07,14358,1600.0,1600.0
2025-11-10,16357,1999.0,1999.0
2025-11-11,18113,1756.0,1756.0
2025-11-12,18263,150.0,150.0
2025-11-13,18663,400.0,400.0
2025-11-14,19863,1200.0,1200.0
2026-03-18,56131,36268.0,
2026-03-19,54826,-1305.0,-1305.0
2026-03-20,54908,82.0,82.0
2026-03-23,54339,-569.0,-569.0
2026-03-24,54339,0.0,0.0
2026-03-25,55440,1101.0,1101.0
2026-03-26,55330,-110.0,-110.0
2026-03-27,55086,-244.0,-244.0
2026-03-30,55028,-58.0,-58.0
2026-03-31,54238,-790.0,-790.0
2026-04-01,54238,0.0,0.0
2026-04-02,53520,-718.0,-718.0
2026-04-03,54054,534.0,534.0
2026-04-07,54212,158.0,158.0
2026-04-08,54369,157.0,157.0
2026-04-09,55573,1204.0,1204.0
2026-04-10,55568,-5.0,-5.0
2026-04-13,55683,115.0,115.0
2026-04-14,55543,-140.0,-140.0
2026-04-15,55585,42.0,42.0
2026-04-16,55246,-339.0,-339.0
2026-04-17,55026,-220.0,-220.0
2026-04-20,55405,379.0,379.0
2026-04-21,55756,351.0,351.0
2026-04-22,56477,721.0,721.0
2026-04-23,56337,-140.0,-140.0
2026-04-24,56124,-213.0,-213.0
2026-04-27,57795,1671.0,1671.0
2026-04-28,58195,400.0,400.0
2026-04-29,59341,1146.0,1146.0
2026-04-30,59397,56.0,56.0
2026-05-06,59895,498.0,498.0
2026-05-07,59761,-134.0,-134.0
2026-05-08,64809,5048.0,5048.0
2026-05-11,64752,-57.0,-57.0
2026-05-12,64598,-154.0,-154.0
2026-05-13,65520,922.0,922.0
2026-05-14,68792,3272.0,3272.0
2026-05-15,70537,1745.0,1745.0
2026-05-18,76423,5886.0,5886.0
2026-05-19,76350,-73.0,-73.0
2026-05-20,75949,-401.0,-401.0
2026-05-21,75406,-543.0,-543.0
2026-05-22,75290,-116.0,-116.0
2026-05-25,74930,-360.0,-360.0
2026-05-26,74891,-39.0,-39.0
2026-05-27,74338,-553.0,-553.0
2026-05-28,77778,3440.0,3440.0
2026-05-29,77685,-93.0,-93.0
2026-06-01,77526,-159.0,-159.0
2026-06-02,77117,-409.0,-409.0
2026-06-03,78291,1174.0,1174.0
2026-06-04,80403,2112.0,2112.0
2026-06-05,80062,-341.0,-341.0
2026-06-08,81381,1319.0,1319.0
2026-06-09,80929,-452.0,-452.0
2026-06-10,82946,2017.0,2017.0
2026-06-11,82765,-181.0,-181.0
2026-06-12,83041,276.0,276.0
2026-06-15,82907,-134.0,-134.0
2026-06-16,82769,-138.0,-138.0
2026-06-17,82416,-353.0,-353.0
2026-06-18,81839,-577.0,-577.0
2026-06-22,80997,-842.0,-842.0
2026-06-23,80680,-317.0,-317.0
2026-06-24,80176,-504.0,-504.0
2026-06-25,79291,-885.0,-885.0
2026-06-26,78267,-1024.0,-1024.0
