时间,开盘,最高,最低,收盘,成交量,持仓量
2023-07-21,238900,238900,214150,215100,59519,5854
2023-07-24,214500,214700,209000,211400,40662,7680
2023-07-25,211000,225900,211000,225900,61787,9213
2023-07-26,226100,240450,223050,227800,95688,9122
2023-07-27,234000,234100,223000,224900,44923,9603
2023-07-28,223800,230450,222050,227900,42934,9217
2023-07-31,228300,232850,227850,228050,33526,9667
2023-08-01,229000,230000,225700,228400,20971,9785
2023-08-02,228450,230350,227950,228550,16109,9731
2023-08-03,226000,230050,224600,229650,19658,10136
2023-08-04,231000,232600,228400,228950,12850,10314
2023-08-07,227500,228800,219500,219800,29799,12270
2023-08-08,219200,221450,216300,217000,30145,13918
2023-08-09,217450,218200,215200,217800,25550,13673
2023-08-10,217450,219000,210050,210500,32365,17113
2023-08-11,210000,211700,205300,208800,51821,18289
2023-08-14,207200,207500,196750,196750,51678,23419
2023-08-15,196000,198050,193400,194500,78365,25479
2023-08-16,194000,200300,192050,196250,76180,24567
2023-08-17,196000,198350,192250,194000,67975,26791
2023-08-18,195200,197700,194600,195750,42991,24198
2023-08-21,198000,203500,196200,201150,58940,22723
2023-08-22,201200,204350,197100,198300,54479,22567
2023-08-23,198300,200200,195600,200000,40847,23417
2023-08-24,200500,203000,197300,199450,36416,22465
2023-08-25,199700,200950,194200,194250,37956,24946
2023-08-28,195500,197900,183450,185700,83130,29119
2023-08-29,185200,188700,180700,186350,76982,29393
2023-08-30,188100,188800,184600,186100,59287,29534
2023-08-31,186800,187200,180850,186850,77568,29530
2023-09-01,187900,190650,185300,186750,75908,29406
2023-09-04,187700,191900,187150,189900,65613,28964
2023-09-05,191350,193900,188700,190450,65380,29405
2023-09-06,191000,192450,189500,190550,44433,30278
2023-09-07,190000,190100,183250,184700,61590,32985
2023-09-08,183200,184100,175550,176500,112910,38903
2023-09-11,176900,179500,170750,178650,83768,41553
2023-09-12,178850,181850,176950,177750,86982,44536
2023-09-13,177000,179250,174900,176050,73753,45820
2023-09-14,175200,176100,169150,169150,127527,52682
2023-09-15,170500,171300,167000,170100,112996,52203
2023-09-18,169500,171000,166400,167150,81843,55569
2023-09-19,166400,167250,158900,159400,129369,64943
2023-09-20,158450,159700,153100,154150,204819,70230
