date,receipt,change
2025-07-28,14282,
2025-07-29,13561,
2025-07-30,13561,0.0
2025-07-31,13557,-4.0
2025-08-01,13402,-155.0
2025-08-04,13688,
2025-08-05,13678,-10.0
2025-08-06,13621,
2025-08-07,13573,-48.0
2025-08-08,13573,0.0
2025-08-11,13123,-450.0
2025-08-12,12865,-258.0
2025-08-13,12865,0.0
2025-08-14,12802,-63.0
2025-08-15,12792,-10.0
2025-08-18,12632,-160.0
2025-08-19,12497,-135.0
2025-08-20,12397,-100.0
2025-08-21,12197,-200.0
2025-08-22,12197,0.0
2025-08-25,12082,-115.0
2025-08-26,11716,-366.0
2025-08-27,11705,-11.0
2025-08-28,11545,-160.0
2025-08-29,8990,-2555.0
2025-09-01,8825,-165.0
2025-09-02,8559,-266.0
2025-09-03,8574,15.0
2025-09-04,8510,-64.0
2025-09-05,8460,-50.0
2025-09-08,7996,-464.0
2025-09-09,7817,-179.0
2025-09-10,7807,-10.0
2025-09-11,7967,160.0
2025-09-12,7952,-15.0
2025-09-15,7952,0.0
2025-09-16,7952,0.0
2025-09-17,7922,-30.0
2025-09-18,7878,-44.0
2025-09-19,7628,-250.0
2025-09-22,7628,0.0
2025-09-23,7606,-22.0
2025-09-24,7606,0.0
2025-09-25,7578,-28.0
2025-09-26,7578,0.0
2025-09-29,7290,-288.0
2025-09-30,7290,0.0
2025-10-09,7290,0.0
2025-10-10,7290,0.0
2025-10-13,7090,-200.0
2025-10-14,7090,0.0
2025-10-15,7090,0.0
2025-10-16,7090,0.0
2025-10-17,7090,0.0
2025-10-20,7090,0.0
2025-10-21,7090,0.0
2025-10-22,7090,0.0
2025-10-23,7090,0.0
2025-10-24,7090,0.0
2025-10-27,7090,0.0
2025-10-28,7090,0.0
2025-10-29,7190,100.0
2025-10-30,7190,0.0
2025-10-31,7238,48.0
2025-11-03,7388,150.0
2025-11-04,10088,2700.0
2025-11-05,10088,0.0
2025-11-06,10256,168.0
2025-11-07,10556,300.0
2025-11-10,11792,1236.0
2025-11-11,11792,0.0
2025-11-12,11792,0.0
2025-11-13,11792,0.0
2025-11-14,12032,240.0
2026-03-18,22437,
2026-03-19,22437,0.0
2026-03-20,22047,-390.0
2026-03-23,21937,-110.0
2026-03-24,21937,0.0
2026-03-25,21837,-100.0
2026-03-26,20942,-895.0
2026-03-27,20892,-50.0
2026-03-30,4551,-16341.0
2026-03-31,0,-4551.0
2026-04-15,2520,2520.0
2026-04-16,5164,2644.0
2026-04-17,5164,0.0
2026-04-20,6234,1070.0
2026-04-21,7846,1612.0
2026-04-22,14254,6408.0
2026-04-23,14254,0.0
2026-04-24,15634,1380.0
2026-04-27,15634,0.0
2026-04-28,15584,-50.0
2026-04-29,15784,200.0
2026-04-30,15814,30.0
2026-05-06,19774,3960.0
2026-05-07,20080,306.0
2026-05-08,20080,0.0
2026-05-11,21040,960.0
2026-05-12,21490,450.0
2026-05-13,21990,500.0
2026-05-14,21990,0.0
2026-05-15,21990,0.0
2026-05-18,22737,747.0
2026-05-19,22737,0.0
2026-05-20,22737,0.0
2026-05-21,22737,0.0
2026-05-22,22937,200.0
2026-05-25,25148,2211.0
2026-05-26,25189,41.0
2026-05-27,25189,0.0
2026-05-28,25534,345.0
2026-05-29,25534,0.0
2026-06-01,25534,0.0
2026-06-02,25534,0.0
2026-06-03,25534,0.0
2026-06-04,25534,0.0
2026-06-05,25534,0.0
2026-06-08,25534,0.0
2026-06-09,25534,0.0
2026-06-10,25534,0.0
2026-06-11,25534,0.0
2026-06-12,26150,616.0
2026-06-15,26150,0.0
2026-06-16,26246,96.0
2026-06-17,26246,0.0
2026-06-18,27156,910.0
2026-06-22,28656,1500.0
2026-06-23,28656,0.0
2026-06-24,28616,-40.0
2026-06-25,28611,-5.0
2026-06-26,31316,2705.0
