时间,开盘,最高,最低,收盘,成交量,持仓量
2017-08-21,23005,23080,22910,22985,12544,4238
2017-08-22,23005,23095,22985,23080,6891,3758
2017-08-23,23080,23155,23045,23070,4539,3479
2017-08-24,23070,23120,23010,23050,2255,3210
2017-08-25,23040,23095,23030,23050,1506,2915
2017-08-28,23055,23100,23000,23075,1957,2842
2017-08-29,23100,23135,23035,23050,1286,2676
2017-08-30,23025,23085,23005,23020,921,2657
2017-08-31,23030,23080,23020,23025,892,2454
2017-09-01,23020,23095,23020,23030,1093,2396
2017-09-04,23055,23650,23040,23400,7210,3114
2017-09-05,23425,23575,23300,23495,2997,2983
2017-09-06,23535,23585,23330,23345,3039,2
2017-09-07,23365,23410,23175,23295,2037,2635
2017-09-08,23325,23340,23020,23080,2762,2190
2017-09-11,23105,24075,22530,23210,7947,2012
2017-09-12,23165,23290,23130,23225,1089,1938
2017-09-13,23190,23285,23050,23155,1509,1790
2017-09-14,23125,23210,23080,23085,716,1741
2017-09-15,23075,23120,23020,23050,749,1695
2017-09-18,23030,23095,22880,23080,952,1519
2017-09-19,23160,23200,23035,23095,981,1337
2017-09-20,23085,23390,23070,23385,1671,1167
2017-09-21,23390,23390,23210,23210,713,1017
2017-09-22,23235,23280,23125,23155,940,976
2017-09-25,23145,23245,23135,23235,487,940
2017-09-26,23255,23370,23205,23320,754,976
2017-09-27,23300,23310,23085,23105,889,955
2017-09-28,23080,23145,22860,22900,964,1040
2017-09-29,22845,23010,22845,22920,536,924
2017-10-09,23055,23055,22860,22960,291,910
2017-10-10,22980,22995,22920,22935,329,898
2017-10-11,22995,23000,22900,22910,302,866
2017-10-12,22900,22965,22860,22925,552,868
2017-10-13,22940,23010,22910,22940,413,825
2017-10-16,23000,23110,22925,23060,490,798
2017-10-17,23005,23070,22990,23000,202,770
2017-10-18,22990,23080,22990,23015,166,759
2017-10-19,23035,23035,22840,22945,266,782
2017-10-20,22905,22930,22805,22865,427,795
2017-10-23,22845,22920,22775,22870,327,798
2017-10-24,22895,22975,22895,22895,252,783
2017-10-25,22920,22950,22900,22950,127,754
2017-10-26,22930,22990,22900,22930,100,737
2017-10-27,22940,22940,22840,22855,114,745
2017-10-30,22885,22980,22825,22885,131,710
2017-10-31,22915,22950,22860,22950,137,700
2017-11-01,22995,23045,22880,22975,213,674
2017-11-02,22900,23030,22890,23015,151,654
2017-11-03,23040,23080,22970,23060,225,597
2017-11-06,23070,23100,23025,23095,161,592
2017-11-07,23060,23160,23045,23120,215,552
2017-11-08,23165,23165,23040,23060,131,533
2017-11-09,23075,23080,23005,23055,68,525
2017-11-10,23080,23095,23035,23055,43,514
2017-11-13,23015,23270,22905,23140,145,509
2017-11-14,23160,23160,23075,23100,96,473
2017-11-15,23050,23080,22970,23000,97,439
2017-11-16,23040,23060,22965,23040,80,421
2017-11-17,23030,23050,23005,23005,45,411
2017-11-20,23005,23035,22925,22965,77,408
2017-11-21,22905,22965,22905,22905,68,381
2017-11-22,22890,22980,22880,22880,65,385
2017-11-23,22900,23000,22880,22915,108,364
2017-11-24,22915,22985,22840,22930,38,353
2017-11-27,22910,23015,22910,22980,52,337
2017-11-28,23025,23185,22920,23175,260,280
2017-11-29,23210,23240,23085,23100,113,237
2017-11-30,23100,23255,23100,23215,83,237
2017-12-01,23005,24660,23005,23575,341,35
2017-12-04,23130,23550,23130,23220,19,195
2017-12-05,23200,23210,23105,23150,58,163
2017-12-06,23110,23195,23110,23180,37,148
2017-12-07,23130,23180,23095,23095,9,142
2017-12-08,23090,23200,23075,23080,52,115
2017-12-11,23035,23180,23035,23105,49,85
2017-12-12,23090,23180,23090,23160,21,81
2017-12-13,23750,23750,23125,23340,70,79
2017-12-14,23445,23735,23345,23345,43,64
2017-12-15,23540,23540,23170,23215,35,59
2017-12-18,23195,23395,23130,23220,6,78
2017-12-19,23235,23235,23135,23135,5,77
2017-12-20,23105,23210,23030,23180,6,77
2017-12-21,23030,23175,23030,23100,3,79
2017-12-22,23175,23300,23015,23015,17,78
2017-12-25,23165,23165,23055,23090,8,78
2017-12-26,23055,23110,23055,23110,8,80
2017-12-27,23185,23205,22900,23035,10,77
2017-12-28,23150,23155,23065,23155,5,78
2017-12-29,23100,23100,23100,23100,1,78
2018-01-02,22800,23215,22800,23070,9,82
