时间,开盘,最高,最低,收盘,成交量,持仓量
1997-04-15,10865,11255,10865,11225,935,0
1997-04-16,11185,11485,11185,11245,851,0
1997-04-17,11105,11395,11105,11385,1043,0
1997-04-18,11415,11415,11245,11245,1228,0
1997-04-21,11185,11295,11105,11105,1202,0
1997-04-22,11085,11285,10985,11085,1254,0
1997-04-23,11035,11285,11035,11085,1248,0
1997-04-24,11095,11145,11025,11025,2067,0
1997-04-25,11025,11145,10965,10995,1673,0
1997-04-28,10685,11435,10685,10685,1441,0
1997-04-29,10795,10795,10505,10505,1775,0
1997-04-30,10685,10745,10495,10565,1672,0
1997-05-01,10545,10635,10285,10305,2411,0
1997-05-06,10195,10425,10185,10235,1833,0
1997-05-07,10235,10485,10205,10215,2144,0
1997-05-08,10185,10325,10105,10185,2113,0
1997-05-09,10035,10385,9985,10385,2556,0
1997-05-12,10085,10355,10065,10335,1805,0
1997-05-13,10085,10245,10085,10215,1335,0
1997-05-14,10235,10235,10085,10095,1289,0
1997-05-15,10085,10175,9955,10175,2062,0
1997-05-16,10105,10155,10005,10005,2141,0
1997-05-19,10035,10035,9985,10005,2849,0
1997-05-20,10005,10035,9995,10015,1579,0
1997-05-21,9965,10015,9925,9985,1647,0
1997-05-22,9885,10085,9785,9935,1169,0
1997-05-23,9685,10085,9685,10085,1355,0
1997-05-26,9985,10005,9885,9885,1082,0
1997-05-27,9975,10185,9975,10085,1341,0
1997-05-28,10085,10245,9905,10185,1534,0
1997-05-29,10245,10265,10105,10255,1313,0
1997-05-30,10245,10365,10235,10295,1611,0
1997-06-02,10265,10265,10085,10085,1739,0
1997-06-03,10185,10325,10045,10185,1515,0
1997-06-04,10235,10375,10185,10185,1324,0
1997-06-05,10375,10375,10065,10325,1332,0
1997-06-06,10365,10365,10175,10275,1210,0
1997-06-09,10295,10295,10075,10225,3553,0
1997-06-10,10275,10275,10105,10215,1383,0
1997-06-11,10225,10225,10115,10115,1038,0
1997-06-12,10275,10275,9965,10025,1140,0
1997-06-13,10035,10115,9985,10115,1781,0
1997-06-16,10195,10195,9905,9915,1055,0
1997-06-17,9995,10095,9915,10015,765,0
1997-06-18,9975,10045,9945,10015,825,0
1997-06-19,9985,10105,9985,10055,359,0
1997-06-20,9955,10025,9955,9995,1152,0
1997-06-23,9955,10045,9955,10045,759,0
1997-06-24,10045,10105,9985,10105,671,0
1997-06-25,10065,10125,10065,10085,873,0
1997-06-26,10115,10115,10075,10075,1041,0
1997-06-27,10285,10285,10065,10095,740,0
1997-06-30,10075,10135,10065,10105,557,0
1997-07-03,10105,10125,10105,10115,670,0
1997-07-04,10035,10105,10035,10075,591,0
1997-07-07,10095,10115,10075,10085,2014,0
1997-07-08,10025,10035,9595,9595,1837,0
1997-07-09,10035,10165,10035,10155,1576,0
1997-07-10,10085,10285,10085,10165,2915,0
1997-07-11,9895,9975,9855,9895,1630,0
1997-07-14,10055,10235,9955,9985,1614,0
1997-07-15,10045,10045,9855,9885,1227,0
1997-07-16,9885,9885,9695,9855,1087,0
1997-07-17,9755,9945,9755,9945,976,0
1997-07-18,9795,9835,9725,9725,1161,0
1997-07-21,9945,9945,9845,9855,845,0
1997-07-22,10085,10085,9925,9945,1233,0
1997-07-23,9895,10085,9895,9985,1796,0
1997-07-24,10035,10115,9975,10015,1236,0
1997-07-25,10075,10075,9975,9975,1150,0
1997-07-28,10045,10045,9975,9975,949,0
1997-07-29,11125,11235,10995,11025,1098,0
1997-07-30,11075,11075,10945,10945,1235,0
1997-07-31,10985,10985,10695,10755,1186,0
1997-08-01,10595,10635,10485,10485,1181,0
1997-08-04,10585,10695,10565,10585,1063,0
1997-08-05,10585,10645,10585,10615,1408,0
1997-08-06,10435,10755,10425,10515,1524,0
1997-08-07,10235,10395,10235,10395,1134,0
1997-08-08,10295,10385,10015,10045,1371,0
1997-08-11,10085,10185,10085,10135,1381,0
1997-08-12,9885,10135,9885,10085,1837,0
1997-08-13,10185,10185,10035,10075,1689,0
1997-08-14,10185,10185,10085,10085,1061,0
1997-08-15,9995,10085,9995,10085,3116,0
1997-08-18,9985,10135,9885,10135,3124,0
1997-08-19,10135,10285,10135,10185,3932,0
1997-08-20,10235,10285,10145,10185,2564,0
