排名,会员简称,成交量,比上交易增减,date,contract,position_type,symbol,持仓量
1,国泰君安,263146.0,11638.0,2025-08-18,m2601,成交量,M,
2,中信期货,241742.0,41678.0,2025-08-18,m2601,成交量,M,
3,东证期货,201689.0,-25743.0,2025-08-18,m2601,成交量,M,
4,广发期货,102243.0,23803.0,2025-08-18,m2601,成交量,M,
5,海通期货,82322.0,-6908.0,2025-08-18,m2601,成交量,M,
6,华闻期货,73789.0,10631.0,2025-08-18,m2601,成交量,M,
7,申银万国,54322.0,639.0,2025-08-18,m2601,成交量,M,
8,华泰期货,53729.0,-13931.0,2025-08-18,m2601,成交量,M,
9,中泰期货,51476.0,2283.0,2025-08-18,m2601,成交量,M,
10,银河期货,45264.0,2307.0,2025-08-18,m2601,成交量,M,
11,中粮期货,43387.0,-12874.0,2025-08-18,m2601,成交量,M,
12,五矿期货,36040.0,5192.0,2025-08-18,m2601,成交量,M,
13,国投期货,34364.0,1761.0,2025-08-18,m2601,成交量,M,
14,浙商期货,32566.0,22422.0,2025-08-18,m2601,成交量,M,
15,中信建投,28373.0,-1847.0,2025-08-18,m2601,成交量,M,
16,徽商期货,27696.0,-726.0,2025-08-18,m2601,成交量,M,
17,南华期货,27151.0,1309.0,2025-08-18,m2601,成交量,M,
18,国信期货,26518.0,5496.0,2025-08-18,m2601,成交量,M,
19,兴证期货,20183.0,4220.0,2025-08-18,m2601,成交量,M,
20,冠通期货,18806.0,5172.0,2025-08-18,m2601,成交量,M,
1,国泰君安,223160.0,-39986.0,2025-08-19,m2601,成交量,M,
2,东证期货,184153.0,-17536.0,2025-08-19,m2601,成交量,M,
3,中信期货,176290.0,-65452.0,2025-08-19,m2601,成交量,M,
4,海通期货,72339.0,-9983.0,2025-08-19,m2601,成交量,M,
5,广发期货,64763.0,-37480.0,2025-08-19,m2601,成交量,M,
6,华闻期货,56133.0,-17656.0,2025-08-19,m2601,成交量,M,
7,中粮期货,49057.0,5670.0,2025-08-19,m2601,成交量,M,
8,申银万国,48013.0,-6309.0,2025-08-19,m2601,成交量,M,
9,中泰期货,46670.0,-4806.0,2025-08-19,m2601,成交量,M,
10,银河期货,44106.0,-1158.0,2025-08-19,m2601,成交量,M,
11,华泰期货,40465.0,-13264.0,2025-08-19,m2601,成交量,M,
12,五矿期货,38469.0,2429.0,2025-08-19,m2601,成交量,M,
13,国投期货,36911.0,2547.0,2025-08-19,m2601,成交量,M,
14,国联期货,35193.0,23733.0,2025-08-19,m2601,成交量,M,
15,南华期货,30418.0,3267.0,2025-08-19,m2601,成交量,M,
16,中信建投,30273.0,1900.0,2025-08-19,m2601,成交量,M,
17,徽商期货,28927.0,1231.0,2025-08-19,m2601,成交量,M,
18,国信期货,26722.0,204.0,2025-08-19,m2601,成交量,M,
19,一德期货,20111.0,13312.0,2025-08-19,m2601,成交量,M,
20,宝城期货,18979.0,2813.0,2025-08-19,m2601,成交量,M,
1,国泰君安,266469.0,43309.0,2025-08-20,m2601,成交量,M,
2,东证期货,200254.0,16101.0,2025-08-20,m2601,成交量,M,
3,中信期货,191134.0,14844.0,2025-08-20,m2601,成交量,M,
4,广发期货,106779.0,42016.0,2025-08-20,m2601,成交量,M,
5,海通期货,84738.0,12399.0,2025-08-20,m2601,成交量,M,
6,华闻期货,71547.0,15414.0,2025-08-20,m2601,成交量,M,
7,中泰期货,53614.0,6944.0,2025-08-20,m2601,成交量,M,
8,华泰期货,52391.0,11926.0,2025-08-20,m2601,成交量,M,
9,申银万国,45702.0,-2311.0,2025-08-20,m2601,成交量,M,
10,银河期货,44255.0,149.0,2025-08-20,m2601,成交量,M,
11,五矿期货,41390.0,2921.0,2025-08-20,m2601,成交量,M,
12,国联期货,40149.0,4956.0,2025-08-20,m2601,成交量,M,
13,中粮期货,40012.0,-9045.0,2025-08-20,m2601,成交量,M,
14,中信建投,31773.0,1500.0,2025-08-20,m2601,成交量,M,
15,徽商期货,30788.0,1861.0,2025-08-20,m2601,成交量,M,
16,国投期货,29610.0,-7301.0,2025-08-20,m2601,成交量,M,
17,国信期货,27056.0,334.0,2025-08-20,m2601,成交量,M,
18,南华期货,25667.0,-4751.0,2025-08-20,m2601,成交量,M,
19,方正中期,25555.0,7546.0,2025-08-20,m2601,成交量,M,
20,创元期货,23010.0,12969.0,2025-08-20,m2601,成交量,M,
1,国泰君安,453714.0,187245.0,2025-08-21,m2601,成交量,M,
2,东证期货,300083.0,99829.0,2025-08-21,m2601,成交量,M,
3,中信期货,235388.0,44254.0,2025-08-21,m2601,成交量,M,
4,广发期货,120359.0,13580.0,2025-08-21,m2601,成交量,M,
5,海通期货,102376.0,17638.0,2025-08-21,m2601,成交量,M,
6,华闻期货,86860.0,15313.0,2025-08-21,m2601,成交量,M,
7,中泰期货,70701.0,17087.0,2025-08-21,m2601,成交量,M,
8,华泰期货,68223.0,15832.0,2025-08-21,m2601,成交量,M,
9,银河期货,65550.0,21295.0,2025-08-21,m2601,成交量,M,
10,中粮期货,63495.0,23483.0,2025-08-21,m2601,成交量,M,
11,申银万国,55785.0,10083.0,2025-08-21,m2601,成交量,M,
12,五矿期货,52631.0,11241.0,2025-08-21,m2601,成交量,M,
13,国投期货,51964.0,22354.0,2025-08-21,m2601,成交量,M,
14,永安期货,49275.0,31482.0,2025-08-21,m2601,成交量,M,
15,摩根大通,43586.0,24648.0,2025-08-21,m2601,成交量,M,
16,中信建投,38833.0,7060.0,2025-08-21,m2601,成交量,M,
17,国信期货,37981.0,10925.0,2025-08-21,m2601,成交量,M,
18,徽商期货,37142.0,6354.0,2025-08-21,m2601,成交量,M,
19,国联期货,36083.0,-4066.0,2025-08-21,m2601,成交量,M,
20,南华期货,31633.0,5966.0,2025-08-21,m2601,成交量,M,
1,国泰君安,,-77012.0,20250822,m2601,成交量,M,376702.0
2,东证期货,,-24118.0,20250822,m2601,成交量,M,275965.0
3,中信期货,,-38553.0,20250822,m2601,成交量,M,196835.0
4,广发期货,,-17123.0,20250822,m2601,成交量,M,103236.0
5,海通期货,,-17996.0,20250822,m2601,成交量,M,84380.0
6,华泰期货,,7193.0,20250822,m2601,成交量,M,75416.0
7,中粮期货,,3243.0,20250822,m2601,成交量,M,66738.0
8,华闻期货,,-24630.0,20250822,m2601,成交量,M,62230.0
9,申银万国,,428.0,20250822,m2601,成交量,M,56213.0
