排名,会员简称,成交量,比上交易增减,date,contract,position_type,symbol
20,方正中期,2731,-1044.0,2025-11-11,CF2601,成交量,CF
1,国泰君安,85153,32791.0,2025-11-12,CF2601,成交量,CF
2,中信期货,59358,17479.0,2025-11-12,CF2601,成交量,CF
3,东证期货,49802,17616.0,2025-11-12,CF2601,成交量,CF
4,招商期货,30700,17580.0,2025-11-12,CF2601,成交量,CF
5,银河期货,18320,6338.0,2025-11-12,CF2601,成交量,CF
6,中粮期货,15812,7651.0,2025-11-12,CF2601,成交量,CF
7,永安期货,12121,7636.0,2025-11-12,CF2601,成交量,CF
8,华泰期货,11636,4215.0,2025-11-12,CF2601,成交量,CF
9,中辉期货,10292,6568.0,2025-11-12,CF2601,成交量,CF
10,国信期货,9458,5985.0,2025-11-12,CF2601,成交量,CF
11,南华期货,8553,4424.0,2025-11-12,CF2601,成交量,CF
12,申银万国,8175,2571.0,2025-11-12,CF2601,成交量,CF
13,国贸期货,7944,2567.0,2025-11-12,CF2601,成交量,CF
14,国联期货,7320,5752.0,2025-11-12,CF2601,成交量,CF
15,海通期货,7064,2988.0,2025-11-12,CF2601,成交量,CF
16,中信建投,7056,3635.0,2025-11-12,CF2601,成交量,CF
17,浙商期货,6284,2953.0,2025-11-12,CF2601,成交量,CF
18,华闻期货,6018,2119.0,2025-11-12,CF2601,成交量,CF
19,广发期货,5984,4593.0,2025-11-12,CF2601,成交量,CF
20,新湖期货,5740,4334.0,2025-11-12,CF2601,成交量,CF
