date,symbol,close,volume,open_interest,roll_yield
20250526,SF2506,5454.0,7245.0,12628.0,0.1138694675642265
20250526,SF2507,5506.0,179664.0,205005.0,-0.1667912732948582
20250526,SF2508,5430.0,34341.0,43494.0,-0.0221198219314706
20250526,SF2509,5420.0,84498.0,179030.0,-0.1335820844261301
20250526,SF2510,5360.0,4138.0,17598.0,0.3050449759241209
20250526,SF2511,5498.0,292.0,1831.0,-0.0416135999174417
20250526,SF2601,5460.0,892.0,5145.0,-0.0882356916631056
20250526,SF2602,5420.0,53.0,496.0,0.3146575033157006
20250526,SF2603,5564.0,4.0,50.0,-0.0259086102803177
20250526,SF2604,5552.0,2.0,24.0,-0.0129753121310055
20250526,SF2605,5546.0,1.0,30.0,0.0
20250527,SF2506,5398.0,6383.0,10519.0,0.1194479908616791
20250527,SF2507,5452.0,237913.0,194866.0,-0.1818552637621548
20250527,SF2508,5370.0,37140.0,50052.0,-0.0268456487802758
20250527,SF2509,5358.0,131129.0,177670.0,-0.1351365632704688
20250527,SF2510,5298.0,6382.0,17713.0,0.3218069941341195
20250527,SF2511,5442.0,868.0,2105.0,-0.0264900769825255
20250527,SF2512,5430.0,18.0,1054.0,-0.075374347204015
20250527,SF2601,5396.0,1271.0,5309.0,-0.0937679189681848
20250527,SF2602,5354.0,107.0,515.0,0.3053825136907669
20250527,SF2603,5492.0,28.0,63.0,0.017467251992407
20250527,SF2604,5500.0,19.0,35.0,-0.0875916297793392
20250527,SF2605,5460.0,19.0,40.0,0.0
20250528,SF2506,5352.0,3350.0,8239.0,0.2221462921003073
20250528,SF2507,5452.0,161726.0,181913.0,-0.2087009125424306
20250528,SF2508,5358.0,30746.0,53340.0,-0.0313960186568691
20250528,SF2509,5344.0,75636.0,185214.0,-0.1218742843696391
20250528,SF2510,5290.0,1908.0,17840.0,0.313450656907633
20250528,SF2511,5430.0,125.0,2111.0,-0.0399114553698351
20250528,SF2601,5394.0,374.0,5281.0,-0.1117534617983234
20250528,SF2602,5344.0,8.0,516.0,0.2488978116817964
20250528,SF2603,5456.0,5.0,65.0,-0.026422029023296
20250528,SF2604,5444.0,4.0,38.0,-0.0485920045529497
20250528,SF2605,5422.0,2.0,40.0,0.0
20250529,SF2506,5206.0,2811.0,6912.0,0.2644483917974844
20250529,SF2507,5322.0,243523.0,165730.0,-0.2000804213705203
20250529,SF2508,5234.0,43494.0,48105.0,-0.0183556441144002
20250529,SF2509,5226.0,133494.0,196164.0,-0.1292817429369955
20250529,SF2510,5170.0,7840.0,19349.0,0.3115868063425229
20250529,SF2511,5306.0,200.0,2071.0,-0.0680402503257569
20250529,SF2512,5276.0,4.0,1054.0,0.0
20250529,SF2601,5276.0,928.0,5294.0,-0.1326485776863774
20250529,SF2602,5218.0,102.0,593.0,0.3624284535856349
20250529,SF2603,5378.0,44.0,90.0,-0.0089285718404808
20250529,SF2604,5374.0,7.0,39.0,-0.0806575105316047
20250529,SF2605,5338.0,61.0,68.0,0.0
20250530,SF2506,5148.0,4658.0,4185.0,0.3446532133919723
20250530,SF2507,5298.0,250921.0,148979.0,-0.2425249373770685
20250530,SF2508,5192.0,42172.0,44423.0,-0.0463142219061336
20250530,SF2509,5172.0,135817.0,198768.0,-0.1259486780641681
20250530,SF2510,5118.0,8467.0,19685.0,0.2918499379662765
20250530,SF2511,5244.0,210.0,2079.0,0.0730040274433768
20250530,SF2512,5276.0,5.0,1058.0,-0.1695008139433001
20250530,SF2601,5202.0,1767.0,5842.0,-0.1158981386928878
20250530,SF2602,5152.0,311.0,660.0,0.2717444850146212
20250530,SF2603,5270.0,57.0,89.0,-0.07308739761301
20250530,SF2604,5238.0,14.0,43.0,0.0502953679691789
20250530,SF2605,5260.0,123.0,133.0,0.0
20250603,SF2506,5046.0,152.0,4079.0,0.3515189830738441
20250603,SF2507,5196.0,159599.0,136054.0,-0.2143746331903722
20250603,SF2508,5104.0,22873.0,43950.0,-0.0565594134251784
20250603,SF2509,5080.0,134874.0,201964.0,-0.1617146946788241
20250603,SF2510,5012.0,25770.0,31512.0,0.3026165091990225
20250603,SF2511,5140.0,14653.0,15354.0,-0.0655483487020804
20250603,SF2512,5112.0,8.0,1061.0,-0.037617585664458
20250603,SF2601,5096.0,1840.0,6527.0,-0.1612035305023351
20250603,SF2602,5028.0,206.0,697.0,0.2876930873717242
20250603,SF2603,5150.0,29.0,92.0,-0.0326657794558168
20250603,SF2604,5136.0,4.0,44.0,-0.0187061612314929
20250603,SF2605,5128.0,135.0,202.0,0.0
20250604,SF2506,5150.0,95.0,3994.0,0.249048139584537
20250604,SF2507,5258.0,122143.0,121437.0,-0.1839821397401222
20250604,SF2508,5178.0,20945.0,41614.0,-0.0743900096375215
20250604,SF2509,5146.0,121809.0,204082.0,-0.1832814168079174
20250604,SF2510,5068.0,20115.0,38625.0,0.3085483575418684
20250604,SF2511,5200.0,10643.0,24576.0,-0.0833658312358272
20250604,SF2512,5164.0,68.0,1100.0,-0.0139507863029161
20250604,SF2601,5158.0,1229.0,6821.0,-0.1781282707341686
20250604,SF2602,5082.0,113.0,729.0,0.2984996504076396
20250604,SF2603,5210.0,27.0,93.0,-0.0461539030497393
20250604,SF2604,5190.0,4.0,44.0,-0.0370513609675181
20250604,SF2605,5174.0,49.0,210.0,0.0
20250605,SF2506,5074.0,34.0,3962.0,0.285115651575155
20250605,SF2507,5196.0,90484.0,109987.0,-0.1580805502798098
20250605,SF2508,5128.0,18927.0,41212.0,-0.0609971987849911
20250605,SF2509,5102.0,120370.0,218301.0,-0.1848742866446652
