时间,开盘,最高,最低,收盘,成交量,持仓量
2023-09-15,10000,10050,9410,9468,235242,30735
2023-09-18,9450,9468,9290,9346,123567,35656
2023-09-19,9370,9436,9290,9326,98362,38861
2023-09-20,9358,9564,9254,9310,217136,47627
2023-09-21,9344,9346,9132,9134,100829,45964
2023-09-22,9172,9280,9162,9218,85025,42487
2023-09-25,9254,9300,9066,9130,85762,42236
2023-09-26,9120,9130,8890,8930,81098,46773
2023-09-27,8950,9040,8912,8980,48233,41127
2023-09-28,9018,9166,8968,9006,60168,33209
2023-10-09,8746,8826,8586,8620,53455,43936
2023-10-10,8640,8650,8488,8500,52618,47778
2023-10-11,8506,8526,8404,8458,74368,53859
2023-10-12,8438,8462,8292,8390,83094,60530
2023-10-13,8436,8486,8316,8404,91310,62214
2023-10-16,8502,8518,8402,8444,90508,63872
2023-10-17,8460,8506,8280,8362,81194,66189
2023-10-18,8332,8498,8332,8420,86598,66680
2023-10-19,8402,8466,8318,8400,78807,66750
2023-10-20,8388,8530,8350,8410,90202,63958
2023-10-23,8406,8432,8234,8318,81920,65595
2023-10-24,8336,8544,8298,8530,89732,65482
2023-10-25,8500,8590,8406,8460,164517,67143
2023-10-26,8480,8564,8464,8510,71013,65909
2023-10-27,8474,8596,8430,8554,91193,63537
2023-10-30,8552,8668,8520,8630,72051,65204
2023-10-31,8614,8688,8506,8638,84397,64595
2023-11-01,8624,8668,8566,8596,56331,62918
2023-11-02,8650,8650,8500,8564,47360,61475
2023-11-03,8574,8696,8550,8652,52730,60070
2023-11-06,8666,8700,8502,8558,97422,67820
2023-11-07,8570,8616,8466,8496,69903,66215
2023-11-08,8478,8492,8352,8462,71098,69082
2023-11-09,8428,8562,8380,8432,80455,72143
2023-11-10,8450,8528,8426,8470,59710,74406
2023-11-13,8498,8538,8378,8452,65886,72019
2023-11-14,8466,8606,8426,8566,63398,73646
2023-11-15,8540,8628,8528,8624,55339,74552
2023-11-16,8608,8780,8544,8778,63738,79042
2023-11-17,8776,8840,8630,8672,113917,84519
2023-11-20,8694,8772,8648,8708,67124,89060
2023-11-21,8722,8762,8430,8452,81928,81361
2023-11-22,8466,8510,8388,8416,54777,77388
2023-11-23,8400,8448,8324,8410,45119,76719
2023-11-24,8410,8448,8368,8408,36107,76379
2023-11-27,8404,8430,8272,8298,70021,77447
2023-11-28,8296,8328,8252,8258,37103,77765
2023-11-29,8280,8330,8206,8254,60764,79137
2023-11-30,8272,8476,8262,8442,91686,69619
2023-12-01,8446,8484,8262,8318,63217,66977
2023-12-04,8320,8402,8252,8278,50667,67580
2023-12-05,8280,8310,8190,8274,48732,68428
2023-12-06,8270,8342,8110,8310,84547,70213
2023-12-07,8290,8310,8170,8270,50637,69488
2023-12-08,8246,8394,8244,8338,57559,71805
2023-12-11,8340,8386,8282,8336,57392,73709
2023-12-12,8326,8426,8268,8356,72177,78311
2023-12-13,8346,8358,8132,8136,97062,94084
2023-12-14,8160,8214,8092,8098,82410,103334
2023-12-15,8160,8300,8132,8244,89144,85609
2023-12-18,8260,8330,8200,8308,47826,82096
2023-12-19,8300,8378,8300,8318,41594,79041
2023-12-20,8322,8512,8320,8492,63446,82436
2023-12-21,8512,8614,8450,8598,78399,80557
2023-12-22,8580,8674,8530,8604,80112,80780
2023-12-25,8614,8626,8498,8570,57315,81522
2023-12-26,8568,8620,8530,8544,43853,82282
2023-12-27,8558,8662,8546,8648,59599,86972
2023-12-28,8648,8724,8588,8674,63938,90250
2023-12-29,8650,8666,8532,8590,53743,89466
2024-01-02,8602,8742,8592,8614,48313,89678
2024-01-03,8602,8670,8478,8522,60611,90417
2024-01-04,8540,8638,8500,8528,61505,93080
2024-01-05,8526,8600,8452,8558,71390,93058
2024-01-08,8548,8646,8362,8370,105868,87007
2024-01-09,8352,8362,8266,8274,62475,88006
2024-01-10,8322,8372,8300,8318,56514,81247
2024-01-11,8328,8360,8250,8314,55927,81898
2024-01-12,8336,8428,8308,8364,59450,83351
2024-01-15,8366,8432,8320,8360,52342,81419
2024-01-16,8338,8478,8316,8440,59446,82780
2024-01-17,8450,8480,8396,8428,52230,77738
2024-01-18,8406,8518,8374,8474,66650,79803
2024-01-19,8468,8576,8460,8566,50111,83054
2024-01-22,8530,8614,8510,8592,57163,81167
2024-01-23,8596,8670,8540,8662,44181,84592
2024-01-24,8646,8754,8634,8730,59445,92616
2024-01-25,8720,8750,8600,8610,89796,90362
2024-01-26,8620,8748,8620,8670,71550,90241
2024-01-29,8670,8718,8610,8660,45824,87156
2024-01-30,8660,8670,8592,8654,38583,85493
2024-01-31,8636,8670,8550,8598,50904,85960
2024-02-01,8598,8602,8450,8462,58129,87450
2024-02-02,8462,8480,8366,8412,49383,86048
2024-02-05,8410,8438,8360,8404,35129,84084
2024-02-06,8392,8478,8372,8454,30981,82010
2024-02-07,8466,8508,8436,8476,31497,81923
2024-02-08,8488,8550,8456,8480,35348,79641
2024-02-19,8546,8628,8530,8550,36955,83047
2024-02-20,8570,8594,8460,8506,44176,85290
2024-02-21,8486,8582,8460,8522,49907,85751
2024-02-22,8520,8620,8500,8592,46061,89911
2024-02-23,8578,8648,8532,8550,56402,91163
2024-02-26,8540,8590,8478,8488,54079,90847
2024-02-27,8488,8608,8466,8598,48334,92953
2024-02-28,8594,8660,8572,8596,51613,92809
2024-02-29,8600,8638,8554,8606,45740,96764
2024-03-01,8612,8620,8520,8562,42730,96633
2024-03-04,8588,8650,8492,8520,80857,97035
2024-03-05,8520,8522,8350,8360,100914,110687
2024-03-06,8372,8448,8362,8416,79788,93218
2024-03-07,8416,8430,8360,8378,38111,97689
2024-03-08,8344,8368,8306,8334,79231,109221
2024-03-11,8308,8362,8266,8316,56632,110481
2024-03-12,8320,8380,8302,8322,49543,110961
2024-03-13,8318,8350,8292,8324,41579,108903
2024-03-14,8372,8464,8320,8458,80252,97561
2024-03-15,8480,8558,8460,8520,83699,86857
2024-03-18,8510,8536,8436,8522,51885,81513
2024-03-19,8520,8580,8508,8562,47707,78883
2024-03-20,8582,8582,8460,8462,40853,78415
2024-03-21,8418,8418,8302,8330,73650,74141
2024-03-22,8326,8368,8308,8344,34904,74512
2024-03-25,8372,8424,8348,8358,51697,72547
2024-03-26,8384,8458,8368,8374,44208,68552
2024-03-27,8418,8476,8404,8430,41874,65123
2024-03-28,8424,8510,8400,8478,35291,63000
2024-03-29,8504,8520,8424,8444,33151,58574
2024-04-01,8460,8550,8428,8528,35019,55527
2024-04-02,8518,8644,8502,8630,41097,57218
2024-04-03,8848,8896,8776,8818,71172,81335
2024-04-08,8770,8782,8678,8736,40803,79488
2024-04-09,8750,8810,8658,8674,57880,80225
2024-04-10,8684,8728,8666,8678,39996,81357
2024-04-11,8678,8702,8612,8624,59187,77212
2024-04-12,8626,8666,8570,8608,49897,76164
2024-04-15,8632,8718,8608,8684,65170,77153
2024-04-16,8684,8850,8674,8776,109741,82472
2024-04-17,8772,8818,8732,8762,57665,81575
2024-04-18,8762,8762,8588,8616,84993,73963
2024-04-19,8610,8738,8552,8622,97234,71202
2024-04-22,8620,8660,8584,8630,45689,76971
2024-04-23,8618,8646,8580,8580,41652,76048
2024-04-24,8570,8626,8530,8578,43536,77893
2024-04-25,8582,8592,8446,8480,71471,84531
2024-04-26,8494,8534,8456,8514,40973,84007
2024-04-29,8530,8560,8468,8484,43137,84420
2024-04-30,8530,8530,8458,8468,33688,83016
2024-05-06,8378,8402,8334,8360,39227,92605
2024-05-07,8368,8414,8362,8406,36528,96388
2024-05-08,8390,8412,8346,8346,42064,103808
2024-05-09,8308,8390,8302,8346,46154,104684
2024-05-10,8350,8376,8234,8362,86890,115039
2024-05-13,8350,8380,8286,8312,76436,114775
2024-05-14,8328,8366,8284,8302,62821,116944
2024-05-15,8292,8354,8266,8344,61777,121695
2024-05-16,8322,8398,8306,8394,77073,120942
2024-05-17,8394,8460,8388,8446,66210,115845
2024-05-20,8470,8554,8444,8540,62213,106209
2024-05-21,8520,8584,8480,8502,68183,96583
2024-05-22,8476,8540,8470,8496,38835,96036
2024-05-23,8502,8530,8424,8458,46887,97618
2024-05-24,8486,8538,8480,8524,50676,98683
2024-05-27,8532,8614,8528,8600,80346,102002
2024-05-28,8600,8630,8544,8550,54618,95428
2024-05-29,8560,8618,8538,8604,46524,92163
2024-05-30,8596,8746,8586,8702,140763,93818
2024-05-31,8690,8706,8608,8638,77279,92773
2024-06-03,8670,8676,8502,8524,72594,87380
2024-06-04,8526,8546,8394,8440,76699,90993
2024-06-05,8432,8488,8414,8440,61727,94731
2024-06-06,8476,8478,8422,8440,49713,95805
2024-06-07,8440,8524,8420,8500,58955,97722
2024-06-11,8550,8580,8504,8580,49261,96582
2024-06-12,8572,8614,8554,8600,52238,91788
2024-06-13,8622,8638,8540,8560,52737,87781
2024-06-14,8572,8598,8536,8554,42641,86401
2024-06-17,8566,8578,8438,8448,63019,89343
2024-06-18,8470,8542,8456,8462,42040,85893
2024-06-19,8470,8592,8470,8556,52331,85295
2024-06-20,8570,8598,8534,8578,41276,85565
2024-06-21,8588,8618,8538,8540,49772,85445
2024-06-24,8540,8590,8506,8580,50598,82760
2024-06-25,8580,8658,8542,8648,70637,84682
2024-06-26,8642,8660,8528,8602,66975,80181
2024-06-27,8602,8606,8556,8594,37243,80046
2024-06-28,8610,8682,8596,8654,59918,84707
2024-07-01,8656,8674,8606,8646,35418,83795
2024-07-02,8646,8668,8598,8652,43231,85083
2024-07-03,8674,8770,8652,8768,93418,92838
2024-07-04,8748,8774,8654,8662,84089,85742
2024-07-05,8654,8692,8580,8582,60936,79290
2024-07-08,8620,8628,8548,8558,46219,77259
2024-07-09,8562,8564,8504,8526,37371,76809
2024-07-10,8526,8540,8468,8482,39330,74085
2024-07-11,8490,8550,8488,8544,31737,73450
2024-07-12,8530,8538,8488,8512,33425,75730
2024-07-15,8500,8512,8412,8422,51264,79886
2024-07-16,8422,8436,8378,8390,45057,84479
2024-07-17,8372,8428,8356,8394,41610,83140
2024-07-18,8406,8442,8384,8432,43869,85709
2024-07-19,8408,8430,8394,8404,28483,84013
2024-07-22,8416,8430,8352,8380,39583,82530
2024-07-23,8362,8390,8342,8352,34841,81682
2024-07-24,8344,8350,8280,8328,51332,82394
2024-07-25,8350,8354,8238,8240,39327,83066
2024-07-26,8230,8330,8190,8316,56285,79952
2024-07-29,8304,8320,8250,8290,53509,79086
2024-07-30,8300,8300,8172,8196,47138,78140
2024-07-31,8192,8336,8176,8320,52437,71097
2024-08-01,8340,8396,8314,8378,48893,70638
2024-08-02,8372,8386,8302,8302,37613,68123
2024-08-05,8250,8278,8120,8136,59510,72016
2024-08-06,8050,8162,8050,8066,50318,67704
2024-08-07,8036,8076,7968,8060,59147,63692
2024-08-08,8092,8130,8012,8036,32197,63494
2024-08-09,8040,8056,7892,7980,74322,60666
2024-08-12,7980,8066,7954,8062,39694,58008
2024-08-13,8078,8124,8042,8084,32364,52549
2024-08-14,8080,8080,7976,8002,39343,48320
2024-08-15,8002,8006,7660,7906,121731,35959
2024-08-16,7916,7986,7862,7910,41853,31428
2024-08-19,7900,7940,7714,7730,94738,81152
2024-08-20,7720,7784,7654,7734,122456,84426
2024-08-21,7750,7804,7696,7780,87044,86792
2024-08-22,7790,7810,7640,7656,91206,93490
2024-08-23,7670,7720,7610,7682,84714,92004
2024-08-26,7720,7842,7698,7834,80837,79955
2024-08-27,7866,7910,7802,7854,64351,78827
2024-08-28,7846,7846,7726,7750,74597,85349
2024-08-29,7714,7770,7690,7740,66809,87032
2024-08-30,7742,7800,7720,7736,69125,86483
2024-09-02,7730,7738,7380,7384,145436,112505
2024-09-03,7388,7470,7360,7424,87060,107521
2024-09-04,7350,7386,7202,7304,122049,108660
2024-09-05,7318,7344,7146,7160,98790,111443
2024-09-06,7182,7282,7038,7168,171295,114988
2024-09-09,7160,7190,6886,7010,157213,116981
2024-09-10,6988,7012,6718,6734,167359,128178
2024-09-11,6734,6888,6572,6880,254834,112334
2024-09-12,6888,6964,6712,6940,189409,109857
2024-09-13,6922,7060,6894,6940,141571,106464
2024-09-18,7016,7020,6740,6762,113962,112710
2024-09-19,6772,6944,6650,6922,235612,117758
2024-09-20,6950,6966,6848,6918,142097,115752
2024-09-23,6908,6916,6776,6824,157677,110461
2024-09-24,6812,7032,6780,7012,167998,108736
2024-09-25,7024,7210,7000,7010,171227,105744
2024-09-26,6978,7062,6866,6968,181877,99092
2024-09-27,6970,7160,6954,7118,145539,95110
2024-09-30,7100,7490,7060,7398,167387,85991
2024-10-08,7800,7812,7540,7582,138103,85817
2024-10-09,7574,7590,7404,7430,135143,86716
2024-10-10,7400,7450,7282,7382,129494,90524
2024-10-11,7422,7488,7354,7396,116494,96564
2024-10-14,7396,7480,7314,7340,113887,93197
2024-10-15,7330,7368,7134,7142,112511,100477
2024-10-16,7156,7178,7056,7058,99974,103224
2024-10-17,7058,7104,6940,6940,108943,101379
2024-10-18,6952,7078,6950,7062,79928,99495
2024-10-21,7040,7046,6932,6998,78099,101203
2024-10-22,7010,7128,7008,7070,96131,103798
2024-10-23,7080,7206,7066,7102,98869,104269
2024-10-24,7080,7132,7028,7082,77041,101929
2024-10-25,7060,7146,6976,7064,122991,105673
2024-10-28,7090,7100,6922,7016,119579,105480
2024-10-29,6970,6986,6800,6830,135661,114265
2024-10-30,6876,6906,6772,6842,103804,118980
2024-10-31,6862,6910,6826,6882,67302,116897
2024-11-01,6886,6982,6862,6902,92809,113179
2024-11-04,6910,6938,6850,6914,68302,112246
2024-11-05,6930,7008,6906,6938,72592,110879
2024-11-06,6950,7002,6762,6772,117820,114845
2024-11-07,6772,6936,6712,6922,120679,112933
2024-11-08,6890,7050,6872,6924,118686,111704
2024-11-11,6892,6932,6730,6848,115676,112650
2024-11-12,6788,6834,6760,6774,77115,115856
2024-11-13,6790,6830,6752,6800,85802,116044
2024-11-14,6816,6816,6690,6698,106163,124367
2024-11-15,6726,6776,6612,6614,96118,126723
2024-11-18,6640,6704,6588,6672,81148,122426
2024-11-19,6676,6796,6642,6764,112827,113221
2024-11-20,6762,6846,6722,6828,95313,109081
2024-11-21,6832,6952,6780,6840,165328,105965
2024-11-22,6872,6912,6828,6854,90973,102269
2024-11-25,6838,6924,6720,6804,139310,97694
2024-11-26,6808,6816,6722,6758,78614,95330
2024-11-27,6774,6808,6730,6794,87751,95272
2024-11-28,6796,6828,6694,6698,101120,97197
2024-11-29,6718,6738,6650,6718,86511,95454
2024-12-02,6736,6742,6622,6686,80385,90409
2024-12-03,6692,6736,6658,6696,61055,89091
2024-12-04,6730,6808,6700,6774,113149,85527
2024-12-05,6772,6808,6606,6638,117155,84208
2024-12-06,6630,6642,6480,6590,143082,82022
2024-12-09,6586,6620,6492,6520,93977,83665
2024-12-10,6578,6704,6542,6594,117944,75808
2024-12-11,6614,6682,6604,6668,59215,72299
2024-12-12,6700,6758,6660,6708,88073,66414
2024-12-13,6706,6754,6682,6710,71324,58492
2024-12-16,6714,6908,6678,6868,104540,51885
2024-12-17,6830,6890,6814,6846,56414,44043
2024-12-18,6834,6882,6800,6832,42558,40241
2024-12-19,6832,6840,6764,6794,44144,34441
2024-12-20,7018,7074,6960,6998,70036,69634
2024-12-23,7008,7070,6948,7050,81174,73289
2024-12-24,7036,7074,6982,7038,69000,74564
2024-12-25,7054,7084,7014,7022,64585,74332
2024-12-26,7030,7030,6922,6930,88239,84823
2024-12-27,6956,6990,6850,6852,97752,90374
2024-12-30,6890,6936,6860,6926,75845,94277
2024-12-31,6948,7026,6910,6992,83619,95526
2025-01-02,7000,7124,6992,7082,107336,93369
2025-01-03,7082,7144,7058,7086,95625,92775
2025-01-06,7086,7250,7032,7114,155762,96590
2025-01-07,7138,7164,6972,6998,129527,97198
2025-01-08,7006,7038,6960,7016,93862,101317
2025-01-09,7062,7294,7050,7260,353722,132330
2025-01-10,7232,7332,7168,7238,316962,136774
2025-01-13,7344,7538,7296,7440,329155,149742
2025-01-14,7440,7466,7332,7418,214311,145536
2025-01-15,7436,7498,7390,7478,174791,150283
2025-01-16,7480,7656,7470,7584,236855,142516
2025-01-17,7552,7588,7422,7522,182484,129649
2025-01-20,7520,7520,7358,7396,169181,109960
2025-01-21,7400,7456,7364,7420,111611,111241
2025-01-22,7390,7390,7282,7332,146000,107163
2025-01-23,7350,7368,7208,7220,121500,104191
2025-01-24,7240,7258,7134,7168,108513,100370
2025-01-27,7186,7186,7096,7110,75775,100479
2025-02-05,7100,7182,7074,7152,87149,114910
2025-02-06,7114,7186,7106,7136,129302,136711
2025-02-07,7166,7344,7156,7330,241890,158545
2025-02-10,7324,7438,7296,7406,190637,169237
2025-02-11,7414,7450,7334,7390,168268,155067
2025-02-12,7424,7460,7348,7366,160504,153271
2025-02-13,7340,7372,7180,7182,203995,145231
2025-02-14,7164,7280,7164,7234,111254,141886
2025-02-17,7268,7286,7176,7268,123884,143191
2025-02-18,7240,7338,7236,7308,107696,144536
2025-02-19,7288,7336,7256,7292,94000,146950
2025-02-20,7292,7340,7258,7298,98651,147204
2025-02-21,7316,7350,7188,7196,182021,156597
2025-02-24,7200,7248,7098,7120,126926,159314
2025-02-25,7128,7142,7086,7114,89581,160385
2025-02-26,7096,7122,6946,7010,137649,160452
2025-02-27,6988,7044,6976,7034,105450,161799
2025-02-28,7060,7078,7006,7016,91162,165287
2025-03-03,7000,7086,6978,7032,107019,162549
