时间,MA5,MA10,MA20,MA60,EMA20,ATR14,RSI14,MACD,MACD_SIGNAL,MACD_HIST,BOLL_UP,BOLL_LOW,BOLL_MID,BOLL_WIDTH,STOCH_RSI,VOL_MA20,MAX_DRAWDOWN_20,RSI_UPPER_DYNAMIC,RSI_LOWER_DYNAMIC,MARKET_BREADTH,OI_MA20
2017-10-13,5559.6,5565.2,5638.2,5491.1,5586.326431306182,86.28571428571429,36.8421052631579,2.211710461385337,19.624265784808376,-17.41255532342304,5821.148482825441,5455.251517174559,5638.2,365.8969656508816,22.432856747067856,253902.1,-5.406336088154262,62.99535864978903,48.41746304010455,0.55,252885.5
2017-10-16,5563.2,5566.0,5635.7,5496.933333333333,5587.628675943688,83.42857142857143,36.8421052631579,3.510320568224415,16.401476741491585,-12.89115617326717,5819.334763363309,5452.06523663669,5635.7,367.269526726619,25.344829609386505,239639.95,-5.406336088154262,62.99535864978903,48.222065474461644,0.5,247295.15
2017-10-17,5577.2,5567.0,5633.4,5503.833333333333,5590.330706806194,83.14285714285714,41.0958904109589,5.764099762263868,14.274001345646042,-8.509901583382174,5816.799936864258,5450.000063135742,5633.4,366.7998737285161,43.14152253567606,233671.5,-5.406336088154262,62.99535864978903,47.47939255196935,0.45,242573.6
2017-10-18,5585.6,5558.4,5626.5,5509.366666666667,5586.680163300842,83.85714285714286,40.4040404040404,2.3587803301043095,11.890957142537697,-9.532176812433388,5811.312280292938,5441.687719707062,5626.5,369.6245605858767,46.669096093605226,224995.1,-5.406336088154262,62.99535864978903,47.47939255196935,0.4,238872.2
2017-10-19,5567.6,5557.6,5610.4,5512.733333333334,5577.09157631981,87.42857142857143,38.58520900321543,-5.6010429324733195,8.392557127535493,-13.993600060008813,5784.425285518236,5436.3747144817635,5610.4,348.0505710364723,41.12857102427078,216216.35,-5.406336088154262,62.99535864978903,46.95372288990192,0.35,235325.9
2017-10-20,5570.0,5564.8,5601.0,5517.466666666666,5578.892378575066,87.57142857142857,50.28735632183907,-2.9986133754327966,6.114323026941836,-9.112936402374633,5754.661281633943,5447.338718366057,5601.0,307.3225632678859,76.77565769457534,211451.05,-5.406336088154262,62.99535864978903,46.95372288990192,0.3,232328.7
2017-10-23,5580.8,5572.0,5596.5,5524.166666666667,5586.045485377441,89.28571428571429,53.24324324324324,3.701280019689875,5.631714425491444,-1.9304344058015692,5737.258097830867,5455.741902169133,5596.5,281.51619566173395,85.77988182592111,210268.65,-5.406336088154262,62.99535864978903,46.95372288990192,0.3,229776.15
2017-10-24,5595.2,5586.2,5592.9,5529.266666666666,5595.7554391510175,88.28571428571429,53.36927223719677,11.620555129604327,6.82948256631402,4.791072563290307,5718.9674840155685,5466.832515984431,5592.9,252.13496803113776,100.0,207847.8,-5.406336088154262,62.73461136662732,46.95372288990192,0.3,226144.6
2017-10-25,5627.2,5606.4,5592.5,5535.333333333333,5606.826349708063,81.14285714285714,67.52411575562701,19.607217336749272,9.385029520401071,10.222187816348201,5716.909341330248,5468.090658669752,5592.5,248.81868266049605,100.0,206841.6,-5.406336088154262,62.99535864978903,46.95372288990192,0.3,223377.65
2017-10-26,5667.6,5617.6,5593.6,5539.3,5614.5571735453905,80.14285714285714,63.31168831168831,23.72659978010506,12.253343572341869,11.473256207763193,5721.096377656346,5466.103622343655,5593.6,254.99275531269086,90.07451119765828,198651.0,-5.406336088154262,62.95769631212669,46.95372288990192,0.3,220443.7
